Gene = SYF2
index = 1365
Annotated 5SS: [  50  390 3496 4376 5052 7492]
Annotated 3SS: [ 281 3369 4257 4960 7392 9061]
SMsplice 5SS: [  50  390 3646 4376 5052 7492]
SMsplice 3SS: [ 281 3340 4257 4960 7392 9061]
top_k =  1000
Partition function (log Z): 15.055870905611599

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.9966600634426317
Position 7492: 0.9820246718217294
Position 390: 0.9787821595412725
Position 5052: 0.9574305023693365
Position 50: 0.7370532737708382
Position 3646: 0.48102233142972184
Position 3496: 0.41721841411044525
Position 1867: 0.2536021167735347
Position 86: 0.12066912503604434
Position 1863: 0.09276545942472905
Position 4126: 0.0536377007189633
Position 9265: 0.03575099172582074
Position 5074: 0.030471504943515405
Position 1596: 0.03038668312915446
Position 7836: 0.026485772101287455
Position 7249: 0.02165398338939457
Position 8087: 0.01910343332233823
Position 7091: 0.013905187600011432
Position 7738: 0.013625298502939429
Position 117: 0.009755481895677076
Position 7873: 0.009400683067006027
Position 7228: 0.009381603021977
Position 5145: 0.008155403545527467
Position 3735: 0.006032770483086104
Position 7294: 0.004836581233666546
Position 750: 0.0033154798492525807
Position 8518: 0.003229802080151775
Position 6113: 0.002875558235911167
Position 1927: 0.00274675993200875
Position 20: 0.002383009067828728
Position 4744: 0.002378606192177522
Position 4413: 0.0023282340020574057
Position 3265: 0.002152939125417359
Position 4565: 0.002145151237785457
Position 1455: 0.0018240891272847779
Position 6267: 0.0016033298337424738
Position 7275: 0.0011852404879250553
Position 6461: 0.0011378123911731945
Position 2844: 0.001126492185409387
Position 133: 0.001115364219237911
Position 8409: 0.0010605697249817996
Position 3312: 0.0008874524185062888
Position 2644: 0.0008777569909229159
Position 4799: 0.0008372247172852192
Position 3928: 0.0007610643014856114
Position 5769: 0.0007257004555212834
Position 6116: 0.0007189738510128694
Position 7496: 0.0006888773479345653
Position 5085: 0.0006604520394442325
Position 4506: 0.000643658233687498
Position 7718: 0.0006190420466177473
Position 5252: 0.0006118226921524251
Position 7817: 0.0006028811818027602
Position 3193: 0.0005412647347468442
Position 1004: 0.0005268405831240759
Position 1487: 0.0005026818876075572
Position 8977: 0.000499622791896638
Position 5093: 0.00048385520910148374
Position 4676: 0.0004632204518712525
Position 1377: 0.0004474301621067585
Position 8743: 0.0004195913160464637
Position 2015: 0.0004157716619546456
Position 529: 0.00041521245188064047
Position 7288: 0.00040268904551993094
Position 7661: 0.0003854719337429366
Position 170: 0.0003737759987153437
Position 5095: 0.0003682992541017445
Position 82: 0.0003226836706550361
Position 177: 0.0003219581650963747
Position 6556: 0.0003030565568376801
Position 7521: 0.00030019761023848066
Position 282: 0.00029782431500075993
Position 5473: 0.0002924272887916631
Position 3521: 0.00028654458592127364
Position 1813: 0.00028185521418152984
Position 5097: 0.000277436994448386
Position 7503: 0.0002763487527411576
Position 1823: 0.00026639284356395193
Position 948: 0.000255133820209937
Position 2314: 0.0002492841246964524
