Gene = SUB1
index = 1353
Annotated 5SS: [  284 56952 60053 67437]
Annotated 3SS: [56878 59929 67327 69371]
SMsplice 5SS: [  284  3365  5063  8154 39542 60053 65670 67437]
SMsplice 3SS: [ 3297  5004  8018 39423 59929 65550 67327 69371]
top_k =  1000
Partition function (log Z): -33.02340166600576

Sorted 5' Splice Sites (High to Low Probability):
Position 8154: 0.9218728815318851
Position 284: 0.8741700836422518
Position 5063: 0.6659170220725449
Position 3365: 0.6148063999296056
Position 1159: 0.33758853786018095
Position 6651: 0.3175531025756564
Position 946: 0.27937083791205497
Position 6607: 0.262300665532842
Position 14741: 0.24408427586419143
Position 12966: 0.21334165976773597
Position 6620: 0.10965992571753819
Position 6956: 0.08409535391200759
Position 1823: 0.06973352477751159
Position 7707: 0.06600955968435611
Position 345: 0.0518563263905668
Position 7737: 0.05001385235735386
Position 9173: 0.049029261660481854
Position 3445: 0.041143884596583
Position 702: 0.03684007706920324
Position 10815: 0.031928723008819264
Position 2823: 0.025981465134702262
Position 9190: 0.021567663921737215
Position 486: 0.020341454809214343
Position 12801: 0.018116731076595474
Position 11185: 0.014543943640694388
Position 11001: 0.009646949795247273
Position 10043: 0.008932358656065854
Position 7467: 0.00876899543851746
Position 95: 0.008530327435741248
Position 3354: 0.007519780302396339
Position 4823: 0.0073504424958753
Position 14357: 0.00709492667582701
Position 1816: 0.006194955543072442
Position 9117: 0.005277910355351739
Position 414: 0.00490880947005688
Position 1497: 0.0048441187106937535
Position 10944: 0.0047842397996652256
Position 381: 0.004685166349248408
Position 6898: 0.004232326028136082
Position 1577: 0.0037298128746045666
Position 2962: 0.0035165674765952567
Position 299: 0.003367367035289668
Position 2057: 0.002986924170975923
Position 8838: 0.002402444408961259
Position 1910: 0.002331853872429074
Position 10819: 0.0019170356592292446
Position 924: 0.0019038131229920621
Position 117: 0.0019012411478170706
Position 6398: 0.0018275646127577801
Position 5933: 0.0018070532822803923
Position 528: 0.0012786433342997182
Position 4916: 0.0010712598448317998
Position 2884: 0.0010698403432533986
Position 5345: 0.000932968818646125
Position 2873: 0.0008117398777538833
