Gene = XRCC2
index = 1578
Annotated 5SS: [  125 15465]
Annotated 3SS: [15382 26801]
SMsplice 5SS: [  125  4870  7945 15465]
SMsplice 3SS: [ 4761  7740 15382 26801]
top_k =  1000
Partition function (log Z): -14.56626755187333

Sorted 5' Splice Sites (High to Low Probability):
Position 15465: 0.9000698030550883
Position 4870: 0.8594893145930055
Position 7945: 0.6936726936840075
Position 125: 0.6017805952998811
Position 19447: 0.4953946051781463
Position 14820: 0.33826953964340006
Position 6457: 0.2729673173895899
Position 14783: 0.2665660308444496
Position 23676: 0.1613109079439126
Position 747: 0.12738719868049792
Position 17765: 0.11413526571449975
Position 7876: 0.10672514250620709
Position 342: 0.09233736189262175
Position 11633: 0.0851450081851197
Position 173: 0.07282202061270106
Position 12936: 0.07273862563399071
Position 6027: 0.05023226467004977
Position 13831: 0.0349766250756073
Position 420: 0.031829105045784616
Position 23444: 0.031695018556991535
Position 5237: 0.02928135405673432
Position 310: 0.029115698395992318
Position 17450: 0.027441104994160467
Position 4864: 0.02106358696903571
Position 787: 0.018706730936295823
Position 3652: 0.018310568865560158
Position 1153: 0.016634076410776164
Position 26358: 0.012839296377376734
Position 553: 0.01281530506804166
Position 53: 0.012710649694714691
Position 651: 0.012277789102126986
Position 146: 0.011856605482754386
Position 17515: 0.011839142878231226
Position 139: 0.011306715417318586
Position 29: 0.009962029013573143
Position 4648: 0.009519606812824247
Position 802: 0.009460525332884686
Position 1051: 0.00934167120597111
Position 7047: 0.009030044524916452
Position 1810: 0.008958951005317664
Position 19191: 0.00797058112463619
Position 361: 0.007618063841365287
Position 14214: 0.007182165259804779
Position 1074: 0.006480060099612597
Position 17080: 0.005681935549660494
Position 15257: 0.005009764424973247
Position 4548: 0.004786288124535404
Position 19902: 0.0046839642562194195
Position 6959: 0.00455270792245272
Position 4630: 0.004508122994676741
Position 5080: 0.0034363217157472145
Position 3698: 0.003351592829857844
Position 7669: 0.0033505734566970217
Position 16823: 0.0032345407286893868
Position 1001: 0.0027309198842740087
Position 950: 0.002569038869309661
Position 6841: 0.0023714616503272756
Position 718: 0.0022851568921958172
Position 4909: 0.00221810129970894
Position 906: 0.002145285411173438
Position 6881: 0.002087121146735355
Position 1873: 0.001564198176012482
Position 4019: 0.0014435648143598134
Position 733: 0.0013536262125246434
Position 3602: 0.0011730399433805554
Position 3015: 0.0010098218839396966
Position 3655: 0.0008523661332335143
Position 1772: 0.0008285657733599427
Position 6871: 0.0007740339406963187
Position 90: 0.0007710383423131704
Position 1905: 0.0006755140973436663
Position 7314: 0.0006204004820774768
Position 3730: 0.000568647112539082
Position 3736: 0.0005397809739496814
Position 3633: 0.0005314064472456166
Position 6508: 0.0005145623124286104
Position 7561: 0.0004933690101277061
Position 3567: 0.0004549320125753231
Position 2631: 0.0004488332025018174
Position 4208: 0.00044875696344208997
Position 1867: 0.00042796805167126425
Position 8670: 0.00015737995399531569
Position 442: 8.487335528102671e-05
Position 25: 7.648810462908756e-05
Position 568: 7.167988688764532e-05
Position 436: 7.125050835065658e-05
Position 4883: 2.7915336622520182e-05
Position 38: 2.744707419024895e-05
