Gene = SPATA31D4
index = 1303
Annotated 5SS: [ 186  988 1647]
Annotated 3SS: [ 941 1585 1940]
SMsplice 5SS: [ 186 1647 1841]
SMsplice 3SS: [1585 1731 1940]
top_k =  1000
Partition function (log Z): -6.076059572859425

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9456529606213412
Position 1841: 0.7678205131919102
Position 1647: 0.6731600576474657
Position 2032: 0.4938712020828011
Position 988: 0.2887011815317816
Position 458: 0.231415061282817
Position 3685: 0.10808219338443645
Position 1336: 0.08373148654537185
Position 1860: 0.02795334270740861
Position 903: 0.0104211604789718
Position 5580: 0.010265425679528812
Position 440: 0.00985558818281253
Position 4276: 0.009739074479277791
Position 268: 0.006949001077723591
Position 5481: 0.0060157527946489
Position 97: 0.005131423523158496
Position 196: 0.0038500270742994245
Position 2639: 0.0023963493182992536
Position 135: 0.0020437381794898893
Position 6048: 0.001896997575201838
Position 586: 0.001842485495984316
Position 5550: 0.0016628221958054847
Position 371: 0.0009497533175845968
Position 1020: 0.0009296205550359027
Position 200: 0.0008439244118457297
Position 1202: 0.0007034461532900102
Position 649: 0.0006699057936655637
Position 1256: 0.0005937218945655127
Position 338: 0.0005365682053473331
Position 1072: 0.0005137806845550678
Position 101: 0.000496498550525745
Position 1298: 0.00048781172713269856
Position 3370: 0.0004708258221790869
Position 3347: 0.0004456376014110195
Position 5460: 0.00035325143808738235
Position 1821: 0.0002463262918921164
Position 1391: 0.00023894984564388038
Position 1816: 0.00023561271691633124
Position 1361: 0.00020346407574938318
Position 723: 0.0001823793555362755
Position 1189: 0.00013618983405510368
Position 993: 0.00010764162251010806
Position 894: 8.022727911405816e-05
Position 349: 6.396505659215456e-05
Position 1865: 6.29494424775406e-05
Position 119: 4.042735340776052e-05
Position 355: 2.8534171485750342e-05
Position 107: 2.3938593447088024e-05
Position 568: 2.0139962713396793e-05
Position 1364: 1.581266044415346e-05
Position 272: 1.54649702475015e-05
Position 1595: 1.4199108114513511e-05
Position 64: 1.1512326574333396e-05
Position 499: 9.653357795034701e-06
Position 683: 6.171124925499904e-06
Position 1763: 5.865774670468016e-06
Position 665: 5.356477742546269e-06
Position 263: 5.261485066937523e-06
Position 1741: 4.1646389354132905e-06
Position 1767: 3.747454849792489e-06
Position 381: 3.1087432903421425e-06
Position 451: 2.342652371673001e-06
Position 598: 1.801725281658486e-06
Position 230: 1.6288955894978965e-06
Position 475: 1.4391106227855088e-06
Position 146: 1.4148635381959885e-06
Position 410: 1.3833181551619324e-06
Position 523: 1.01588961443728e-06
Position 2007: 6.101688184568097e-07
Position 849: 4.817480637381156e-07
Position 2036: 4.788974469873206e-07
Position 2027: 4.6992151724910674e-07
Position 2104: 4.0982089133257335e-07
Position 448: 3.53278659976815e-07
Position 2023: 2.435072675537926e-07
Position 110: 2.8669317042154893e-08
Position 125: 2.4869281291897688e-08
Position 224: 1.388898949980062e-08
Position 298: 1.1936107707577689e-08
Position 2630: 6.565931075023353e-09
Position 2000: 3.5964625097182925e-09
Position 284: 1.3725694985146357e-09
Position 16: 1.336113261757648e-09
Position 407: 1.8381192532357184e-10
Position 1787: 3.80238477117823e-12
Position 417: 3.0228366311504333e-12
Position 329: 1.163210368039225e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.7230868465195338
Position 1731: 0.658762661715861
Position 1940: 0.561714360566451
Position 337: 0.22168672033644524
Position 941: 0.21490404811855646
Position 2125: 0.14761604309642642
Position 6009: 0.13055197876714075
Position 1964: 0.08315714012051914
Position 6265: 0.0741250256124415
Position 1519: 0.07079700321995264
Position 5540: 0.0572435730792682
Position 5858: 0.057231945040984715
Position 3461: 0.05520132711516124
Position 5388: 0.051591001562843304
Position 4948: 0.04473097470405369
Position 1068: 0.04429991940026446
Position 3598: 0.041783243406386755
Position 2861: 0.04165108680868654
Position 831: 0.040208178001084
Position 2364: 0.027209904898161646
Position 5426: 0.02639180900569073
Position 4741: 0.023829633621384325
Position 5752: 0.017558544764111693
Position 1491: 0.01608824561430159
Position 3579: 0.014260176942732882
Position 5173: 0.013633976014071496
Position 384: 0.010920260837997344
Position 2629: 0.010914521801998962
Position 2170: 0.009412203192739816
Position 2017: 0.00933605336120621
Position 4132: 0.008916976932069394
Position 1271: 0.008281700214807576
Position 1507: 0.008028016993598714
Position 2701: 0.008000037709910755
Position 3752: 0.006936015937514865
Position 1045: 0.006809895834497198
Position 762: 0.0067996590701615385
Position 1899: 0.0067975675136871675
Position 3437: 0.006445041935608626
Position 662: 0.00619529800460844
Position 754: 0.005930295932613975
Position 2042: 0.0059081775587673715
Position 737: 0.005898782687366911
Position 4506: 0.005587521521232844
Position 1156: 0.005417788070949524
Position 4523: 0.00482155290062409
Position 6090: 0.004712826306857642
Position 947: 0.004624496163360334
Position 3528: 0.004518722939879153
Position 3308: 0.004278844583710622
Position 3173: 0.004244726864318999
Position 2809: 0.0033512990356831356
Position 4893: 0.002800824584791851
Position 6127: 0.002788984730575615
Position 1744: 0.002784585535869905
Position 4427: 0.0026532023777406746
Position 890: 0.0026519794772595358
Position 5459: 0.0026511612022760505
Position 4270: 0.002437585578919757
Position 3620: 0.0022994684780695404
Position 4625: 0.002146051778658507
Position 4704: 0.002089092762032185
Position 3677: 0.001942270074253727
Position 4308: 0.0018564962683741415
Position 2479: 0.0017770093339032776
Position 2838: 0.0017234162298298513
Position 2671: 0.0016952828583087103
Position 2490: 0.001619399063293442
Position 1076: 0.0015819183523723063
Position 263: 0.0014961860666260385
Position 2560: 0.001495565962236857
Position 2310: 0.0014175501822151389
Position 6299: 0.0012386102939954912
Position 683: 0.0011150794830131693
Position 4193: 0.0010582062602095066
