Gene = LCE5A
index = 769
Annotated 5SS: [155]
Annotated 3SS: [669]
SMsplice 5SS: [155]
SMsplice 3SS: [854]
top_k =  1000
Partition function (log Z): -8.322284664191715

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.84236373121731
Position 159: 0.10088270922945876
Position 129: 0.024339569176341322
Position 3: 0.019357954325658455
Position 1093: 0.014094147385140556
Position 539: 0.009178446699543595
Position 737: 0.00492551843851111
Position 75: 0.0017170483902766757
Position 350: 0.0016513947661532088
Position 366: 0.0013630230616329783
Position 1104: 0.001146863156678447
Position 496: 0.00114417157660123
Position 783: 0.0010928907033554982
Position 229: 0.0008554188678840239
Position 761: 0.000676122367433545
Position 433: 0.0006530302116656534
Position 199: 0.00035891809804005547
Position 759: 0.00030620339855016147
Position 242: 0.00019729918315581943
Position 771: 0.00016138336801225977
Position 37: 0.00015656585650643942
Position 484: 0.00015222175683479296
Position 148: 8.186191044886786e-05
Position 69: 3.157446741899344e-05
Position 809: 2.952467077062663e-05
Position 490: 2.7785384329055037e-05
Position 587: 2.355656212765694e-05
Position 1108: 2.1280617743871182e-05
Position 43: 1.8463572436898765e-05
Position 438: 1.2168712965483428e-05
Position 441: 8.851392796669941e-06
Position 260: 7.945872706535794e-06
Position 358: 7.24558798311718e-06
Position 289: 5.708899847511672e-06
Position 773: 4.291702876403384e-06
Position 373: 4.118582367278325e-06
Position 275: 3.915222489189662e-06
Position 8: 3.812126856821398e-06
Position 323: 2.349890527872281e-06
Position 192: 2.1991575369133304e-06
Position 785: 2.182488509970707e-06
Position 531: 1.7883007933591643e-06
Position 221: 1.77557588832839e-06
Position 403: 1.576762190087119e-06
Position 1201: 1.5099701792232377e-06
Position 693: 1.4019285184978478e-06
Position 881: 1.1493989716579076e-06
Position 1106: 1.1428738333046453e-06
Position 884: 1.004105884839649e-06
Position 642: 7.824796239502162e-07
Position 965: 4.143464071776901e-08
Position 307: 2.4743155201508104e-08
Position 845: 2.080697747849559e-08
Position 435: 1.833730352527021e-08
Position 941: 1.7127735653674563e-08
Position 656: 8.27698802073211e-09
Position 717: 7.809182626017477e-09
Position 45: 6.538585536196695e-09
Position 253: 5.6637013792767635e-09
Position 451: 2.535483866364087e-09
Position 310: 4.5926577774658073e-11
Position 609: 2.044439504845381e-13
Position 620: 1.9184239581992726e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 854: 0.5271302968614348
Position 669: 0.3586326803662488
Position 1028: 0.02607408623348962
Position 299: 0.02254784622766726
Position 872: 0.02089675140807194
Position 832: 0.015131941676420891
Position 939: 0.010754309695229447
Position 1204: 0.00886043510930255
Position 1252: 0.008574507064459532
Position 807: 0.004960043085282548
Position 332: 0.0037523519333822904
Position 908: 0.0029017981235651275
Position 620: 0.0027303962761695763
Position 1319: 0.0026288951069786265
Position 632: 0.002500299270643689
Position 679: 0.0010750505444279699
Position 1001: 0.0008427617679643288
Position 1258: 0.000832681168845592
Position 688: 0.0008042436172505851
Position 705: 0.000605394001489276
Position 1288: 0.0005925573474051881
Position 918: 0.0005545725545992238
Position 461: 0.0004545799093641799
Position 1274: 0.0003352348143926222
Position 814: 0.00030975988856848745
Position 1146: 0.00029158558190292886
Position 989: 0.0002696914820444309
Position 947: 0.00023687341571820017
Position 638: 0.0002098952870364164
Position 304: 0.0001896942032441304
Position 596: 0.00016097956261716136
Position 759: 0.00013108345285226832
Position 959: 0.00011727863610014831
Position 965: 0.00010957732323493851
Position 489: 9.966027295395342e-05
Position 1060: 7.705164126850682e-05
Position 428: 7.333650402722632e-05
Position 783: 7.108865366680818e-05
Position 228: 6.477674566631663e-05
Position 702: 5.0338285063031975e-05
Position 349: 4.964618369798834e-05
Position 879: 4.2136328692615346e-05
Position 269: 2.9563947252265892e-05
Position 93: 2.8880878752502715e-05
Position 221: 2.8666839475481018e-05
Position 771: 2.4863562661865632e-05
Position 941: 2.4033544612475487e-05
Position 1036: 2.1357768480523082e-05
Position 1076: 1.6616964020777327e-05
Position 97: 1.4812062802513507e-05
Position 1070: 1.1654339821276432e-05
Position 464: 1.0887607452626145e-05
Position 1296: 9.291420257276595e-06
Position 1112: 7.712037459614675e-06
Position 343: 7.288740421444229e-06
Position 1092: 7.257488702919789e-06
Position 1166: 7.194554024316764e-06
Position 1063: 7.0626183478399735e-06
Position 1212: 6.9612719819851455e-06
Position 457: 6.754440049068096e-06
Position 192: 6.630879812223714e-06
Position 1217: 6.596110398382351e-06
Position 74: 6.380268365147779e-06
Position 525: 5.514035722008499e-06
Position 310: 5.3286582515261826e-06
Position 80: 5.063831658787654e-06
Position 975: 4.960742925409219e-06
Position 365: 4.913195049972298e-06
Position 690: 4.680251094141037e-06
Position 899: 4.475843017184152e-06
Position 1101: 4.353609816886789e-06
Position 363: 2.9125421613825485e-06
Position 1085: 2.8083584397063236e-06
Position 642: 2.7752861479074143e-06
Position 707: 2.3738270225960533e-06
Position 483: 2.3642714208790707e-06
Position 1073: 2.067118019338253e-06
Position 128: 1.9466076784447184e-06
Position 598: 1.502571808849389e-06
Position 972: 1.4179639021280957e-06
Position 711: 1.1568152046650017e-06
Position 146: 1.1056284419653562e-06
Position 141: 1.0357118312835294e-06
Position 496: 1.009613419916821e-06
Position 370: 8.049286944218675e-07
Position 307: 8.045994898390141e-07
Position 537: 7.839351496309045e-07
Position 1118: 6.243488918717344e-07
Position 102: 2.0994758418531069e-07
Position 199: 3.1464263248417006e-08
Position 112: 2.9227457837145195e-08
Position 122: 1.953887106539862e-08
Position 154: 1.739168874447226e-08
Position 379: 1.1472130577944048e-08
Position 109: 5.024247668671019e-09
Position 509: 3.9497769035655494e-09
Position 173: 3.0242865823426766e-09
Position 373: 1.992030452950459e-09
Position 158: 4.806715139558096e-10
Position 531: 7.483578566656177e-12
Position 165: 9.595342130661546e-14
