Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  1000
Partition function (log Z): 0.9465589371405958

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9955852072194769
Position 160: 0.911182994378029
Position 439: 0.4775819079855552
Position 787: 0.03664237910490563
Position 1090: 0.02839734395659619
Position 1977: 0.023075472190306742
Position 345: 0.02236637322066284
Position 1725: 0.013110773454121007
Position 1957: 0.011581946867978594
Position 313: 0.010311237380857215
Position 166: 0.009936291018351463
Position 820: 0.009933674280303133
Position 1853: 0.004519415816378999
Position 449: 0.004497132918741543
Position 453: 0.004113320905658274
Position 808: 0.003150026384862896
Position 29: 0.0030473791276482143
Position 413: 0.0029012821837645047
Position 1514: 0.0028257966975095885
Position 1111: 0.0027219006502152182
Position 856: 0.001837944364522928
Position 353: 0.0007536228684201541
Position 601: 0.0007389739910983359
Position 1094: 0.0007204109232880754
Position 195: 0.0005648892819056212
Position 50: 0.0005614339103468132
Position 2035: 0.0003325396322999618
Position 447: 0.0003322451096163682
Position 1335: 0.00028053312849480726
Position 1569: 0.00015190959656387253
Position 528: 0.00010603032572422896
Position 944: 8.853628569464529e-05
Position 112: 7.339252570357707e-05
Position 692: 6.259787484633429e-05
Position 385: 6.0377165275802546e-05
Position 118: 4.645244053481987e-05
Position 2161: 3.888913408174342e-05
Position 902: 3.480944698290839e-05
Position 721: 3.3354163242133975e-05
Position 2080: 3.3148854124746314e-05
Position 469: 3.073554377185189e-05
Position 328: 2.7732344274634325e-05
Position 518: 2.4095124365002084e-05
Position 394: 2.336058433401869e-05
Position 387: 2.3155165919241665e-05
Position 1260: 2.1056216022665318e-05
Position 362: 1.9474055516753572e-05
Position 459: 1.887976199555965e-05
Position 711: 1.1660727483074098e-05
Position 1949: 9.652955095429702e-06
Position 1582: 9.553987677646193e-06
Position 1120: 9.10954170880378e-06
Position 11: 9.008381126655678e-06
Position 479: 7.789208335594245e-06
Position 1270: 4.786028530860094e-06
Position 2141: 3.170439196036959e-06
Position 1188: 2.0040389873776618e-06
Position 1996: 1.7230902048117533e-06
Position 228: 1.5293930991667604e-06
Position 222: 1.3845614200922068e-06
Position 1231: 1.2448679348776605e-06
Position 1463: 1.1870007024215997e-06
