Gene = RP11-201K10.3
index = 1163
Annotated 5SS: [   48 13956 14708 17482]
Annotated 3SS: [13797 14379 17414 17711]
SMsplice 5SS: [   48 10151 14708]
SMsplice 3SS: [10047 14599 16600]
top_k =  1000
Partition function (log Z): -8.411563227051

Sorted 5' Splice Sites (High to Low Probability):
Position 14708: 0.9392587177349301
Position 10151: 0.6666370920410634
Position 48: 0.495436088281816
Position 12804: 0.48639738965930346
Position 3530: 0.452007330614256
Position 9898: 0.35975827653377906
Position 143: 0.2979837880320686
Position 1232: 0.2954193951815679
Position 14535: 0.20910218588557705
Position 1249: 0.19856310366412852
Position 543: 0.18485386464515344
Position 8802: 0.15908305873746686
Position 14949: 0.14142986817953343
Position 17501: 0.11595895596223765
Position 10159: 0.1089677416875199
Position 14386: 0.05621291455676281
Position 5994: 0.05440242814881104
Position 198: 0.04865938232111872
Position 13280: 0.04849859269106554
Position 7607: 0.03790279125505931
Position 17264: 0.03552954568863797
Position 160: 0.0331602385782148
Position 14922: 0.03206279178457674
Position 17482: 0.02610749027907623
Position 12659: 0.025623404012897595
Position 13180: 0.02484156646903722
Position 437: 0.01945052021026049
Position 14189: 0.016398041936445014
Position 4776: 0.015244696805731532
Position 2512: 0.014665207189970917
Position 15540: 0.011818910913480992
Position 11717: 0.011320489452625506
Position 2738: 0.010733107905222545
Position 678: 0.010164583878972887
Position 11371: 0.00882540940924738
Position 1193: 0.00845456310072203
Position 112: 0.006033556175501113
Position 1073: 0.005668200956033708
Position 5294: 0.004675693621538912
Position 931: 0.0040276441352376105
Position 1019: 0.0031948875515963935
Position 5305: 0.003117869903910646
Position 2974: 0.0026747725419067558
Position 10583: 0.0024104334496487336
Position 516: 0.001980548353097935
Position 1488: 0.00196996129261314
Position 3859: 0.0013008262550545623
Position 7538: 0.0012878167317876784
Position 5200: 0.0009304142544614921
Position 84: 0.000654897964763678
Position 919: 0.0006094464839372463
Position 549: 0.0005996930415757912
Position 634: 0.0005052058663047357
Position 2808: 0.0004062721779746559
Position 1496: 0.0003634156994605183
Position 7966: 0.00034297358133197333
Position 336: 0.0003294275294348586
Position 2899: 0.00031621909315641234
Position 7741: 0.00024171044726295515
Position 5284: 0.00019612924599574373
Position 7341: 0.00018517885271454216
Position 477: 0.00015298762120459982
Position 22: 0.000146469551171316
Position 1540: 9.431774858073105e-05
Position 1584: 7.173257526162162e-05
Position 614: 4.920742597148246e-05
Position 507: 4.5092578064914656e-05
Position 150: 3.1434224213624274e-05
Position 392: 1.7256019274105856e-05
Position 559: 1.3241844340997802e-05
Position 564: 1.1384345832458423e-05
Position 553: 1.071240865571298e-05
Position 350: 6.2116895653737265e-06
Position 530: 5.363697722490266e-06
Position 1063: 5.288922178292784e-06
Position 693: 4.718120391567119e-06
Position 31: 4.305067188589594e-06
Position 1952: 3.969218187100255e-06
Position 207: 2.373725166385582e-06
Position 9: 2.2379995435324036e-06
Position 868: 1.3169371703970225e-06
Position 3916: 1.276169810013766e-06
Position 1304: 1.2666198152754245e-06
Position 924: 1.1806753470683986e-06
Position 1243: 1.0653381172202024e-06
Position 447: 1.0284701944881358e-06
Position 1500: 8.836707066182289e-07
Position 1320: 8.338943468871144e-07
Position 155: 8.209994784041251e-07
Position 1785: 7.041112964525981e-07
Position 1134: 6.259744488707008e-07
Position 1357: 3.4595960964422813e-07
Position 1573: 1.9834188133515975e-07
Position 1816: 1.9223085626610684e-07
Position 1877: 1.600666013066984e-07
Position 263: 1.5644464349063597e-07
Position 1473: 1.562613331843006e-07
Position 1429: 1.1635260108503969e-07
Position 355: 5.4607055074638043e-08
Position 2153: 3.9848201925085156e-08
Position 360: 3.9646271172310635e-08
Position 996: 3.6606768429655767e-09
Position 528: 2.5453185644019027e-09
Position 301: 5.867210461171317e-10
Position 344: 4.51066043769383e-10
Position 428: 2.177072561585438e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14599: 0.8726466374843119
Position 10047: 0.7114358966586092
Position 1062: 0.4200850211497838
Position 9803: 0.37100350906619567
Position 3378: 0.36156140967734574
Position 12650: 0.35452169830858793
Position 16600: 0.32214270410740303
Position 17414: 0.265205549999836
Position 14782: 0.17973858746999372
Position 14379: 0.16581751957861
Position 17711: 0.16452989131684276
Position 12483: 0.16053384667146875
Position 8665: 0.16002001899214974
Position 14135: 0.07901886551215098
Position 467: 0.06778255818366995
Position 14447: 0.06721316644165425
Position 14871: 0.05607960023359601
Position 17144: 0.054292497690058866
Position 3402: 0.054073084616155016
Position 9945: 0.05302987212441304
Position 14643: 0.04986964435663291
Position 12936: 0.04831320236501452
Position 17772: 0.03874122248045809
Position 13179: 0.03833129116443818
Position 5893: 0.037939107240039224
Position 380: 0.0375160675493982
Position 1137: 0.03567229869295512
Position 17652: 0.03418982741985471
Position 16632: 0.026516958937534092
Position 15427: 0.02384593918748088
Position 1072: 0.022809642105724958
Position 3375: 0.02254085242379136
Position 15856: 0.02176263638572002
Position 1108: 0.019347450384124942
Position 7489: 0.01928007551802232
Position 7340: 0.018946860755775955
Position 15022: 0.01586713434141544
Position 15722: 0.015155051803510896
Position 2617: 0.013189129494539565
Position 15025: 0.01266084961415501
Position 17309: 0.012497746291604895
Position 12084: 0.012157628733984205
Position 14826: 0.01026598135844678
Position 5792: 0.009772194957952566
Position 11611: 0.00962422230886274
Position 4456: 0.009206088372927959
Position 14840: 0.008703610926218457
Position 16542: 0.0080159095716526
Position 3481: 0.007845583235366535
Position 11253: 0.007348406787279812
Position 15451: 0.0069780064127755075
Position 16935: 0.006690536617720401
Position 17640: 0.006477503529442076
Position 5721: 0.005866338152029184
Position 5111: 0.005387433598416073
Position 16959: 0.005293571832920629
Position 2380: 0.004976989518131953
Position 1192: 0.004392323216806955
Position 2049: 0.004208742214738164
Position 3345: 0.003585878537555686
Position 16671: 0.003562493214422186
Position 12889: 0.0034017870411927006
Position 15801: 0.0032669241640656986
Position 17496: 0.0027907672625904043
Position 3125: 0.002707429388739784
Position 4595: 0.0026802581735735106
Position 11526: 0.002169085217444481
Position 14836: 0.0020993885873937966
Position 1111: 0.0018632363935020776
Position 1370: 0.0018449069419867745
Position 2200: 0.0018012657460129626
Position 16097: 0.001727661460362127
Position 15742: 0.0016070891486922468
Position 5166: 0.0016038473923482785
Position 515: 0.0015025950052448855
Position 7255: 0.0014164396425212587
Position 10473: 0.0013306171588029483
Position 4598: 0.0012646318682429736
Position 811: 0.001222126137587682
Position 5178: 0.0011583973916749776
Position 4650: 0.0011107826291709103
Position 14790: 0.0010892399992167023
Position 930: 0.0010558646712448907
Position 2274: 0.0010414420824391944
Position 5086: 0.0009719989842176817
Position 10437: 0.0009132982453812876
Position 4431: 0.0008281491749342092
Position 5650: 0.000824595246642157
Position 16635: 0.0007983823886079711
Position 11101: 0.0007894061043178693
Position 278: 0.0007431226803630515
Position 11172: 0.0007421380990061251
Position 16141: 0.0006583283726051966
Position 2375: 0.0006214830171889919
Position 3735: 0.0006163309914458556
Position 350: 0.000553334540577444
Position 2230: 0.0005380076817297195
Position 382: 0.0004927060701386717
Position 1015: 0.0004839003258764134
Position 15650: 0.00047337215711595036
Position 8861: 0.0004479844239965268
Position 2364: 0.0004269956455545455
Position 3274: 0.0004169828226859121
Position 2015: 0.00038272316747315927
Position 2063: 0.0003823015938831064
Position 14936: 0.0003494528193733947
Position 2661: 0.0003448024196514111
Position 7931: 0.00034297358133197344
Position 2757: 0.00032404783114395075
Position 1304: 0.0003181898303134397
Position 434: 0.0002953319445325301
Position 2894: 0.0002899356452521438
Position 220: 0.00020311052807232146
Position 12289: 0.00019664778318353584
Position 4434: 0.00019363181442512385
Position 15244: 0.00017468601714445628
Position 10409: 0.00016651804546449677
Position 907: 0.00016505887205179473
Position 2334: 0.0001498168470534357
Position 989: 0.00013078520588851597
Position 12461: 0.00010637903752191264
Position 11970: 9.905522669599827e-05
Position 2279: 8.208770293748683e-05
Position 2095: 7.682000785035368e-05
Position 2122: 7.4672684089326e-05
Position 290: 6.717149135614e-05
Position 754: 6.631820405913299e-05
Position 1373: 5.415822632516758e-05
Position 8996: 4.548709378994325e-05
Position 2098: 4.299578561608584e-05
Position 428: 3.449170987774868e-05
Position 409: 3.1413319322573055e-05
Position 3665: 2.788617465302765e-05
Position 11019: 2.3254251526555468e-05
Position 957: 1.876901297364216e-05
Position 1006: 1.7046255206916922e-05
Position 6368: 1.504443675785979e-05
Position 677: 1.3554851051904767e-05
Position 9411: 1.2125488802097866e-05
Position 2589: 1.1702932998597374e-05
Position 634: 1.0841981986261901e-05
Position 2207: 1.0664758121087334e-05
Position 729: 1.0222970763489052e-05
Position 9210: 1.0160918592397791e-05
Position 7402: 8.384976509998847e-06
Position 4691: 7.95118794671274e-06
Position 1483: 7.946875597240131e-06
Position 650: 7.377807550429071e-06
Position 130: 6.8025749938631115e-06
Position 581: 5.951956642049176e-06
Position 1480: 4.842316642187753e-06
Position 519: 4.377661448500079e-06
Position 1784: 3.878601495608322e-06
Position 760: 3.6033015623906463e-06
Position 263: 3.3973810734477545e-06
Position 6389: 3.0051186106387266e-06
Position 585: 2.4759059104000015e-06
Position 425: 2.4322864699554586e-06
Position 537: 2.1562528774492985e-06
Position 259: 1.8841411623081257e-06
Position 525: 1.7389307634383752e-06
Position 559: 1.7206475287512049e-06
Position 500: 1.5118804189920613e-06
Position 821: 1.3977025844414874e-06
Position 824: 1.3901355674719399e-06
Position 246: 8.513460933602394e-07
Position 257: 8.256635610308998e-07
Position 414: 7.52304651289175e-07
Position 480: 6.77465949282221e-07
Position 475: 5.901920122447074e-07
Position 1201: 5.596710836931804e-07
Position 542: 4.4285088797393395e-07
Position 852: 4.3546551833499207e-07
Position 1117: 4.080899653218448e-07
Position 574: 3.3471141824836326e-07
Position 1088: 3.304381600252555e-07
Position 490: 3.2904266350221866e-07
Position 1800: 3.280010337296876e-07
Position 506: 3.155909050004973e-07
Position 1638: 3.079363814359353e-07
