Gene = OSCP1
index = 987
Annotated 5SS: [  194 11696 18030 18650 27089 27684 28302 29976 31461]
Annotated 3SS: [11540 17861 18568 26984 27554 28231 29835 31396 32195]
SMsplice 5SS: [  194 11696 18030 18650 25711 27684 28302]
SMsplice 3SS: [11540 17921 18568 25649 27554 28231 32195]
top_k =  1000
Partition function (log Z): 2.7036126093735136

Sorted 5' Splice Sites (High to Low Probability):
Position 11696: 0.9987719857025605
Position 18650: 0.9761565954032049
Position 18030: 0.9722752354841053
Position 28302: 0.8556574008255331
Position 194: 0.8062056917284953
Position 27684: 0.6114924239955704
Position 25711: 0.5470464546241743
Position 9633: 0.5069106467847232
Position 2639: 0.38596741618601216
Position 8009: 0.28790445392871844
Position 31461: 0.24300187886840882
Position 29976: 0.22873801760589565
Position 27089: 0.20319731239667305
Position 17614: 0.19538522507305664
Position 88: 0.19352828608863323
Position 6554: 0.17039949438659455
Position 31797: 0.16144651795014786
Position 13393: 0.15726355259113178
Position 25765: 0.1347178379313189
Position 16831: 0.08895051087067432
Position 18965: 0.08803695068690942
Position 6448: 0.08486759340548021
Position 10193: 0.08068785092723796
Position 25866: 0.0723818025453509
Position 18186: 0.07193093256603764
Position 18510: 0.061617106997747806
Position 17589: 0.06053549155287284
Position 26985: 0.05576899797037529
Position 16894: 0.054642671867083534
Position 27572: 0.05336061853990161
Position 19040: 0.05273066991399391
Position 27635: 0.05198901504004047
Position 28370: 0.051480116372699156
Position 6343: 0.04996644631181078
Position 11258: 0.04727238629990461
Position 3061: 0.045486621069283605
Position 16877: 0.04433617052598929
Position 6757: 0.043885493415775294
Position 9999: 0.041276149346073716
Position 32082: 0.03556667572049739
Position 19363: 0.03330348731225698
Position 17266: 0.03163897881601917
Position 16399: 0.029148647794083327
Position 13424: 0.028554790075917005
Position 5675: 0.028268828298296002
Position 31649: 0.02776950618341887
Position 2169: 0.026921986942284242
Position 9932: 0.02680514147569201
Position 21259: 0.026111691058798254
Position 16819: 0.020686437370257313
Position 9475: 0.02006183493363209
Position 16758: 0.02005009680118634
Position 18379: 0.019789244202589432
Position 28232: 0.019752879001785156
Position 26024: 0.019073852280560435
Position 9855: 0.01834118126563736
Position 12734: 0.01673909352319568
Position 2324: 0.016536761005771273
Position 9442: 0.01652793172964693
Position 19548: 0.016144696586780617
Position 18338: 0.014907222159770795
Position 18865: 0.014070508031189762
Position 8563: 0.013119180901427203
Position 2846: 0.011901579763028585
Position 2779: 0.011193659774333195
Position 10422: 0.010992417446336267
Position 3732: 0.010178858884309357
Position 10216: 0.008857729940273815
Position 9539: 0.008196876961445521
Position 21002: 0.007401291137369816
Position 9737: 0.0072308735985923125
Position 17774: 0.0067440872972110155
Position 6491: 0.006357896125566413
Position 9556: 0.006117253450799752
Position 30897: 0.0060983630198068245
Position 11193: 0.005642196223664488
Position 20258: 0.0053348061631559055
Position 21012: 0.005157530323185168
Position 18748: 0.004934387359926497
Position 9358: 0.0042527689641855375
Position 4917: 0.0038463824562159
Position 10825: 0.003748295903883863
Position 18097: 0.003496173012082963
Position 6195: 0.003301396105425951
Position 11094: 0.00329315781210443
Position 18710: 0.00319667415372599
Position 19598: 0.0029947636806900873
Position 9421: 0.0027689343966737735
Position 19566: 0.0027278043021965502
Position 4180: 0.002462878476311212
Position 16213: 0.002419882564312306
Position 7748: 0.002289824640395518
Position 18997: 0.0017119282681134467
Position 900: 0.001644619071076172
Position 21174: 0.0014899214740932702
Position 458: 0.001451745485496922
Position 2665: 0.001417379380157443
Position 29318: 0.0013039996865693
Position 21073: 0.001252804066213834
Position 30815: 0.001201668481495713
Position 30243: 0.0011731993461122302
Position 6311: 0.0011179608367041874
Position 16033: 0.0011143735057639959
Position 3057: 0.0010956902392673048
Position 8302: 0.0010640022381778027
Position 9324: 0.0009968882663263067
Position 30956: 0.0009897115829777482
Position 30747: 0.0009524228679431133
Position 17630: 0.0009274983451316353
Position 8981: 0.0008141041146785919
Position 18386: 0.0008138045494617882
Position 29565: 0.0007023670886658634
Position 14619: 0.0006276218902633461
Position 2858: 0.0006093694116342414
Position 29614: 0.0006044021419998367
Position 5866: 0.0005835979814875505
Position 4198: 0.0005511235236347867
Position 84: 0.00044901570108418407
Position 2197: 0.0003874997729776323
Position 29046: 0.0003628575401855887
Position 12537: 0.00036052644904011126
Position 924: 0.0003404757047963908
Position 13417: 0.0003122781173104756
Position 415: 0.00030879588713204556
Position 18766: 0.0002772668675260196
Position 877: 0.00027162070422175896
Position 1334: 0.0002546782064148878
Position 2173: 0.0002102967838974369
Position 2291: 0.0001781934672591306
Position 13697: 0.0001732751998512972
Position 28888: 0.00016719334450769496
Position 29431: 0.000164672508123038
Position 2424: 0.0001594480942160681
Position 576: 0.00015629370485607303
Position 1736: 0.00014134626680028609
Position 2354: 0.0001391939820964955
Position 9992: 0.0001376576220368089
Position 1718: 0.00011206452973516867
Position 2144: 9.765315099313917e-05
Position 18066: 9.118821618761217e-05
Position 18191: 9.001537999226e-05
Position 499: 7.589752986148297e-05
Position 18986: 6.618830735484043e-05
Position 5320: 6.132528077525466e-05
Position 1239: 5.4394663559354505e-05
Position 16864: 5.014177608165901e-05
Position 724: 4.51701874008417e-05
Position 2407: 3.9208820792263056e-05
Position 18654: 3.4355308084681016e-05
Position 2589: 2.9768777475615098e-05
Position 1714: 2.908820936649055e-05
Position 972: 2.3767058672113257e-05
Position 20295: 1.5774031950143908e-05
Position 3065: 1.456722931735796e-05
Position 927: 1.0677453622932756e-05
Position 3323: 9.634463506242027e-06
Position 1403: 7.70489254790291e-06
Position 1405: 7.295525379738523e-06
Position 1722: 5.5357744814785275e-06
Position 526: 5.191078590897548e-06
Position 18690: 5.099118021097298e-06
Position 2289: 4.816264284322335e-06
Position 2375: 4.51012886901193e-06
Position 1349: 4.137883213938804e-06
Position 1925: 4.006819344895604e-06
Position 2351: 4.0057660387507555e-06
Position 1279: 3.903472255564501e-06
Position 1401: 3.7406956585198167e-06
Position 2725: 3.5574514871444468e-06
Position 1886: 3.0618074784633697e-06
Position 2400: 2.9306090717269765e-06
Position 778: 2.805396000082527e-06
Position 2678: 1.7583171289514387e-06
Position 3171: 1.6501501815010754e-06
Position 2893: 9.173192026564647e-07
Position 5597: 8.011557386903275e-07
Position 3184: 6.237216466589904e-07
Position 2768: 5.075488866193145e-07
Position 3543: 4.6033432882214285e-07
Position 2655: 3.719148989537429e-07
Position 3820: 2.2941051787190976e-07
Position 3709: 1.3694822142436859e-07
Position 4704: 1.1182932392017728e-07
Position 3679: 1.1062490141953306e-07
Position 3743: 1.0392276333944007e-07
Position 4230: 6.273985013828216e-08
Position 4969: 6.014947416620912e-08
Position 70: 4.2120189231234945e-08
Position 61: 6.7706507735055185e-09
Position 1512: 3.801391645809485e-09
Position 2007: 2.461010076944005e-09
Position 1730: 2.0135430447653027e-09
Position 624: 1.0374911968870434e-09
Position 403: 9.653218549284332e-10
Position 860: 6.970434556383064e-10
Position 649: 4.970805619932316e-10
Position 469: 1.5491251255001973e-10
Position 352: 1.165431508581437e-10
Position 478: 1.1222767287275018e-10
Position 544: 9.103677138859064e-11
Position 486: 3.542710255282063e-11
Position 505: 1.520282121779302e-11
Position 889: 1.2108270570294864e-11
Position 692: 3.0561425581420682e-12
Position 651: 1.3291654002669409e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11540: 0.9808224286895354
Position 32195: 0.8862108219905537
Position 18568: 0.8181406003704692
Position 28231: 0.7697596847606714
Position 25649: 0.7529564899245412
Position 17921: 0.6982178410126013
Position 27554: 0.6213861031720996
Position 2563: 0.3948027655212163
Position 9323: 0.3337225997157249
Position 17861: 0.2629688537226232
Position 17540: 0.25757143625537676
Position 6417: 0.23136594417131223
Position 9320: 0.2288168605653993
Position 16657: 0.21699400319201503
Position 29835: 0.20490098785801755
Position 31396: 0.18428254136304872
Position 13291: 0.1739156313029631
Position 26984: 0.17022532916346966
Position 7868: 0.1652743360577778
Position 18590: 0.16400099148264574
Position 18906: 0.13753944816460068
Position 31531: 0.13335425268219114
Position 28113: 0.13144103083151337
Position 7884: 0.1148355458771057
Position 27480: 0.0960565193498501
Position 10095: 0.09045841969858712
Position 9788: 0.08650812725848726
Position 6256: 0.06767186635737792
Position 26925: 0.06406784565146853
Position 31698: 0.060670699771299984
Position 18096: 0.05959118264852497
Position 2804: 0.05654976463025811
Position 31116: 0.0522040302751932
Position 32081: 0.05064097354577539
Position 10974: 0.042202473728104754
Position 19266: 0.03694563051501374
Position 32049: 0.03440958057405308
Position 2125: 0.03200277851406615
Position 6711: 0.030578350660530898
Position 17157: 0.028008772711542073
Position 18153: 0.02738867352404325
Position 5592: 0.02693148801288551
Position 28143: 0.02403766495303787
Position 18452: 0.02381223004745919
Position 18449: 0.023755692705053785
Position 21072: 0.023009134301592734
Position 25848: 0.021797802695185376
Position 29888: 0.02053684280913773
Position 17996: 0.019918673912363686
Position 18288: 0.01782880189327214
Position 26887: 0.01565776138277978
Position 20955: 0.014068932540014557
Position 10950: 0.014005266607568762
Position 31974: 0.013972700702671877
Position 31551: 0.013490340150639674
Position 16281: 0.01284343153837868
Position 16342: 0.012782882024790906
Position 12668: 0.012666681920073468
Position 6184: 0.012235008931025039
Position 30673: 0.011279624351118716
Position 11574: 0.011109501167183901
Position 9294: 0.01037709546783861
Position 3649: 0.010179185629921763
Position 10215: 0.010079578615260976
Position 16797: 0.00968388042929942
Position 27002: 0.009192986165167866
Position 19393: 0.008544951707756468
Position 2080: 0.008435507302054722
Position 29866: 0.007985733176183358
Position 18328: 0.007720831771344747
Position 8227: 0.007586348449989236
Position 13262: 0.007106415108814122
Position 30955: 0.0068481343198061265
Position 11403: 0.006840055845841076
Position 6105: 0.0067458771029605125
Position 17586: 0.006519868659802274
Position 19428: 0.006330649303571157
Position 31239: 0.005425792674345817
Position 6621: 0.004635656522736171
Position 7588: 0.004576770209305748
Position 18787: 0.004122600472363265
Position 8441: 0.004095737104525016
Position 10643: 0.0037117421928957025
Position 4839: 0.003632396341199542
Position 17076: 0.0036302061044770828
Position 12597: 0.0035548461823105893
Position 7541: 0.003461052164133477
Position 28058: 0.0033292873833019316
Position 6490: 0.0032674303630084766
Position 32342: 0.003233648627948091
Position 18764: 0.0032315332204568285
Position 29262: 0.003090224843029863
Position 3892: 0.002981461692734357
Position 16364: 0.0029748481632676026
