Gene = RCSD1
index = 1126
Annotated 5SS: [  337 53909 55418 60028 64210 67750]
Annotated 3SS: [53806 55327 59955 64005 67005 74570]
SMsplice 5SS: [  337 13907 53909 55418 60028 64210]
SMsplice 3SS: [13803 53806 55327 59955 64005 74570]
top_k =  1000
Partition function (log Z): -38.56888611570811

Sorted 5' Splice Sites (High to Low Probability):
Position 13907: 0.8019556669586593
Position 337: 0.5057746334263602
Position 554: 0.4107600828198233
Position 13027: 0.3987033332613912
Position 10418: 0.38317353687260225
Position 372: 0.30734112188087087
Position 3714: 0.22405797450268075
Position 8350: 0.14359398543984964
Position 298: 0.13930891874916704
Position 3289: 0.09018364120180367
Position 15609: 0.07569263182947739
Position 12960: 0.0727982888442119
Position 8555: 0.032746469035190136
Position 8202: 0.021902198229793265
Position 16218: 0.020251907637078473
Position 3362: 0.01710669296511473
Position 3303: 0.012860296267325079
Position 1001: 0.00849946518890461
Position 550: 0.003736780160212978
Position 4451: 0.0036958159853147914
Position 3740: 0.003479321972550796
Position 923: 0.0023882382059624337
Position 274: 0.002096934987028462
Position 1947: 0.0014918893180757347
Position 7851: 0.0014864275552908532
Position 3444: 0.0014632119852291002
Position 381: 0.0009228378549427021
Position 1068: 0.0008810315700186566
Position 24: 0.0006057260614533165
Position 3294: 0.0005660304320894348
Position 4502: 0.0004402721689682323
Position 4415: 0.00040455239817817405
Position 536: 0.0003705405562103477
Position 5502: 0.00036398794544102297
Position 3285: 0.00025456360762927477
Position 379: 4.084969636280503e-05
Position 797: 2.2274963469097642e-05
Position 42: 1.9965735640026928e-05
Position 3954: 1.8722769671342442e-05
Position 4: 1.7376886911151666e-05
Position 603: 7.793044621818276e-06
Position 314: 4.380477346694081e-06
Position 30: 4.292772729572995e-06
Position 793: 3.509907716690833e-06
Position 63: 3.346841879489876e-06
Position 746: 2.1063195430108013e-06
Position 677: 1.7543896674315362e-06
Position 516: 1.6301191872919342e-06
Position 302: 1.4306353577134183e-06
Position 3856: 8.59273806348672e-07
Position 217: 6.257932569249746e-07
Position 3697: 5.193695225175393e-07
Position 2266: 4.38770991149655e-07
Position 1264: 4.0057009547724914e-07
Position 3633: 3.0754870783696733e-07
Position 3616: 2.884746121358699e-07
Position 801: 8.386384199799831e-08
Position 866: 2.679497178343046e-08
Position 475: 2.484133526189375e-08
Position 877: 1.6371926775818926e-08
Position 169: 9.025971561491105e-09
Position 689: 2.9702535888080053e-09
Position 1315: 1.5159352854725993e-09
Position 993: 2.937233713721671e-10
Position 666: 3.0657756359816387e-12
Position 661: 2.1482972571002866e-12
Position 136: 1.891783438449041e-12
Position 509: 2.5024349493040303e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13803: 0.8508120720295378
Position 12927: 0.39737620572277343
Position 10317: 0.3870196899691178
Position 457: 0.35004497906455956
Position 16051: 0.23994836053238144
Position 21092: 0.14235758177839636
Position 8296: 0.14137106202776364
Position 18036: 0.1309311531127225
Position 3555: 0.11339844050116614
Position 16642: 0.09635111446341714
Position 15524: 0.0936336814137995
Position 12750: 0.09142166163963467
Position 20300: 0.07107859648780612
Position 14138: 0.06302270046192976
Position 3143: 0.06262344051448487
Position 15163: 0.05556119361300411
Position 3577: 0.052996142599606846
Position 8447: 0.04117320275812412
Position 3223: 0.04107802344638609
Position 8116: 0.03388654038389068
Position 19433: 0.031834656061768093
Position 3619: 0.027303133270800105
Position 16537: 0.02160989221071101
Position 3616: 0.015921855528715632
Position 3517: 0.012220030477507764
Position 460: 0.010852324976464994
Position 13418: 0.009481586509797111
Position 4046: 0.009242789588155269
Position 11958: 0.00823583556471654
Position 429: 0.006612759526122815
Position 8693: 0.005094000244572577
Position 3160: 0.004827895073087583
Position 422: 0.004224467089622009
Position 3091: 0.004211033808854559
Position 866: 0.004030795689235893
Position 3003: 0.003820252225228645
Position 4402: 0.0036449371576948884
Position 3207: 0.003545968281498736
Position 3582: 0.0033072918591349146
Position 3557: 0.003089064179367067
Position 6516: 0.003056949892672802
Position 16454: 0.0029836057393753893
Position 9444: 0.0023643275816441125
Position 8426: 0.002331055917951249
Position 3045: 0.0022173204896059344
Position 11145: 0.00217936819406603
Position 986: 0.001995401579745901
Position 9420: 0.001951730785541129
Position 7705: 0.0018950012265792151
Position 10977: 0.0018921683143285051
Position 910: 0.0011194430190674398
Position 10501: 0.001055182263829965
Position 8757: 0.0009769749167367746
Position 6541: 0.0008966173556461741
Position 13385: 0.0007518774469088225
Position 13196: 0.0007368872766962101
Position 927: 0.0006571457088643904
Position 526: 0.0005644525293944267
Position 149: 0.0005566821353474902
Position 1829: 0.0004919083842783074
Position 7781: 0.0004907589016751663
Position 826: 0.00048744634684425654
Position 504: 0.00045607124886552444
Position 1021: 0.00043404487753253765
Position 1416: 0.00042494235652790213
Position 4341: 0.000398094642649391
Position 9794: 0.000392634607182778
Position 837: 0.0003923511757983901
Position 5280: 0.00036969876005023175
Position 9858: 0.00035414370157119146
Position 2949: 0.0003357390417857362
Position 739: 0.0003299616379384003
Position 958: 0.00030571285080632283
Position 2308: 0.0002888530666494982
Position 8597: 0.0002792187734100925
Position 701: 0.0002652395115895415
Position 5697: 0.0002502258964915816
Position 4338: 0.00024996892171159473
Position 4652: 0.00024874974419203687
Position 3756: 0.0002460350782070459
Position 3739: 0.00020839005070539523
Position 1902: 0.00020647083062718337
Position 7437: 0.0002052973493321084
Position 1778: 0.00019695764527608595
Position 4220: 0.00018519608403685928
Position 4824: 0.0001845852083187309
Position 4405: 0.00017741662090353937
Position 4984: 0.00017532467345281376
Position 1835: 0.00017198172920910725
Position 1756: 0.0001575345223258924
Position 4944: 0.00015541448369702272
Position 4306: 0.00015487951715350016
Position 5872: 0.00015107434214367357
Position 5433: 0.00014215449187922701
Position 2356: 0.0001260726018317676
Position 5901: 0.0001227319354957904
Position 3021: 0.00011792018527345411
Position 5057: 0.00011015834284534669
Position 1366: 0.00010583999089351127
Position 1737: 0.00010078620462551714
Position 4763: 9.295633260025904e-05
Position 1486: 9.190141387919298e-05
Position 1308: 8.868519519872364e-05
Position 4070: 8.556534308537898e-05
Position 2219: 7.538590636007744e-05
Position 2151: 7.233451269271679e-05
Position 5362: 6.98907819980474e-05
Position 1850: 6.38149567578975e-05
Position 1670: 5.337005948068516e-05
Position 5984: 5.094228193821343e-05
Position 1712: 4.8161994998870373e-05
Position 717: 4.745243877360618e-05
Position 2335: 4.276259939921671e-05
Position 5404: 3.7775402921591745e-05
Position 1862: 3.521197657254447e-05
Position 4705: 3.165659299710666e-05
Position 783: 3.0214567650442106e-05
Position 1287: 2.8579855496997294e-05
Position 5390: 2.8019330612852396e-05
Position 1576: 2.6592110983155048e-05
Position 2168: 2.4982474187735033e-05
Position 4609: 2.465830874835479e-05
Position 3734: 2.4514886739741147e-05
Position 5418: 2.3942083416565595e-05
Position 1783: 2.350746743532606e-05
Position 229: 2.3384353272850313e-05
Position 2602: 2.2204587833874977e-05
Position 4361: 2.182674799064964e-05
Position 1000: 2.178679441235734e-05
Position 1801: 2.1420891112646782e-05
Position 1716: 1.99511115873242e-05
Position 763: 1.8359009719573553e-05
Position 169: 1.8026773707037396e-05
Position 1102: 1.637933168303847e-05
Position 1436: 1.2734225882198288e-05
Position 741: 1.0238060787804287e-05
Position 714: 1.0113055286939064e-05
Position 1412: 9.584458815903898e-06
Position 2001: 7.584827105663217e-06
Position 1105: 6.895170849699469e-06
Position 1656: 5.015924993286969e-06
Position 2605: 4.094357224017589e-06
Position 778: 3.936085612921915e-06
Position 2224: 3.614274348823508e-06
Position 312: 1.3645080075351075e-06
Position 1809: 1.2362423389574066e-06
Position 2955: 6.545163783107662e-07
Position 4303: 6.102053517410913e-07
Position 177: 5.258771543087821e-07
Position 376: 4.5129625610803555e-07
Position 671: 1.5741973446869933e-07
Position 615: 6.734818326206973e-08
Position 721: 5.668322247583338e-08
Position 661: 5.376263710152128e-08
Position 724: 4.381824572853545e-08
Position 665: 3.849759781386175e-08
Position 676: 2.8121834563669445e-08
Position 1780: 2.778129177494605e-08
Position 187: 2.7417049136136352e-08
Position 356: 2.1714928171281434e-08
Position 755: 1.6659797955904858e-08
Position 342: 1.4450507314441222e-08
Position 1031: 8.832342326468197e-09
Position 314: 7.111915092073753e-09
Position 327: 2.018367234970296e-09
Position 253: 1.911043099310658e-09
Position 757: 1.8341989337317835e-09
Position 841: 1.6988079198232093e-09
Position 294: 1.5717457248769153e-09
Position 336: 1.3537215510443414e-09
Position 369: 1.1934750237139579e-09
Position 594: 9.746018635163524e-10
Position 846: 7.151143635163486e-10
Position 352: 5.0032131219508e-10
Position 543: 4.727696801832788e-10
Position 265: 4.4762370566924827e-10
Position 839: 4.197066002066794e-10
Position 182: 3.1912683096834545e-10
Position 258: 2.966855243006746e-10
Position 1155: 1.3035846670275206e-10
Position 1198: 1.0220906843521894e-10
Position 596: 5.991380325221371e-11
Position 1255: 3.5071084962551725e-11
Position 1238: 3.2847668400942385e-11
Position 1263: 2.3533007397122962e-11
Position 558: 2.090374620626255e-11
Position 1185: 1.8779950635068005e-11
Position 1067: 1.8641701781132075e-11
Position 278: 1.5074804846008242e-11
Position 563: 5.490534942874161e-13
Position 570: 4.348321433069348e-13
Position 583: 1.7825396270990144e-13
Position 576: 9.764104128650095e-19
Position 578: 7.87546234608596e-19
Position 572: 2.018969986492252e-19
