Gene = NDUFAF2
index = 926
Annotated 5SS: [   254 128086 153904]
Annotated 3SS: [127995 153862 207574]
SMsplice 5SS: [   254  11857  28484  47956  51836  55348 128086 153904 155599]
SMsplice 3SS: [ 11752  28313  47735  51764  55191 127995 153862 155469 196751]
top_k =  1000
Partition function (log Z): -102.6208443212564

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.7693810495272255
Position 1977: 0.6568133071746216
Position 11857: 0.35491647123962977
Position 7157: 0.3172758642434513
Position 300: 0.154788713884089
Position 6810: 0.0950880922117917
Position 6419: 0.08518514816814743
Position 3828: 0.06846376915797298
Position 6775: 0.04098961128595513
Position 6581: 0.04041320535619837
Position 285: 0.03888634095469751
Position 3823: 0.0342003849455953
Position 4438: 0.021369666157307243
Position 830: 0.01451115898936406
Position 6044: 0.011340712039807492
Position 259: 0.010498781411552227
Position 3856: 0.00989876684951417
Position 4877: 0.008864455821137693
Position 3638: 0.006661132941271128
Position 7333: 0.0064145447435294475
Position 3860: 0.006404233171485494
Position 131: 0.005852647246699545
Position 49: 0.005691376702386776
Position 5001: 0.0038630747790104054
Position 319: 0.003398110674443613
Position 1998: 0.0029928441508622777
Position 465: 0.002671443943043548
Position 2406: 0.002313054617614548
Position 7895: 0.0021677213953126212
Position 6549: 0.0018389136113717173
Position 9662: 0.0015333932621498497
Position 4873: 0.0010245601420124397
Position 304: 0.0007313374672910074
Position 3538: 0.00046284286590562616
Position 1479: 0.0003637094144905103
Position 2310: 0.00036329621838541905
Position 3870: 0.0002962963859249171
Position 5807: 0.00029538743613507693
Position 193: 0.0002443168687173897
Position 58: 0.00021268173788578572
Position 2174: 0.000186951451251629
Position 6689: 0.00014632876567006222
Position 1181: 0.00013227271917564694
Position 3218: 0.00011002683568841263
Position 3186: 9.450745302346052e-05
Position 1444: 5.562961120447168e-05
Position 2456: 2.4764870179922156e-05
Position 2209: 1.9508091936918006e-05
Position 1483: 6.061594301336915e-06
Position 89: 5.498135471125252e-06
Position 3363: 3.225368747149137e-06
Position 181: 2.9100975622551235e-06
Position 267: 1.7673330336498863e-06
Position 289: 1.4988623660385576e-06
Position 135: 1.400881102677317e-06
Position 834: 8.647948011643308e-07
Position 2900: 8.163481539798706e-07
Position 1073: 6.883065443300901e-07
Position 118: 6.364384302603968e-07
Position 526: 5.226136011021041e-07
Position 667: 4.308929359809526e-07
Position 237: 2.8591118780470884e-07
Position 385: 2.750747987732446e-07
Position 979: 2.131495444394029e-07
Position 613: 1.607537869667938e-07
Position 1207: 1.5970328165536276e-07
Position 2219: 1.2789442344965318e-07
Position 2622: 1.255428931599794e-07
