Gene = MTMR14
index = 892
Annotated 5SS: [  281  4308 12914 19333 20031 21709 23297 27926 28597 33783 35209 35503
 35786 38430 39293 39621 40682 48405]
Annotated 3SS: [ 4158 12804 19256 19969 21585 23222 27854 28521 33715 35122 35425 35748
 38358 39233 39481 40501 48248 52327]
SMsplice 5SS: [  281  1068  4308 10348 10593 12914 21709 23297 24521 27926 28597 33783
 35503 38430 39293 39621 40682 48405]
SMsplice 3SS: [  991  4158 10217 10434 12804 21585 23222 24436 27854 28521 33715 35425
 38358 39233 39481 40501 48248 52327]
top_k =  1000
Partition function (log Z): 25.958449754539885

Sorted 5' Splice Sites (High to Low Probability):
Position 12914: 0.9987913859339873
Position 35503: 0.995046673551027
Position 4308: 0.9795818839198194
Position 10593: 0.9698225772783721
Position 21709: 0.9603104054241423
Position 38430: 0.9408471799185554
Position 40682: 0.9082532030178853
Position 39621: 0.8896257983625806
Position 27926: 0.8854410822588382
Position 281: 0.8838848595891328
Position 23297: 0.8731846131409393
Position 28597: 0.8559535493258494
Position 33783: 0.825216452588028
Position 1068: 0.8007322463357888
Position 10348: 0.6906861264625546
Position 39293: 0.6721672116652683
Position 11978: 0.6619112977476094
Position 35786: 0.5608635737411095
Position 48310: 0.5134794275112212
Position 48405: 0.47685117799105026
Position 24521: 0.4369449126180927
Position 7865: 0.38065839257090034
Position 26210: 0.3797839428375181
Position 48749: 0.36818904244299566
Position 44344: 0.2788525916984348
Position 24556: 0.26664389991207443
Position 30116: 0.2608315096820634
Position 28388: 0.2503082519041673
Position 28397: 0.2062912748135837
Position 41218: 0.18532679376799197
Position 46542: 0.1781106149512755
Position 30102: 0.15553936842181112
Position 48458: 0.14517595124215982
Position 4058: 0.1289716186088648
Position 31805: 0.12487883059397718
Position 35209: 0.11806443706015263
Position 48551: 0.11678419404710226
Position 20031: 0.11108321641253507
Position 44872: 0.10968480061434789
Position 42857: 0.10454725211502666
Position 5392: 0.10088739026287016
Position 13238: 0.09713988319768212
Position 293: 0.08729879467835941
Position 35680: 0.07701074658595286
Position 33855: 0.07620877541590879
Position 36019: 0.07527320597125918
Position 46628: 0.07254297065446988
Position 37123: 0.07005860486718787
Position 1783: 0.06217500849674547
Position 8706: 0.059493509572772454
Position 13677: 0.0591695901358629
Position 45382: 0.05859642834921803
Position 19028: 0.04591035667221173
Position 36512: 0.04296068054017424
Position 49184: 0.042381311022931654
Position 38710: 0.0414351549351668
Position 31317: 0.03716398948231059
Position 25997: 0.034313333048939104
Position 21692: 0.03410055504226682
Position 19333: 0.032225973377408394
Position 40601: 0.03108658848984915
Position 18340: 0.03012584347975777
Position 21539: 0.029477479167541613
Position 36397: 0.029174202742914195
Position 48639: 0.027881480408793954
Position 21072: 0.0274873268656525
Position 24489: 0.02696994865995758
Position 11487: 0.025911150871521637
