Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  1000
Partition function (log Z): 11.050899465020118

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.9921236401404119
Position 5699: 0.9532347338120115
Position 4008: 0.9289323420845346
Position 4517: 0.9236438723065732
Position 4207: 0.7802168808070913
Position 108: 0.4918499253788621
Position 5168: 0.46424919572349904
Position 27: 0.4214088093758776
Position 1570: 0.28957618068646435
Position 1870: 0.2423483160749883
Position 7044: 0.20705045306202582
Position 4325: 0.17607450871309172
Position 5901: 0.12335662018717027
Position 7211: 0.08537621043288461
Position 5905: 0.08091493057241156
Position 1915: 0.059168126847744015
Position 1020: 0.05464215694047779
Position 2647: 0.045318581433347944
Position 7034: 0.045197159510273144
Position 5133: 0.04493915171899825
Position 8062: 0.04210584103418612
Position 3785: 0.03857581329565146
Position 370: 0.034143368778057084
Position 5679: 0.03288589109074958
Position 6174: 0.032483547669469495
Position 5443: 0.03169453420246946
Position 7671: 0.027704553275200598
Position 4132: 0.02418248660906392
Position 7911: 0.022048449034930622
Position 8021: 0.019430600884028773
Position 5434: 0.01844771505757508
Position 5997: 0.018156269822724815
Position 2006: 0.01807320995477498
Position 3423: 0.016759222593071096
Position 2930: 0.016735709307309356
Position 7724: 0.01634319443865121
Position 961: 0.015378797502006741
Position 77: 0.014670498301608362
Position 8365: 0.014278809253587604
Position 5921: 0.013531148339079533
Position 833: 0.013490476678261915
Position 4223: 0.012213299321819757
Position 3216: 0.011433991964733348
Position 530: 0.009257851368479848
Position 1193: 0.009190995390553536
Position 8661: 0.009179131326971032
Position 5070: 0.008874563384044777
Position 6060: 0.008816378277743854
Position 4045: 0.00866210348909556
Position 8498: 0.008648710446559377
Position 2719: 0.008219713324506613
Position 4035: 0.008203502872067935
Position 759: 0.007281156539214791
Position 7747: 0.006492295061488747
Position 7021: 0.006352627468839067
Position 7071: 0.005468160726712359
Position 7915: 0.005303168787992557
Position 7258: 0.005288876475635
Position 2246: 0.0051671163655025104
Position 1404: 0.004526734671875379
Position 4787: 0.004424323081115889
Position 2791: 0.004391355594580539
Position 2678: 0.0036591038838017145
Position 1575: 0.0036495710504150882
Position 4949: 0.0029698372127346644
