Gene = FAM120AOS
index = 523
Annotated 5SS: [1446 3114]
Annotated 3SS: [2992 5894]
SMsplice 5SS: [ 853 3114]
SMsplice 3SS: [2992 5894]
top_k =  1000
Partition function (log Z): -11.450856224833455

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.7512560799716086
Position 1702: 0.32335008365935053
Position 1446: 0.2934514320990308
Position 6335: 0.12015815977178983
Position 321: 0.11362479361814466
Position 5789: 0.08456877373999425
Position 3105: 0.07400540421201125
Position 6045: 0.06561798321800288
Position 3076: 0.04194148068259728
Position 769: 0.020376237892983446
Position 366: 0.01979737561899984
Position 3906: 0.01039424872261971
Position 3310: 0.0057677106588597945
Position 2592: 0.005644976351172447
Position 5224: 0.005062428747940684
Position 207: 0.004056156230038135
Position 2505: 0.0034481909730699613
Position 228: 0.002771086475176746
Position 5463: 0.002644221538256385
Position 254: 0.0026000048684279515
Position 6685: 0.002003881286268539
Position 2598: 0.0019286770351307578
Position 3695: 0.0015077436118060346
Position 2851: 0.001393726823896494
Position 212: 0.0013445953143416233
Position 3176: 0.0012688143067452187
Position 5409: 0.0012367470335054131
Position 551: 0.001179609446041781
Position 3954: 0.001067359621373736
Position 3118: 0.0010400430281979314
Position 543: 0.0010115186794049382
Position 1156: 0.0009829653834107128
Position 3198: 0.000715236599954964
Position 3453: 0.0005822996500882301
Position 2161: 0.0005723728198003475
Position 262: 0.0005222489305428767
Position 2648: 0.0003991781581176696
Position 128: 0.00036313409295374744
Position 1733: 0.00026489927032865174
Position 4737: 0.0002556227270710075
Position 1285: 0.0002503360899858683
Position 639: 0.00024182321092050955
Position 1239: 0.00021810550510590563
Position 2262: 0.00019224635111480807
Position 421: 0.0001716727133946453
Position 5177: 0.00014355460343939877
Position 2797: 0.0001319158981141317
Position 3167: 0.00012672273731321356
Position 936: 8.205081181383029e-05
Position 1458: 7.966166680334035e-05
Position 130: 7.591527297592299e-05
Position 2704: 7.529607777884336e-05
Position 348: 6.972005539050023e-05
Position 1512: 5.798007105369719e-05
Position 833: 5.791005006020562e-05
Position 1485: 4.860485876208052e-05
Position 243: 4.660605189394689e-05
Position 846: 3.905518742585517e-05
Position 601: 2.98658257504515e-05
Position 505: 2.753728479414908e-05
Position 90: 2.743606210020121e-05
Position 2344: 2.701041730478838e-05
Position 103: 2.320926853561218e-05
Position 2788: 1.9742589115169718e-05
Position 1489: 1.8160762855006614e-05
Position 962: 1.672992256408367e-05
Position 409: 1.5620342981735935e-05
Position 5414: 1.4924094283654887e-05
Position 669: 1.3580406826168707e-05
Position 4296: 1.285403715994994e-05
Position 42: 1.1106663032271544e-05
Position 857: 1.0365405247340286e-05
Position 510: 1.029087951865712e-05
Position 3405: 5.917994672335351e-06
Position 1172: 5.2650754389796485e-06
Position 2822: 4.4820679492825155e-06
Position 278: 1.7233851028842978e-06
Position 424: 7.287162763980231e-07
Position 383: 6.11452390308508e-07
