Gene = ZMPSTE24
index = 1603
Annotated 5SS: [  288  2879  9766 10429 12021 13929 23421 27923 32891]
Annotated 3SS: [ 2731  9678 10311 11867 13786 23235 27817 32746 34337]
SMsplice 5SS: [  288  2879  9151  9401  9766 10429 12021 13929 23421 27923]
SMsplice 3SS: [ 2731  9035  9283  9678 10311 11867 13786 23235 27817 34337]
top_k =  1000
Partition function (log Z): 9.015531725356114

Sorted 5' Splice Sites (High to Low Probability):
Position 13929: 0.9998549009627161
Position 9766: 0.9939950381294685
Position 23421: 0.9799884708132349
Position 9401: 0.9472078754039842
Position 27923: 0.9436429747005165
Position 2879: 0.9358983531563657
Position 10429: 0.8971223828036874
Position 288: 0.7744988043390044
Position 12021: 0.7207279137112871
Position 9151: 0.6467155153065259
Position 13664: 0.5972901471468361
Position 22206: 0.49086081309644963
Position 22897: 0.34334136542181265
Position 32891: 0.3231221058655761
Position 18123: 0.2767832932781366
Position 24766: 0.2598335324940069
Position 463: 0.2059396386996458
Position 4770: 0.12308112773313894
Position 7804: 0.0934497556485331
Position 8511: 0.08930946312717612
Position 4877: 0.08446682628064403
Position 2417: 0.08174337047536269
Position 10233: 0.08137743217243108
Position 10031: 0.06781329324478062
Position 3091: 0.06392472109219845
Position 10229: 0.06273946744438413
Position 21511: 0.04412867488222513
Position 21377: 0.04402695696412179
Position 7839: 0.037524157808516374
Position 217: 0.036705350367888835
Position 21045: 0.035935195155293594
Position 10084: 0.034433306052899404
Position 25622: 0.028841145269475774
Position 6983: 0.02630322452175442
Position 12065: 0.020857028732348657
Position 24381: 0.020110468869806136
Position 22877: 0.019343647609152553
Position 19467: 0.01891225194743459
Position 4991: 0.018842245131762875
Position 10013: 0.0188349582082132
Position 31772: 0.01858205252629019
Position 5831: 0.01807045534138904
Position 28197: 0.01780623064420021
Position 4635: 0.01773956772726174
Position 10561: 0.01649304180471884
Position 13101: 0.016080354304441963
Position 254: 0.015673496781631057
Position 24638: 0.015663506170724806
Position 34300: 0.015055392851436153
Position 119: 0.015038752142224436
Position 9992: 0.014054407466635204
Position 6538: 0.013228107331339512
Position 24578: 0.01279345226639124
Position 1647: 0.010755996744151095
Position 10756: 0.010748728568931203
Position 25611: 0.009528826816232506
Position 21506: 0.009277388195697836
Position 28550: 0.009102367289847793
Position 28245: 0.009076242106845912
Position 2542: 0.008501319270869629
Position 13690: 0.00698459469302978
Position 24772: 0.006222724970999662
Position 33365: 0.006195894795699541
Position 2614: 0.006158122385017398
Position 13327: 0.006122806648365855
Position 4060: 0.005606289128531648
Position 2883: 0.005159220255254987
Position 2848: 0.004649689855490047
Position 10657: 0.004480603263902257
Position 11671: 0.0044151447137985075
Position 43: 0.004399721844312397
Position 2532: 0.00431259792438296
