Gene = HMHB1
index = 657
Annotated 5SS: [144]
Annotated 3SS: [8318]
SMsplice 5SS: [144]
SMsplice 3SS: [8318]
top_k =  1000
Partition function (log Z): -9.60403010118992

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9854515512686505
Position 1029: 0.11899618203773273
Position 2489: 0.07365890563865972
Position 3294: 0.05745826093842818
Position 3510: 0.05023356044814372
Position 5938: 0.0403651899675027
Position 3289: 0.02347920723576866
Position 1498: 0.0148978002428064
Position 487: 0.014631844304400623
Position 475: 0.014031460328418283
Position 250: 0.010502578290664302
Position 6055: 0.006579497498682864
Position 1510: 0.005594394443767785
Position 1298: 0.004862599531220546
Position 686: 0.004032035496369972
Position 4744: 0.003169529304402506
Position 1719: 0.002756079196851554
Position 8421: 0.0021437658096511063
Position 1789: 0.001959306917343945
Position 5470: 0.0019177836778415634
Position 6141: 0.0017427388834865003
Position 928: 0.0015050822687473285
Position 1560: 0.0013055162510735613
Position 6146: 0.0011321205667525393
Position 1158: 0.0010954275323934045
Position 4752: 0.0008397160124552964
Position 5353: 0.0008087979182020868
Position 7082: 0.000734998762238095
Position 2754: 0.0005670832737651982
Position 7240: 0.0005437093495167045
Position 2543: 0.0005347232163116875
Position 2937: 0.00048471355106442484
Position 285: 0.0003306539498217046
Position 448: 0.0002637482351746839
Position 338: 0.0002551913743611089
Position 3134: 0.00022404879610356542
Position 2263: 0.00015412290927127706
Position 1568: 0.00012982453255233126
Position 1367: 0.0001144758991777491
Position 2971: 0.0001088636308370954
Position 1331: 8.42433988140211e-05
Position 465: 7.456509333531925e-05
Position 976: 7.083202945133609e-05
Position 1462: 4.499054773713974e-05
Position 873: 4.430025937808973e-05
Position 2140: 4.404900960020484e-05
Position 1350: 3.191268052641989e-05
Position 2343: 3.1484043103349834e-05
Position 1825: 2.7647668579224997e-05
Position 1735: 2.614339368887565e-05
Position 1949: 2.4019421291666187e-05
Position 1705: 2.197323156515339e-05
Position 2891: 1.2540603907966839e-05
Position 519: 1.0903923878782665e-05
Position 1831: 9.47468995097469e-06
Position 3136: 9.431987966274246e-06
Position 628: 8.809564128749514e-06
Position 2502: 8.683143281996952e-06
Position 1199: 5.5790519393356825e-06
Position 332: 3.561345032732386e-06
Position 796: 1.646904810670929e-06
Position 224: 1.3373708680034837e-06
Position 879: 1.1033576808724883e-06
Position 800: 7.726611748021101e-07
Position 1319: 4.7345121257757636e-07
Position 875: 3.538826005233204e-07
Position 804: 2.6610794564124577e-07
Position 92: 1.7512772749844987e-07
Position 784: 1.6426029588806547e-07
Position 343: 1.4289049225563543e-07
Position 701: 1.3570883704084814e-07
Position 504: 1.3309800612298144e-07
Position 971: 1.1703515887645582e-07
Position 376: 9.99721067860209e-08
Position 325: 7.097119650560374e-08
Position 964: 5.508382231510571e-08
Position 857: 4.251327155009889e-08
Position 1521: 4.1841123493946985e-08
Position 787: 2.0334252035612176e-08
Position 1236: 1.0418744508485977e-08
Position 299: 1.0296787348146851e-08
Position 1777: 1.140633551483091e-09
Position 1630: 1.093447598324603e-09
Position 397: 5.254028740784488e-10
Position 1020: 1.0877817982634255e-10
Position 789: 1.1497469702282526e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8318: 0.29184515965496843
Position 3206: 0.13812413966809572
Position 3381: 0.11628842277138263
Position 1662: 0.1134682791615103
Position 2336: 0.1029417588211184
Position 869: 0.06292582962342204
Position 8400: 0.05423589327580967
Position 4062: 0.05290505469375834
Position 373: 0.05056959416687548
Position 837: 0.04741165051717475
Position 2205: 0.043941317252827135
Position 6018: 0.025223118508782096
Position 5850: 0.023088631881312317
Position 1677: 0.019773320435960213
Position 1126: 0.01843654468270222
