Gene = COA7
index = 391
Annotated 5SS: [ 146 5640]
Annotated 3SS: [ 5498 10197]
SMsplice 5SS: [ 146 5640]
SMsplice 3SS: [ 5498 10197]
top_k =  1000
Partition function (log Z): -7.63232463972483

Sorted 5' Splice Sites (High to Low Probability):
Position 5640: 0.978060948949485
Position 146: 0.5942140237168989
Position 10317: 0.2264534984430247
Position 458: 0.15500303645683727
Position 337: 0.15014423338976493
Position 4561: 0.07936905315790528
Position 201: 0.07912605416231608
Position 6401: 0.026792404893008017
Position 486: 0.026196453045091935
Position 5230: 0.025885705015202265
Position 801: 0.02273820144456932
Position 7204: 0.015597885639118415
Position 4126: 0.014264663873408509
Position 10643: 0.013063240281261594
Position 206: 0.01087095675194711
Position 8145: 0.010685375443648016
Position 920: 0.010383464404258016
Position 4700: 0.008135085497754118
Position 2434: 0.00643678466123831
Position 8603: 0.0062342156225262055
Position 4220: 0.005821389332906549
Position 3011: 0.005777071432518474
Position 10621: 0.005451184553930895
Position 6660: 0.004436115524521663
Position 3540: 0.004411964345546531
Position 5769: 0.004369407361755346
Position 4870: 0.004170901209045374
Position 11566: 0.004125822653467411
Position 4886: 0.0038816689767459684
Position 8739: 0.0036872700638641972
Position 9689: 0.0034814674949208532
Position 10232: 0.0029011187638835413
Position 76: 0.0028985435265707327
Position 260: 0.0028190147637620565
Position 9825: 0.002807294048387375
Position 953: 0.0027867158226895193
Position 1517: 0.002785247357478146
Position 1616: 0.002737766068891534
Position 562: 0.002425613907510637
Position 7517: 0.0022592993159723943
Position 10249: 0.0022553685879328064
Position 9870: 0.0018642242200740057
Position 10465: 0.0018496921002948165
Position 5350: 0.0017986282211104202
Position 8031: 0.001524291793057853
Position 11445: 0.0015056102748559406
Position 9771: 0.001328460047733704
Position 4488: 0.001273706440113656
Position 5561: 0.0012431920951896601
Position 282: 0.0011113676619304744
Position 10575: 0.0009716741287518533
Position 3713: 0.0009578483896588409
Position 274: 0.0009068730857273452
Position 103: 0.0008262850623355142
Position 387: 0.0007716026578731259
Position 6692: 0.0007488508980094043
Position 9616: 0.0007432378859910884
Position 4594: 0.000741690872446964
Position 365: 0.0006499995986284555
Position 8180: 0.0005926645727662392
Position 7699: 0.0005853345451238937
Position 8098: 0.0005810882070983904
Position 176: 0.0004985431226697927
Position 594: 0.0004917161437472095
Position 1032: 0.0004230406456806141
Position 7209: 0.0004082487747129679
Position 8020: 0.00040396815711721273
Position 5991: 0.00038817950167959186
Position 5936: 0.0003866791971919815
Position 4092: 0.00034627588084405346
Position 11532: 0.0003228305302859987
Position 1042: 0.0003135653538595945
Position 4326: 0.00030854067013936836
Position 5998: 0.0002988128358490805
Position 5819: 0.0002985449347207634
Position 4082: 0.0002716199076858056
Position 301: 0.00025863764785930953
Position 4179: 0.00024251595199231918
Position 2410: 0.00021533880632931875
Position 718: 0.0001916340699692587
Position 994: 0.00015424307209646558
Position 8045: 0.00014980895475615836
Position 2979: 0.000143180976557759
Position 4624: 0.00013194052468241946
Position 6819: 0.00012887197863439414
Position 81: 0.00010970597574042804
Position 9325: 0.00010925046207341009
Position 1039: 0.00010025726175769275
Position 2587: 8.608761114129277e-05
Position 826: 8.491962624341686e-05
Position 3990: 7.733965338562959e-05
Position 4015: 7.277599731929675e-05
Position 1186: 7.069283386184656e-05
Position 1946: 6.409172274689776e-05
Position 2590: 6.3474621857214e-05
Position 1621: 6.264825582584644e-05
Position 1519: 6.112434515320718e-05
Position 5595: 2.0346305558682626e-05
Position 6405: 1.9386796768490368e-05
Position 7340: 1.7292427986008314e-05
Position 8695: 1.6446534895652197e-05
Position 7814: 1.3955584791110569e-05
Position 7519: 1.3665265109919132e-05
Position 6344: 1.2387916374370703e-05
Position 3832: 8.696784798630023e-06
Position 5577: 7.915056227920179e-06
Position 6282: 7.871517712793159e-06
Position 189: 3.967331984926805e-06
Position 52: 2.082920349811581e-06
Position 286: 1.358652379536412e-06
Position 2835: 9.750634713558762e-07
