Gene = HSPB11
index = 667
Annotated 5SS: [  375  5945 15891 17558 22026]
Annotated 3SS: [ 5831 15783 17488 21981 24161]
SMsplice 5SS: [  375  5945 22026]
SMsplice 3SS: [ 5831 21981 22940]
top_k =  1000
Partition function (log Z): -12.035208399834273

Sorted 5' Splice Sites (High to Low Probability):
Position 5945: 0.9901711273075056
Position 375: 0.7940290364070529
Position 4365: 0.6262120147329125
Position 22026: 0.48506232902657825
Position 16084: 0.26537154763098286
Position 15939: 0.21457490435061066
Position 23161: 0.14968879534776233
Position 15891: 0.12634190410098528
Position 1910: 0.1187980978520849
Position 344: 0.1182139624495029
Position 15712: 0.11297149568741162
Position 675: 0.0737425368096216
Position 3047: 0.04523446701513669
Position 13797: 0.04254380913343086
Position 4125: 0.03226114682437638
Position 4120: 0.02533994577581344
Position 15854: 0.023460168290611382
Position 725: 0.019904076292452572
Position 4086: 0.017347664588115277
Position 383: 0.014736285850923134
Position 328: 0.013397444933120674
Position 391: 0.013116632342162548
Position 1725: 0.012688533546151423
Position 2840: 0.011189222634406071
Position 413: 0.010289323510940678
Position 15676: 0.008570965918174623
Position 4374: 0.006208790270539571
Position 1559: 0.005758023206198349
Position 1007: 0.005423202899197789
Position 134: 0.0053480322944921615
Position 8259: 0.004662620311254562
Position 292: 0.004626091961727794
Position 4341: 0.004548780076555596
Position 900: 0.003724862490787516
Position 75: 0.003384104673310676
Position 2877: 0.003114814127796378
Position 55: 0.0030172589414168257
Position 1828: 0.002759506854015013
Position 1033: 0.0022024014298516917
Position 670: 0.0021562268404010446
Position 956: 0.0016969820033137682
Position 3084: 0.0016623119130692332
Position 2806: 0.0015850780160423235
Position 640: 0.0015142576931821655
Position 823: 0.0014264644841503694
Position 995: 0.0011057629664315521
Position 1063: 0.0010729822764378382
Position 3014: 0.0008825450834778332
Position 4688: 0.0008605677434714529
Position 4704: 0.0006370453395357756
Position 694: 0.0005893872306521797
Position 4134: 0.00042130516708726386
Position 5985: 0.00042051043965738057
Position 2893: 0.0003585287922842599
Position 4191: 0.00032468271130127403
Position 7596: 0.00031174876445004746
Position 191: 0.00023771276683137865
Position 6242: 0.0001221968528123517
Position 11778: 8.356118709715456e-05
Position 8046: 8.253574294150115e-05
Position 529: 7.480803479399189e-05
Position 29: 6.790543446934354e-05
Position 1201: 5.999837262299795e-05
Position 6800: 5.898481502511689e-05
Position 67: 5.222704076066863e-05
Position 1847: 3.756562399208638e-05
Position 9232: 3.511671341397481e-05
Position 1797: 2.6431816149568407e-05
Position 1148: 2.599390055741793e-05
Position 7513: 2.3759779445178614e-05
Position 831: 1.6848126719948335e-05
Position 1980: 1.3343972795766622e-05
Position 1082: 1.2302966869037999e-05
Position 484: 1.230071936758678e-05
Position 456: 1.1745740989386905e-05
Position 307: 9.305093215999278e-06
Position 1905: 8.207029966361423e-06
Position 1708: 7.627183196737059e-06
Position 682: 6.508687618192844e-06
Position 6283: 5.7299433916105375e-06
Position 1834: 5.181619577583059e-06
Position 452: 4.800489924118987e-06
Position 916: 3.8969421705935696e-06
Position 2192: 3.4993362235939402e-06
Position 658: 2.5410816038432454e-06
Position 716: 2.3187605742914e-06
Position 2522: 1.292531065635198e-06
Position 1362: 1.2722746079289533e-06
Position 2429: 1.238232913919448e-06
Position 162: 1.1626447602692418e-06
Position 1459: 1.1051516023728256e-06
Position 106: 9.22112949027741e-07
Position 7294: 4.840006733542559e-07
Position 6616: 4.199386690044168e-07
Position 481: 2.102362986782103e-07
Position 2050: 1.9458394501245628e-07
Position 2084: 1.896490774058085e-07
Position 112: 1.8790753252037965e-07
Position 233: 1.2530926770228334e-07
Position 205: 1.206089092175431e-07
Position 637: 6.653170563266863e-08
Position 810: 3.608064169698187e-08
Position 368: 2.0317404071332075e-08
Position 5998: 1.9351105746692166e-08
Position 473: 1.7351459820577688e-08
Position 5908: 1.625323327256595e-08
Position 846: 1.6181162027561774e-08
Position 6082: 9.840266446740418e-09
Position 6230: 7.25221330421874e-09
Position 115: 3.695889846833873e-11
Position 1158: 1.5966530081497864e-11
Position 214: 7.0281355556054195e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5831: 0.9692612184002807
Position 22940: 0.665942322661698
Position 21981: 0.535526597957137
Position 4225: 0.3277203248759134
Position 15783: 0.3212416861364533
Position 15985: 0.3052136099357784
Position 4272: 0.2432957026915242
Position 24161: 0.18477259444980135
Position 15597: 0.13247384097339024
Position 1891: 0.08864523205395021
Position 4025: 0.08792906143280002
Position 557: 0.08716283339843697
Position 22328: 0.06487647305399508
Position 13598: 0.04275351049245821
Position 4303: 0.0413939939970996
Position 23242: 0.03642996588016855
Position 15812: 0.03366903844611518
Position 2696: 0.026670531550373376
Position 5778: 0.01914214070886379
Position 2950: 0.019028023760827868
Position 15427: 0.016311358173742147
Position 2674: 0.014198735818944484
Position 1815: 0.01051297032204685
Position 4190: 0.00879678596758319
Position 6545: 0.008617354075530097
Position 13622: 0.008219122493122727
Position 16755: 0.007976365095660052
Position 22130: 0.0075640067401275
Position 1724: 0.007082651652790345
Position 17164: 0.006904592843988003
Position 1618: 0.006711848394545306
Position 18378: 0.006099795786502195
Position 1871: 0.006084017463448767
Position 1291: 0.0059986983725331625
Position 8023: 0.0056967670106781495
Position 16254: 0.005334738617879297
Position 1797: 0.004995264247343752
Position 885: 0.004887528304711422
Position 10937: 0.0043024544224837735
Position 2734: 0.0038961815669652845
Position 916: 0.003069303648869164
Position 15938: 0.0027492645498572326
Position 8895: 0.002318437108428169
Position 15711: 0.0021231738279916725
Position 16417: 0.0019966937253345484
Position 4166: 0.0019412049978880768
Position 16036: 0.0017407732153124182
Position 859: 0.0016612762549878565
Position 8045: 0.001641618660159823
Position 5720: 0.0014899696743574655
Position 7551: 0.0014015560931072311
Position 1448: 0.0013654728497628171
Position 4573: 0.0012911609063057075
Position 13023: 0.0012375255081577734
Position 4069: 0.0011029954474062618
Position 8361: 0.0010622414898461235
Position 14013: 0.0009146625987777271
Position 14297: 0.0009088380582066858
Position 10565: 0.0007890794838080146
Position 8079: 0.0007864053528832311
Position 1671: 0.0007619137160814345
Position 11292: 0.0007560998177793174
Position 1586: 0.000748983402102748
Position 1583: 0.0007363191550508062
Position 1822: 0.0007164794779259352
Position 10642: 0.0006596633741896752
Position 881: 0.0006392706575445606
Position 627: 0.0006293845596900366
Position 1451: 0.0005613986500322632
Position 1757: 0.0005419713148492229
Position 5599: 0.0005410057792278524
Position 10779: 0.0005046931475819229
Position 10377: 0.0005001494604360874
Position 6541: 0.0004978276299861774
Position 5744: 0.0004869091835351598
Position 4350: 0.00045084311030401037
Position 9718: 0.00041215454648299083
Position 11894: 0.0004059769314165846
Position 6119: 0.0004044448463431878
