Gene = SPCS1
index = 1306
Annotated 5SS: [205 626 802]
Annotated 3SS: [ 565  714 1608]
SMsplice 5SS: [626 802]
SMsplice 3SS: [ 714 1608]
top_k =  1000
Partition function (log Z): -6.235385899624711

Sorted 5' Splice Sites (High to Low Probability):
Position 802: 0.8620826316029723
Position 626: 0.8513731871456268
Position 205: 0.34263222761852896
Position 390: 0.028397361037218575
Position 735: 0.025948414419712768
Position 284: 0.020599917104210577
Position 500: 0.01550616308580247
Position 840: 0.00787286876618769
Position 968: 0.0037353756195393187
Position 1736: 0.0031515323209560615
Position 817: 0.0024997956217939006
Position 849: 0.0022257470038970894
Position 1033: 0.0012672755629208332
Position 310: 0.0007844288155926181
Position 97: 0.0007713052040485441
Position 1418: 0.0007034360156896499
Position 495: 0.0006986685660799611
Position 1768: 0.0006579145074220284
Position 813: 0.0006175138731486466
Position 515: 0.0006174750874679834
Position 294: 0.0005625505337952581
Position 630: 0.000516608258772557
Position 396: 0.00041697135126471575
Position 346: 0.00038970111284855234
Position 1058: 0.0003818269461904927
Position 105: 0.00021493840638408819
Position 858: 0.00019300652764885965
Position 470: 0.00011528083135881853
Position 1394: 0.00010658175447602994
Position 267: 7.909959440927638e-05
Position 492: 7.252595610380325e-05
Position 1957: 6.548585536036744e-05
Position 853: 5.813032909822011e-05
Position 942: 5.662977610869381e-05
Position 797: 5.5479247935805135e-05
Position 960: 5.1752540058329785e-05
Position 1273: 4.753658116696163e-05
Position 111: 4.5143689612302726e-05
Position 750: 2.9910415563787957e-05
Position 756: 2.8346510077650706e-05
Position 875: 2.5709063534026328e-05
Position 772: 2.4670575317980853e-05
Position 1975: 2.3518772582649837e-05
Position 316: 2.2881231352946637e-05
Position 476: 1.8102173747937665e-05
Position 1219: 1.7075632576960013e-05
Position 685: 1.0446649320140727e-05
Position 1653: 1.0150151564635936e-05
Position 1187: 9.184517385374578e-06
Position 243: 8.79182818998956e-06
Position 636: 7.989073486022834e-06
Position 872: 6.9866325359639516e-06
Position 1443: 6.543198117611187e-06
Position 529: 3.976350125658523e-06
Position 835: 3.623524718384764e-06
Position 1841: 3.5805388814921344e-06
Position 1977: 2.9531097624613333e-06
Position 1225: 2.747503248629351e-06
Position 598: 2.0095960567632325e-06
Position 484: 1.9067782142526361e-06
Position 398: 1.7372551865377485e-06
Position 3: 1.6486796379985353e-06
Position 404: 8.475009700750596e-07
Position 2019: 6.548520167664328e-07
Position 75: 6.256365999494426e-07
Position 379: 1.9734468529546817e-07
Position 519: 1.9910973247940526e-08
Position 1307: 4.6666522958438555e-09
Position 1549: 4.147619546952679e-09
Position 1663: 2.004645241427007e-09
Position 679: 7.470185455021986e-10
Position 844: 5.552999704857773e-10
Position 237: 3.1730107811963146e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.9277989391402423
Position 714: 0.8635106140106771
Position 565: 0.26921116343662266
Position 915: 0.013482801953644487
Position 679: 0.013306460740591797
Position 1574: 0.01074813682079217
Position 718: 0.009528502571135997
Position 404: 0.009439730912512222
Position 490: 0.00938321445946065
Position 1136: 0.007845143428420114
Position 442: 0.00747070368064375
Position 1393: 0.007194164071608017
Position 1111: 0.005318799981415192
Position 1516: 0.0039845771629852264
Position 1875: 0.0029843271478733322
Position 1799: 0.0027469715175265585
Position 2085: 0.0020675166565305787
Position 1653: 0.0015042028892907234
Position 626: 0.0009704362376432303
Position 1936: 0.00062152984436447
Position 1273: 0.0005829394939467132
Position 450: 0.0005729741186945268
Position 1339: 0.00042539483327870797
Position 1974: 0.0003966693366203907
Position 1772: 0.00039617109079499187
Position 1836: 0.0003750282016850196
Position 750: 0.00037473251668669627
Position 1750: 0.0003441056356450268
Position 1904: 0.00032669578240142756
Position 1195: 0.00028379441773903306
Position 394: 0.00024691888770070385
Position 1443: 0.00021000937098783893
Position 499: 0.000187456474831538
Position 1302: 0.00018643413310063343
Position 604: 0.0001476006698510058
Position 945: 0.00013415719434597604
Position 1901: 0.00012289476977432834
Position 862: 0.00011609785178302958
Position 1521: 9.330832665532616e-05
Position 504: 8.117865617764246e-05
Position 418: 7.90119638966785e-05
Position 1032: 7.743676350659169e-05
Position 1414: 7.739401526994851e-05
Position 1880: 7.347239542636151e-05
Position 1355: 7.026468818106766e-05
Position 1947: 5.8060845400187744e-05
Position 772: 5.289951936928122e-05
Position 1210: 5.082508667329244e-05
Position 253: 4.97537394818191e-05
Position 1254: 4.6473277300280876e-05
Position 1669: 4.382423025577855e-05
Position 509: 3.8293100903890435e-05
Position 201: 3.828758303173114e-05
Position 872: 3.7187360657521305e-05
Position 875: 3.627564719721201e-05
Position 423: 3.0326717775677427e-05
Position 1117: 2.7697760151356753e-05
Position 942: 2.510209372807572e-05
Position 1467: 2.4873220332165386e-05
Position 985: 2.031391644180813e-05
Position 574: 1.6203535668135158e-05
Position 1676: 1.5700503758094543e-05
Position 992: 1.5623561654604254e-05
Position 1278: 1.388444232081959e-05
Position 370: 1.0178921117192083e-05
Position 1418: 8.639278591703343e-06
Position 2012: 8.212968763869057e-06
Position 453: 8.146192367219733e-06
Position 823: 7.644557116094363e-06
Position 1234: 6.829824796177429e-06
Position 879: 6.796518799403762e-06
Position 492: 6.037723535510814e-06
Position 630: 5.303207574301184e-06
Position 1143: 5.026231746876798e-06
Position 2031: 4.686017668241669e-06
