Gene = SPATA12
index = 1299
Annotated 5SS: [346]
Annotated 3SS: [12924]
SMsplice 5SS: [ 346 9331]
SMsplice 3SS: [ 9229 12924]
top_k =  1000
Partition function (log Z): -11.753666417801393

Sorted 5' Splice Sites (High to Low Probability):
Position 346: 0.7595944258365742
Position 9331: 0.727328279220642
Position 757: 0.3525927454887409
Position 766: 0.2927013118912025
Position 1511: 0.1626176520913156
Position 3343: 0.14840501008971854
Position 3009: 0.12763854458547044
Position 9570: 0.07126696886978505
Position 11901: 0.06323376939583729
Position 530: 0.05345205437475928
Position 682: 0.05171429133076842
Position 13061: 0.04376458842253279
Position 1819: 0.036225803139148215
Position 2974: 0.03475254679596938
Position 9843: 0.03156071502935723
Position 1417: 0.027236927300565063
Position 13069: 0.02456187547616031
Position 4025: 0.02450660868763647
Position 7: 0.022870623411997106
Position 1000: 0.02075881155070266
Position 5162: 0.019929253951865403
Position 3220: 0.017179898050700686
Position 14242: 0.015080497020919004
Position 2613: 0.012479217613556734
Position 13012: 0.011278376883324292
Position 11: 0.011268220962375876
Position 1691: 0.009843099343529222
Position 8116: 0.008968362560090997
Position 1302: 0.007898316891685402
Position 34: 0.0077126502384879
Position 4282: 0.0071258881695948585
Position 150: 0.006790118590633394
Position 11727: 0.005900397225438709
Position 7883: 0.004066552799622187
Position 3273: 0.0030025537932374747
Position 10232: 0.002946518036560021
Position 4543: 0.0029246954067086023
Position 2566: 0.0025187069545820726
Position 13133: 0.0024574678269394207
Position 2713: 0.001375249848946754
Position 2326: 0.0013227652127825054
Position 9585: 0.0011654909510871727
Position 1061: 0.000895365184911016
Position 4479: 0.0008761498289867973
Position 195: 0.000863312716848941
Position 313: 0.0008270856023785494
Position 1203: 0.0007574670978042081
Position 5872: 0.0006652197144097181
Position 350: 0.0006084989989567191
Position 158: 0.0005109120683964331
Position 339: 0.00042966331265557395
Position 2686: 0.00040425455704182325
Position 3037: 0.0004001934931276651
Position 488: 0.00038876665351081905
Position 177: 0.0003780251038329705
Position 1169: 0.0003381981230053319
Position 205: 0.00029949875576673087
Position 1002: 0.0002728374617571687
Position 1599: 0.0002468895347509257
Position 295: 0.0001946100757431669
Position 1470: 0.00018148886986636803
Position 68: 5.840240063100204e-05
Position 573: 5.765512082660382e-05
Position 527: 5.543927284231935e-05
Position 1369: 3.610595850881504e-05
Position 449: 3.5688964534886654e-05
Position 139: 3.0819224280465745e-05
Position 668: 2.909659655003472e-05
Position 468: 2.7222942564103405e-05
Position 1494: 2.5953138167635807e-05
