Gene = PIFO
index = 1026
Annotated 5SS: [ 384  762 1485 2359 3936]
Annotated 3SS: [ 621 1385 2227 3817 4970]
SMsplice 5SS: [ 202  384 3668 3936]
SMsplice 3SS: [ 293 3529 3817 6003]
top_k =  1000
Partition function (log Z): -4.87032053457559

Sorted 5' Splice Sites (High to Low Probability):
Position 384: 0.8764607298653878
Position 3936: 0.8302572205549805
Position 202: 0.6713980559984628
Position 3668: 0.533535229373249
Position 762: 0.3340393721804537
Position 1084: 0.13873345064722925
Position 2359: 0.134952202454244
Position 2261: 0.11697408900799532
Position 3562: 0.07598075514009522
Position 422: 0.07286265430799548
Position 1485: 0.04759322313064553
Position 4785: 0.037891279103620085
Position 2251: 0.03209465421123679
Position 3900: 0.029290441077515675
Position 4773: 0.02909792341631281
Position 5256: 0.027777031131794687
Position 583: 0.02487407100817126
Position 2415: 0.023498418142264388
Position 2845: 0.022855832093472375
Position 5601: 0.022390069105959205
Position 707: 0.01703922816578416
Position 5260: 0.01460640642224745
Position 3991: 0.014016941751676755
Position 4754: 0.013459109511135998
Position 5648: 0.012181732269103743
Position 4131: 0.011041547087612466
Position 2792: 0.009530138685901983
Position 6151: 0.006987590898664606
Position 5046: 0.005014947497423864
Position 3726: 0.0048734843682708895
Position 1152: 0.0040343060188305045
Position 3624: 0.003373137527537672
Position 2104: 0.0028623209239237286
Position 1673: 0.00246720022092876
Position 4800: 0.0023930875712840968
Position 6095: 0.002207018048443816
Position 3243: 0.0019648625115266313
Position 4751: 0.0018972869538344934
Position 505: 0.0005381124134713215
Position 829: 0.0005172171379432158
Position 5183: 0.0004576562473681733
Position 3320: 0.00041956155156092876
Position 5623: 0.0004150333866284933
Position 2820: 0.00040430880599974105
Position 3753: 0.0003379751003742841
Position 516: 0.00029633273452070203
Position 171: 0.00024484906096783104
Position 208: 0.00021967467231865656
Position 1258: 0.0001743633251080936
Position 1602: 0.0001677807219855226
Position 4189: 0.00014186387888007022
Position 4014: 0.00010353030568322948
Position 2041: 9.506709443502239e-05
Position 4251: 9.34050521089066e-05
Position 766: 8.963293385768165e-05
Position 367: 6.141141583356238e-05
Position 220: 5.156432745413099e-05
Position 231: 5.0652401679432326e-05
Position 411: 4.610744675597582e-05
Position 434: 4.1029099853757e-05
