Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872  9259 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784  9150 11800 12398 18298 26486 31687 41905 44280 53607 62224]
top_k =  1000
Partition function (log Z): 2.21646442411037

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9840149082408658
Position 18383: 0.9204434772995794
Position 42072: 0.9190326904800064
Position 12587: 0.918508877085935
Position 11914: 0.8948758206655487
Position 26597: 0.8754070693785161
Position 3872: 0.8740438229207407
Position 44513: 0.8158680345667514
Position 31791: 0.7765506776477314
Position 301: 0.6637507631124469
Position 14243: 0.6330425888285175
Position 9259: 0.5901232056115403
Position 33907: 0.579454053973464
Position 32470: 0.41597919074637835
Position 53859: 0.4003065607438051
Position 47487: 0.3083220609035321
Position 33202: 0.3056298690373779
Position 12221: 0.26575335667617356
Position 32532: 0.26064586188061517
Position 31479: 0.23782103514599626
Position 24713: 0.2293764636224127
Position 31803: 0.22308114423053496
Position 51245: 0.2175295039226722
Position 16401: 0.14381395970245392
Position 16102: 0.1405437247677687
Position 20640: 0.1319979775221749
Position 3928: 0.12350618120682147
Position 18017: 0.09773971562469431
Position 33501: 0.09486615279145158
Position 44416: 0.08174415846383826
Position 11494: 0.06653452713435824
Position 33031: 0.06594953217532153
Position 6269: 0.055150875144368006
Position 5901: 0.050497289007845676
Position 26566: 0.04784408037388628
Position 35444: 0.046138843171638966
Position 1200: 0.04425733349965712
Position 34667: 0.043534232133472434
Position 34062: 0.039731344850574904
Position 5791: 0.03894569130571399
Position 26658: 0.037976255738994665
Position 42050: 0.034092033971970456
Position 12260: 0.032369236693324276
Position 18217: 0.030673348540829416
Position 42062: 0.030260561422306292
Position 1983: 0.029552289329103126
Position 44215: 0.027420182555119063
Position 15062: 0.027413197588362165
Position 6488: 0.023786331446994973
Position 11649: 0.022962861366063392
Position 11227: 0.02018357296270899
Position 4865: 0.019405505422367485
Position 14038: 0.017596128958485148
Position 9496: 0.016997515718372297
Position 17603: 0.01644224357564412
Position 4718: 0.01619395876961058
Position 4767: 0.014817560909014933
Position 16072: 0.01331238708820581
