Gene = CRHBP
index = 411
Annotated 5SS: [  503   982  1474  3151  6177 10748]
Annotated 3SS: [  887  1315  2939  6027 10629 16014]
SMsplice 5SS: [  503   982  1474  2639  3151 10748]
SMsplice 3SS: [  887  1374  2529  3006 10629 16014]
top_k =  1000
Partition function (log Z): 5.568468678434474

Sorted 5' Splice Sites (High to Low Probability):
Position 1474: 0.9925105704090131
Position 3151: 0.9169442263737102
Position 982: 0.8948735780140412
Position 10748: 0.7784441006889558
Position 6177: 0.6598219993992415
Position 503: 0.6381115025518471
Position 2639: 0.44234079923993747
Position 238: 0.28638711123562377
Position 8029: 0.24488078978234293
Position 10753: 0.21739499495222914
Position 4537: 0.18692892929285249
Position 11412: 0.1766682279034796
Position 2614: 0.1680091243480438
Position 11379: 0.14888388029732202
Position 16141: 0.14351038387457596
Position 6417: 0.10396296205527217
Position 10213: 0.10280037690875901
Position 1028: 0.09475868572912673
Position 10960: 0.08290357828252383
Position 493: 0.06498672771626149
Position 6518: 0.054352697794955954
Position 9337: 0.0532312341862147
Position 5775: 0.05080535564755657
Position 2654: 0.05078555376527419
Position 6437: 0.04912435865766439
Position 12030: 0.0459407769352826
Position 16208: 0.04570750083458434
Position 10217: 0.045428596318689445
Position 15129: 0.03758381706937671
Position 16112: 0.035262622094116715
Position 4446: 0.03198762927046648
Position 2372: 0.021873645944450754
Position 6577: 0.02107760834940882
Position 13113: 0.019524833876235683
Position 2621: 0.019379205210383173
Position 2940: 0.016843993740946955
Position 266: 0.016842232014595695
Position 6380: 0.01549542260956754
Position 11283: 0.013402467347917585
Position 12668: 0.013381657979902458
Position 11806: 0.013233079007079594
Position 11472: 0.009960776294567646
Position 9649: 0.00985769749715526
Position 12871: 0.00972142106356413
Position 66: 0.009554602601836194
Position 15364: 0.00936616229550211
Position 12633: 0.00817289936510534
Position 8710: 0.006835611020555227
Position 12300: 0.00664762365815757
Position 2485: 0.006389908137455654
Position 10271: 0.006389219485797196
Position 6448: 0.005985450639403929
Position 9660: 0.005071261171793252
Position 10275: 0.0043467482548544744
Position 7696: 0.0042459459925250536
Position 6661: 0.004161521810256522
Position 3014: 0.004038959846249967
Position 1438: 0.003870343256547522
Position 11151: 0.0034607086369193626
Position 2183: 0.003443149974021855
Position 11145: 0.003387627486988654
Position 1704: 0.003339160923152287
Position 16468: 0.003174033744258445
Position 13197: 0.0030572507281925038
Position 11155: 0.0030358084339867043
Position 6278: 0.0028790420300816933
Position 9790: 0.0028704703877264243
Position 2426: 0.002512113258209628
Position 3419: 0.0024421255265827126
Position 10514: 0.002423316797962195
Position 248: 0.0022325115114674916
Position 1983: 0.0020550551563605613
Position 8018: 0.0019978055242126876
Position 6156: 0.001957731314645428
Position 592: 0.0019238006713701052
Position 2241: 0.0016630814473074177
Position 2647: 0.0015518444816872035
Position 13242: 0.0013805565904048036
Position 13168: 0.0012881785505637529
Position 11700: 0.0012712000089699351
Position 11959: 0.0012284145255907041
Position 16094: 0.0012113275987393054
Position 10833: 0.0011473821098759158
Position 45: 0.0011378895447765802
Position 1038: 0.0010373027098293693
Position 10174: 0.001008060494730254
Position 8907: 0.000972175337002867
Position 7859: 0.0009386708332770683
Position 13214: 0.0009375790453117926
Position 1975: 0.0009339730674637262
Position 155: 0.0009239269884806557
Position 2002: 0.0008914580262773148
Position 9184: 0.0008172259061733661
Position 2043: 0.000746927192511193
Position 11507: 0.0005934515632579855
Position 815: 0.0004463604649102975
Position 1689: 0.0004285044215350813
Position 6123: 0.00042492236757768297
Position 10772: 0.0004099857173272481
Position 1876: 0.00030733284146252634
Position 2693: 0.0002855502973407662
Position 3601: 0.00026629213975813183
Position 3808: 0.0002346518520971296
Position 2352: 0.000224907201468557
Position 3712: 0.00022283036570628872
Position 1123: 0.0001911004467145324
Position 3028: 0.00016843434290318617
Position 10971: 0.00015393945722649423
Position 2676: 0.00015288189189778783
Position 4135: 0.00013968748724630848
Position 965: 0.00013962653555096057
Position 1567: 0.00011104501401205157
Position 1522: 0.00011099394784944394
Position 6072: 9.961726362843555e-05
Position 986: 9.639951141894014e-05
Position 1451: 9.546887123720363e-05
Position 52: 8.938356035627086e-05
Position 3572: 8.671571504478135e-05
Position 94: 7.873920396082308e-05
Position 1725: 7.050640773954716e-05
Position 2292: 6.946769149259023e-05
Position 6442: 6.193742658245386e-05
Position 6275: 6.160310362895061e-05
Position 361: 6.134433656852576e-05
Position 11927: 6.114955135137002e-05
Position 217: 5.9915468902378885e-05
Position 6163: 5.9572996936628456e-05
Position 12085: 5.0034163564586526e-05
Position 544: 4.94400695655893e-05
Position 11789: 4.468921107265186e-05
Position 734: 4.375117068190674e-05
Position 3953: 4.035494299627245e-05
Position 3205: 3.773491086726973e-05
Position 3347: 3.1288815038706606e-05
Position 130: 2.7318248676151274e-05
Position 3988: 2.6131862266589972e-05
Position 3352: 2.498627568551884e-05
Position 1854: 2.4861043491741412e-05
Position 3458: 1.827760889301324e-05
Position 11177: 1.616284452106913e-05
Position 11729: 1.61067578813684e-05
Position 3569: 1.516229094635865e-05
Position 12143: 1.4719457528280354e-05
Position 133: 1.0522170145737647e-05
Position 3889: 1.0267824916662812e-05
Position 636: 1.024956413766334e-05
Position 2703: 8.584188561418739e-06
Position 359: 8.374264592564267e-06
Position 3539: 8.029382194159275e-06
Position 1154: 7.820206491195719e-06
Position 1317: 7.205118295050554e-06
Position 11159: 7.204794717418216e-06
Position 136: 7.0767357193202445e-06
Position 3941: 6.8823744046239925e-06
Position 424: 5.756246318164533e-06
Position 224: 5.465279948352324e-06
Position 3208: 3.653659944116599e-06
Position 829: 3.3734706547435726e-06
Position 3487: 2.596349789371434e-06
Position 4573: 2.5929955231723347e-06
Position 121: 2.476310160977134e-06
Position 445: 2.04038634320137e-06
Position 11461: 1.8680454039078751e-06
Position 11161: 1.8641361034784197e-06
Position 11163: 1.639097507405672e-06
Position 1199: 1.392087813239336e-06
Position 11098: 8.829877011169422e-07
Position 447: 8.732991102146889e-07
Position 1103: 7.448474965204473e-07
Position 599: 4.947290211518159e-07
Position 2950: 4.391123038272005e-07
Position 347: 3.4948652891255136e-07
Position 185: 3.4322487645715795e-07
Position 803: 2.402738125719094e-07
Position 1571: 2.1366643353778986e-07
Position 542: 1.800732991377271e-07
Position 1846: 1.5538983307245045e-07
Position 650: 3.798067502631942e-08
Position 3072: 3.232456323416946e-08
Position 3093: 2.863019439354765e-08
Position 3269: 2.6685738559398013e-08
Position 1624: 2.4348504816006355e-08
Position 1929: 1.5437434996846686e-08
Position 624: 1.2791803229562437e-08
Position 1413: 3.5973672466119297e-09
Position 206: 4.1373052145634454e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10629: 0.9268447249236663
Position 16014: 0.716430965847467
Position 1374: 0.7017500132559561
Position 2529: 0.6163924321985799
Position 887: 0.5073162448736271
Position 3006: 0.4536681571589471
Position 2939: 0.41062542243015976
Position 848: 0.38842523620658814
Position 6027: 0.38081029204393974
Position 1315: 0.2832902866728153
Position 6047: 0.25877322189769203
Position 7920: 0.22977696055968932
Position 6355: 0.21076096328647537
Position 4210: 0.19143121328558613
Position 10114: 0.1514892969292187
Position 11049: 0.1417303487660797
Position 11637: 0.1315601134565967
