Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  1000
Partition function (log Z): -7.776932449376063

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8872011527516326
Position 1176: 0.8386620377936977
Position 832: 0.09456623392727574
Position 807: 0.034700801510745026
Position 455: 0.020462019849215838
Position 826: 0.008725898381614762
Position 947: 0.0067118670012959805
Position 410: 0.0030875489668686826
Position 240: 0.002776580273986934
Position 1383: 0.002618559302307789
Position 980: 0.00245439505576364
Position 1180: 0.0023399911133327985
Position 1503: 0.0022135916279890436
Position 174: 0.0019555759499654416
Position 598: 0.0011589025082313538
Position 302: 0.0011476390273790866
Position 951: 0.0009432073762351384
Position 589: 0.000860882149876258
Position 839: 0.0008426817749281447
Position 620: 0.0008327816070597147
Position 1392: 0.0007506630400055763
Position 25: 0.0006548055299428605
Position 1569: 0.0005042022668142765
Position 1419: 0.00027101227221682395
Position 602: 0.00023307506415874845
Position 1889: 0.00022427770506484925
Position 1644: 0.00019771985049675037
Position 2276: 0.00015626411701469422
Position 487: 0.00015389716022489437
Position 215: 0.0001354608141517286
Position 377: 0.00013533084535602427
Position 772: 0.0001348954741201605
Position 1516: 0.00013250478595052892
Position 224: 0.000117624987193127
Position 2070: 0.00011383558910197789
Position 494: 9.846892450229451e-05
Position 791: 4.027937856430483e-05
Position 2105: 3.268817615228275e-05
Position 1341: 3.252823871901881e-05
Position 2225: 2.8860804121123886e-05
Position 38: 2.6683050439462803e-05
Position 1197: 2.6384875301024e-05
Position 369: 2.4443383542672007e-05
Position 631: 2.4078905988241404e-05
Position 669: 1.8162098860242902e-05
Position 73: 1.7800558807763773e-05
Position 902: 1.2008735818517483e-05
Position 40: 1.0944249364339344e-05
Position 870: 1.0204848955910341e-05
Position 2199: 9.003114764963939e-06
Position 977: 6.0912559673924275e-06
Position 683: 5.9269483255894085e-06
Position 43: 4.4959559572210096e-06
Position 530: 5.977484451603574e-07
Position 794: 5.816219936881766e-07
Position 347: 2.183518201385297e-07
Position 432: 2.1293979445605098e-07
Position 217: 1.0415106768716761e-07
Position 700: 1.546058240878207e-08
Position 524: 1.1578990478294259e-08
Position 716: 1.0683023131666776e-08
Position 1344: 1.0356449130735664e-08
Position 1323: 8.301144814620572e-09
Position 1151: 8.118067173917083e-09
Position 1298: 6.459975165479946e-09
Position 1317: 6.174736520989437e-09
Position 836: 1.9354762561520434e-09
Position 333: 1.8318225313982065e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.5890114763197986
Position 1244: 0.30431295977522005
