Gene = ICE1
index = 673
Annotated 5SS: [  306 13783 14421 17220 18530 20551 21633 24816 25067 25204 31945 35048
 42533 43809 46295 51055 53386 64126]
Annotated 3SS: [13723 14385 17200 18417 20473 21594 24732 25026 25146 31857 34637 37741
 43639 46133 50863 53278 64026 66454]
SMsplice 5SS: [  306  8806 13783 18530 20551 21665 31945 32684 35048 43809 46295 50807
 51055 53386 64126]
SMsplice 3SS: [ 8714 13723 18417 20473 21594 31857 32543 34931 43676 46133 50613 50917
 53278 64026 64239]
top_k =  1000
Partition function (log Z): -7.646733332945145

Sorted 5' Splice Sites (High to Low Probability):
Position 43809: 0.9998525828048713
Position 51055: 0.9974812564411588
Position 13783: 0.9738302619057038
Position 64126: 0.9599871259109656
Position 20551: 0.9444111599885523
Position 35048: 0.914410848968631
Position 25204: 0.8887426162043575
Position 18530: 0.8658773393953888
Position 31945: 0.8362651732503098
Position 8806: 0.7966459716146852
Position 50807: 0.7824083267433023
Position 46295: 0.7644954621757273
Position 32684: 0.6717647555429698
Position 306: 0.6600331448293002
Position 53386: 0.6508410655922208
Position 5196: 0.5549921170381341
Position 28030: 0.4617805792019341
Position 25067: 0.4401357976265721
Position 19345: 0.4080710714476208
Position 38487: 0.39967508391391127
Position 21665: 0.3740873997132331
Position 34686: 0.30993113718825266
Position 29374: 0.2959147957005997
Position 21633: 0.24469892465044113
Position 2196: 0.2189851598435717
Position 46873: 0.2154946713037359
Position 28836: 0.19554215454352916
Position 33733: 0.18662599893837903
Position 10368: 0.18648072120138756
Position 46625: 0.1697609826797423
Position 3946: 0.16633525146571837
Position 12541: 0.16300086469376532
Position 9001: 0.16121147621660312
Position 31934: 0.1539108844568273
Position 21700: 0.15079150603139893
Position 17700: 0.1420095422263523
Position 4855: 0.13818883377629584
Position 9639: 0.1322087848521211
Position 30142: 0.12418037980800305
Position 14487: 0.12412298595554601
Position 28893: 0.11960832880736255
Position 5749: 0.11428894936860341
Position 24816: 0.1071622825015267
Position 46778: 0.10474819457780248
Position 64520: 0.10151524123049846
Position 9204: 0.1011876699376742
Position 3970: 0.09235572118406904
Position 33498: 0.0731091095475966
Position 629: 0.060455515265798815
Position 1278: 0.05271286126750013
Position 191: 0.05137966688875038
Position 19000: 0.047930465017381095
Position 13: 0.04264143170254619
Position 22998: 0.042248057430805765
Position 1504: 0.03998251592375846
Position 14242: 0.03844428353906719
Position 10304: 0.03582476596229383
Position 65261: 0.03346755520035944
Position 30083: 0.03252626398748355
Position 65298: 0.031861493456082364
Position 26014: 0.03004274426616952
Position 559: 0.029908075508070214
Position 21684: 0.029463574155483088
Position 1176: 0.02830288311888484
Position 36870: 0.02771429638586165
Position 548: 0.027623933823385387
Position 45029: 0.02755436997669627
Position 10360: 0.026959278791741575
Position 35080: 0.026493282613985775
Position 32263: 0.024767305570431247
Position 644: 0.02334266395725411
Position 625: 0.02279539065832544
Position 30519: 0.02200604625876941
Position 1399: 0.021023134275075777
Position 5177: 0.017273677352515216
Position 28025: 0.016977222314156347
Position 32200: 0.01609213964460779
Position 4622: 0.013382597760742037
Position 280: 0.012429319849441709
Position 14789: 0.012339345234757612
Position 2261: 0.0120767853645441
Position 7978: 0.011288954148596318
Position 568: 0.010474815284485451
Position 7132: 0.010402467923849728
Position 28349: 0.009998496466221968
Position 5423: 0.008863625720116826
Position 13908: 0.007784169445722397
Position 64096: 0.007693317664430029
Position 21075: 0.0070329344881480205
Position 32623: 0.006926591110426437
Position 31366: 0.0062719580184655635
Position 742: 0.006134290715571732
Position 15004: 0.0051143956630680075
Position 35824: 0.004914886668103762
Position 15341: 0.003660784708709313
Position 34334: 0.0036587867587704157
Position 2515: 0.0035970205314933106
Position 2036: 0.0032802978759280447
Position 6668: 0.003243350723992818
Position 22218: 0.003217635398159463
Position 1437: 0.0031847172717749802
Position 5594: 0.003076363339432951
Position 4180: 0.002361256292757847
