Gene = HEG1
index = 644
Annotated 5SS: [  384 26764 28754 35167 36697 43336 45520 46254 50694 53702 54107 58270
 65015 65172 78100 82228]
Annotated 3SS: [26469 28450 34827 36360 41967 45402 46133 50589 53642 53945 58134 64971
 65133 78011 82052 85156]
SMsplice 5SS: [  384  5372 13213 28754 34956 35167 45520 46254 49957 50694 58270 65015
 65172 78100 87461]
SMsplice 3SS: [ 5255 13125 28450 34827 35049 45402 46133 49855 50589 58134 64971 65133
 78011 87336 89000]
top_k =  1000
Partition function (log Z): -38.83505304994255

Sorted 5' Splice Sites (High to Low Probability):
Position 13213: 0.9922535766384328
Position 384: 0.8327255228770496
Position 5372: 0.7282571917317546
Position 10813: 0.5733063070974885
Position 9020: 0.5382983373664038
Position 772: 0.26351171981835453
Position 2200: 0.24673845603124997
Position 1312: 0.24565050881342976
Position 11935: 0.20105531927001397
Position 3138: 0.19757551432229545
Position 3984: 0.18183751533161685
Position 13432: 0.16046274377494663
Position 12425: 0.09752682350578845
Position 2362: 0.0959230903291829
Position 2150: 0.09263518177487355
Position 10268: 0.09199182330788071
Position 10192: 0.06962870901550719
Position 14724: 0.06243744685820108
Position 2254: 0.05979162539899711
Position 14645: 0.05487128273523067
Position 8077: 0.046623880073395324
Position 4349: 0.045393407303649165
Position 2461: 0.03607784720596961
Position 7594: 0.03196174681587411
Position 12408: 0.03185556871921486
Position 11544: 0.030834202814235594
Position 4469: 0.03067860097234533
Position 18658: 0.024967682575731082
Position 8504: 0.024024965957343884
Position 1659: 0.023090339592103652
Position 2191: 0.020560470198059188
Position 537: 0.015187588920644389
Position 9323: 0.014784945263993186
Position 2283: 0.014733973304800517
Position 2274: 0.01428339255698027
Position 9011: 0.014172084953470986
Position 1940: 0.01351889375980721
Position 13484: 0.013414102339907407
Position 8187: 0.012722837297732225
Position 2630: 0.009100086354585158
Position 7958: 0.009086297641126135
Position 3275: 0.008295194264154133
Position 8091: 0.007897402625058326
Position 2084: 0.007417804224642045
Position 12616: 0.006921223750766473
Position 6696: 0.005782737224237287
Position 12792: 0.005165057874138797
Position 850: 0.0048977033796833306
Position 14546: 0.0044831057140157175
Position 7660: 0.004234081428223474
Position 9488: 0.003708423987991066
Position 17257: 0.003066481581975374
Position 2556: 0.0025916699115960183
Position 9389: 0.0023948558765960657
Position 1853: 0.0018484087412635297
Position 388: 0.0018333482761663173
Position 1991: 0.001627547758127352
Position 1403: 0.001548035607480806
Position 1874: 0.001440893490619222
Position 43: 0.0010643013150701032
Position 14650: 0.0010523979628027662
Position 1698: 0.0008887891186957798
Position 9275: 0.0007961512341971976
Position 2097: 0.0007497309823154254
Position 2110: 0.0007394222778996436
Position 13458: 0.0005693823058271409
Position 1501: 0.0005639370913104535
Position 1825: 0.0005399683039914885
Position 906: 0.0005296308499452536
Position 529: 0.0005257941973645647
Position 630: 0.00041964809543615063
Position 7829: 0.0004139897226659409
Position 1246: 0.0003044365343306439
Position 16217: 0.0002853296606820561
Position 3389: 0.0002743745162713454
Position 2301: 0.00024142202675500065
Position 575: 0.0002109804006909308
Position 1979: 0.0002095967096667907
Position 7770: 0.00019848206961252618
Position 1286: 0.00013890824469752847
Position 462: 0.00013514329149493746
Position 2893: 0.00013314898305998024
Position 880: 0.00011914479480911677
Position 491: 0.0001152784795079107
Position 2584: 0.00011300646081399748
Position 1194: 0.00010472920918487826
Position 2957: 0.00010437320166626554
Position 2088: 9.17277605664383e-05
Position 1277: 8.002579316516542e-05
Position 637: 6.26180213190828e-05
Position 1337: 5.8570004994691276e-05
Position 1943: 5.801274653022034e-05
Position 513: 5.205146175931581e-05
Position 6294: 3.7148734865300905e-05
Position 920: 3.681379190536265e-05
Position 6250: 3.5725743461768346e-05
Position 6604: 1.8741100693270036e-05
Position 1009: 1.4403480951178845e-05
Position 417: 1.1188019955123278e-05
Position 1070: 1.0774012871495394e-05
Position 1723: 9.279071555169275e-06
Position 1471: 8.863168682618103e-06
Position 1946: 7.008791052727186e-06
Position 1068: 6.517017103338661e-06
Position 432: 5.645850476037645e-06
Position 727: 4.3066021031177165e-06
Position 834: 3.921392160407184e-06
Position 421: 2.614142849189451e-06
Position 577: 2.368205896114643e-06
Position 1717: 1.8627205322960652e-06
Position 91: 1.035879958662103e-06
Position 511: 1.0016810669598001e-06
Position 912: 9.49745685355805e-07
Position 1391: 9.123214411499961e-07
Position 1114: 4.2211222039844643e-07
Position 1075: 3.901307666046812e-07
Position 854: 3.895182264275791e-07
Position 1294: 3.7536930006124165e-07
Position 1263: 3.4227039737617587e-07
Position 816: 2.4217204976852064e-07
Position 1289: 2.2374857592641568e-07
Position 1224: 2.1453174767253446e-07
Position 1361: 2.0777935477948335e-07
Position 1513: 2.0556802003843073e-07
Position 558: 4.998379959813259e-08
Position 115: 1.538407672381513e-08
Position 734: 2.5308015814367763e-09
Position 62: 1.6872444077796457e-09
Position 588: 1.4564149230788882e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 13125: 0.7996015654362544
Position 5255: 0.72826410627671
Position 28450: 0.6011763588088663
Position 10426: 0.5738619019673363
Position 8877: 0.5028128533172701
Position 2062: 0.40131284356917635
Position 26469: 0.25032095949918637
Position 1216: 0.21489045731705883
Position 13332: 0.17230925883620005
Position 12899: 0.16625138395193928
Position 10127: 0.16168599977284734
Position 11762: 0.16140935224743302
Position 3912: 0.16003726501085747
Position 14600: 0.10819879583473867
Position 3067: 0.10767345798528037
Position 3049: 0.085144479729374
Position 12146: 0.08251437561079189
Position 2251: 0.08249763028613791
Position 19646: 0.05202460976698159
Position 8857: 0.04949235840509681
Position 12217: 0.047039143204234454
Position 8019: 0.04478379086118349
Position 2190: 0.044366581827856244
Position 17152: 0.0327410441938446
Position 610: 0.03192161707574662
Position 11290: 0.030839719575941612
Position 4223: 0.02864532723760258
Position 672: 0.026561001380064488
Position 11602: 0.026467664727762324
Position 2235: 0.026461715559823577
Position 1820: 0.02605701657337926
Position 1032: 0.023684720785313147
Position 7952: 0.023449037984346634
Position 9204: 0.022590871896270622
Position 2361: 0.020336699594387254
Position 459: 0.018477716475829232
Position 723: 0.018296402597996104
Position 4076: 0.01795220049046427
Position 4431: 0.016936266535436197
Position 7537: 0.01593290515167293
Position 1583: 0.014402011249164137
Position 12914: 0.014109580703872245
Position 11866: 0.013837764692797598
Position 18584: 0.013002141908943098
Position 13151: 0.012863517826609841
Position 18514: 0.012482641969526885
Position 8416: 0.012156085255501292
Position 14433: 0.011968554198690425
Position 3889: 0.01154680159905342
Position 12448: 0.011487227472231378
Position 7392: 0.011331771789974488
Position 756: 0.011257101454446155
Position 2393: 0.010759413532276337
Position 3948: 0.01025555404477847
Position 4079: 0.00949139645766012
Position 21163: 0.008872321770009935
Position 21641: 0.008439137116412889
Position 7462: 0.008140018829133747
Position 7762: 0.007659653915684826
Position 8385: 0.007055371682738661
Position 734: 0.006986750752479791
Position 1075: 0.006657192471423252
Position 20378: 0.0060248593602770595
Position 1498: 0.005484009266428284
Position 13379: 0.005304419072653177
Position 14360: 0.005144728876801982
Position 8332: 0.0048135090191039195
Position 3005: 0.0038298999925303473
Position 558: 0.0035707551398284987
Position 6368: 0.0034161048736824615
Position 22030: 0.0033294473655689433
Position 14533: 0.003327964285233192
Position 21886: 0.003058227887154152
Position 18999: 0.002867964989028972
Position 19755: 0.002863620023003779
Position 1870: 0.002755284518198948
Position 14401: 0.002520070311975782
Position 6639: 0.002386435060653684
Position 3244: 0.0023093263745222648
Position 1549: 0.002224181204460872
Position 14017: 0.0022181990213540823
Position 489: 0.002142194780914097
Position 4203: 0.002031004509593046
Position 2922: 0.002022079615551624
Position 1458: 0.001958659772610954
Position 18054: 0.0018045422650273693
Position 3172: 0.0016335238722051664
Position 2422: 0.0016238396209049687
Position 17677: 0.0015416016193326853
Position 12505: 0.0013587223356636108
Position 2559: 0.0012847426975271263
Position 4133: 0.0010270590411183822
Position 7789: 0.0009851709823195055
Position 14976: 0.0009706756320543621
Position 540: 0.0009507602403105326
Position 1194: 0.0009490925066605332
Position 14281: 0.0009227642164892798
Position 2797: 0.000884997235899787
Position 3069: 0.0007749661120085665
Position 813: 0.0007656042002260104
Position 16142: 0.0007416709709459496
Position 7243: 0.0007324624726136254
Position 1224: 0.0007266386333531245
Position 465: 0.0007021936684217017
Position 822: 0.0006970573001314376
Position 3219: 0.0006636856580420584
Position 15287: 0.0006266982933470824
Position 2833: 0.0005871785549052977
Position 18903: 0.0005819724981328887
Position 14146: 0.0005739162996230194
Position 13382: 0.0005736741651879435
Position 1873: 0.0005676825094029281
Position 14193: 0.000548210527234858
Position 3134: 0.0005422851083960966
Position 19537: 0.000513117737874296
Position 15844: 0.0003910073916466499
Position 17245: 0.0003723624589461252
Position 18799: 0.00036922744135602515
Position 1732: 0.0003474935491688424
Position 18715: 0.0003381167606503458
Position 2365: 0.0003245789555509534
Position 1479: 0.00029936485468568213
Position 15326: 0.00029117897857107634
Position 2447: 0.0002852640627729285
Position 8920: 0.0002504795540735125
Position 16719: 0.0002486944296349697
Position 17109: 0.0002479013937722601
Position 1639: 0.0002474048875772373
Position 1983: 0.00024653864658380194
Position 1511: 0.00024237695227846036
Position 17594: 0.00020427906910228913
Position 15670: 0.00020361752881003587
Position 13885: 0.0001952196974896497
Position 13557: 0.00019378746798347487
Position 15524: 0.0001854854193728955
Position 7617: 0.00017293332862809265
Position 13532: 0.00017019826575494774
Position 15390: 0.00015855739144939791
Position 771: 0.00015511966417042756
Position 15007: 0.0001377175876502717
Position 2809: 0.0001366118099197515
Position 694: 0.00013407719233071084
Position 1012: 0.00013255860293607928
Position 1324: 0.00011851802076180492
Position 677: 0.00010956268060506488
Position 1743: 0.00010536954430631034
Position 15771: 9.185763469573302e-05
Position 1846: 8.949181396346647e-05
Position 13411: 8.449042446728119e-05
Position 1500: 8.162406258071309e-05
Position 3310: 7.823167679770199e-05
Position 14255: 7.618660486071434e-05
Position 2077: 7.583093923174722e-05
Position 6154: 7.426786914305722e-05
Position 777: 7.370271821366335e-05
Position 2199: 6.475718374480957e-05
Position 16433: 5.596999305312399e-05
Position 527: 5.202402292727846e-05
Position 309: 5.0853578529345756e-05
Position 1441: 4.791726080192121e-05
