Gene = RPA3
index = 1191
Annotated 5SS: [   93  3433 31380 32778 78288 79538 80744]
Annotated 3SS: [ 3380 31278 32608 77431 79462 80634 81524]
SMsplice 5SS: [   93  9248 14590 32778 32949 79538 80744]
SMsplice 3SS: [ 9141 14461 32608 32842 79462 80634 81524]
top_k =  1000
Partition function (log Z): -36.694196990272395

Sorted 5' Splice Sites (High to Low Probability):
Position 9248: 0.9938960481763974
Position 93: 0.964940236642383
Position 14590: 0.8846600744183923
Position 21414: 0.3864581149756661
Position 5008: 0.218918743372571
Position 10135: 0.17324943840144588
Position 8088: 0.12945804373036002
Position 4389: 0.12537901660287992
Position 3433: 0.11583562560804263
Position 11919: 0.05250445436177169
Position 15910: 0.04630686750280327
Position 3944: 0.02895780106229382
Position 785: 0.026204845742737584
Position 707: 0.0235873525387696
Position 19161: 0.022365957365268686
Position 11748: 0.016495085306256766
Position 1209: 0.016267994685801354
Position 151: 0.012426552456310228
Position 4614: 0.012269684155561747
Position 8571: 0.010833401022934737
Position 245: 0.010015104167300745
Position 7657: 0.008914867859519603
Position 3482: 0.008571920206595937
Position 3381: 0.0082254777641269
Position 5695: 0.006698722579541154
Position 16678: 0.006627925091714067
Position 5178: 0.005228294754055352
Position 7824: 0.0034914746292487035
Position 21842: 0.003236336569279742
Position 1437: 0.0030735052810594663
Position 5389: 0.0025718059524405773
Position 2909: 0.0024338322184934507
Position 4744: 0.0021786981189739377
Position 779: 0.0017949786305603791
Position 3469: 0.0015529347320400923
Position 4393: 0.0015323912560105124
Position 5990: 0.001493682615889061
Position 7820: 0.0013115649171655534
Position 21944: 0.0012514653460872437
Position 6567: 0.0012111041463176721
Position 97: 0.0010507933180411214
Position 4697: 0.0010261164576324002
Position 6480: 0.0009332305974055562
Position 6044: 0.000909295670568821
Position 9233: 0.0008989802663244739
Position 324: 0.0006583511409403607
Position 5925: 0.0006181494019148153
Position 535: 0.0005743497654152648
Position 11501: 0.0005244560829871956
Position 546: 0.0004977183760034582
Position 3588: 0.00043113706877034863
Position 10190: 0.00037923577881360205
Position 9235: 0.0003658942378676556
Position 1645: 0.0003637685852604747
Position 6074: 0.00032297265396479403
Position 11176: 0.00014178359218374278
Position 9991: 5.739449950632766e-05
Position 282: 3.373831096169328e-05
Position 4361: 1.4774091167186316e-05
Position 3712: 8.584838372253211e-06
Position 12689: 7.627409024066549e-06
Position 354: 7.4310163050573855e-06
