Gene = AKNAD1
index = 49
Annotated 5SS: [  166  5423  7558  8183  8343 13961 19545 22166 22648 26536 29890 33529
 33725 36550 40047]
Annotated 3SS: [ 4326  7517  8033  8279 13826 19387 22037 22565 26443 29791 33405 33616
 36467 39916 40791]
SMsplice 5SS: [  166  8343 13961 19485 26536 26816 29890 33529 33777 39757 40086]
SMsplice 3SS: [ 8279 13826 19387 26443 26697 29791 33405 33616 39681 39916 40791]
top_k =  1000
Partition function (log Z): 5.631823857696116

Sorted 5' Splice Sites (High to Low Probability):
Position 29890: 0.9999803762911449
Position 8343: 0.977001116816585
Position 13961: 0.9427580283922188
Position 166: 0.9122086007018286
Position 33529: 0.8226977584890918
Position 19485: 0.669066667675348
Position 40086: 0.6248988386184635
Position 26536: 0.6207798642442341
Position 33777: 0.608287851377124
Position 20999: 0.6010515241897016
Position 36550: 0.5595454844261306
Position 26816: 0.5563259912737328
Position 22166: 0.5434749240173444
Position 39757: 0.4990051137353991
Position 7192: 0.4779640346770851
Position 6047: 0.4313003460653413
Position 6752: 0.42165608657028053
Position 32185: 0.39237068896549776
Position 34299: 0.3814480884050806
Position 14875: 0.3233978853200011
Position 8183: 0.3186815182901322
Position 5423: 0.31261951262971593
Position 33725: 0.3088176094177153
Position 19545: 0.2978428697384219
Position 40047: 0.2870174019635673
Position 22648: 0.2811599353565275
Position 33982: 0.253011178459107
Position 18677: 0.224540565537273
Position 6732: 0.19982781232265895
Position 7558: 0.19194071315735622
Position 14765: 0.19102294453221813
Position 3559: 0.1823140173070664
Position 8682: 0.18153025121739752
Position 8666: 0.17702959758122389
Position 8893: 0.1727850064850842
Position 16485: 0.16945700156656082
Position 27220: 0.16430312203795627
Position 7874: 0.13670421026363705
Position 6269: 0.12458411632524434
Position 30523: 0.12456036280156041
Position 40221: 0.11852506132068794
Position 37061: 0.10592282999062942
Position 10017: 0.09560544420722167
Position 22931: 0.09290706547926768
Position 25833: 0.0903655390621552
Position 8974: 0.08700894189400261
Position 39772: 0.08132876137064499
Position 28040: 0.07980440477250468
Position 20476: 0.07626989847488849
Position 26845: 0.0727136487818877
Position 33986: 0.06954413902424249
Position 6589: 0.06790758642114438
Position 34939: 0.06596931182920399
Position 11230: 0.06338577683991406
Position 8672: 0.061664633706093555
Position 6747: 0.0573780416138123
Position 6966: 0.05484154753813686
Position 28369: 0.053491356399021084
Position 31500: 0.053170153457256376
Position 253: 0.05061228785144617
Position 29198: 0.04953959898140382
Position 7741: 0.04708378372766919
Position 7934: 0.04667790543383817
Position 36825: 0.04619066278398508
Position 11727: 0.04557115507586188
Position 26805: 0.041499371748593195
Position 37903: 0.04127112724869479
Position 12429: 0.03629705149092935
Position 10788: 0.0351842429554528
Position 6926: 0.033835012594431994
Position 7359: 0.0320458638618766
Position 38215: 0.03149579182995041
Position 6096: 0.03072996487308299
Position 19111: 0.024291042957272274
Position 6615: 0.02186890951887416
Position 27336: 0.021267407959026673
Position 38777: 0.018363470415240467
Position 1084: 0.01649650801010405
Position 297: 0.016285710234547685
Position 39796: 0.015795012760590435
