Gene = HACD4
index = 637
Annotated 5SS: [   84  2342  5041 15739 20048 23616]
Annotated 3SS: [ 2237  4912 15625 19940 23489 24516]
SMsplice 5SS: [   84  1814  2342  5041 13688 13828 15739 20048 23616]
SMsplice 3SS: [ 1726  2150  4912 13633 13756 15625 19940 23489 24516]
top_k =  1000
Partition function (log Z): 1.5927484889484473

Sorted 5' Splice Sites (High to Low Probability):
Position 20048: 0.9824180913226567
Position 2342: 0.9621481216367955
Position 15739: 0.9464357878704501
Position 23616: 0.902374018215161
Position 13688: 0.8629468828146755
Position 84: 0.7916236192692931
Position 5041: 0.7583024087037616
Position 1814: 0.6081768419804077
Position 13828: 0.5205525897366847
Position 508: 0.38934136586106366
Position 24885: 0.32625429880469986
Position 237: 0.317112580837926
Position 20912: 0.30631069308248693
Position 21402: 0.24844717823145246
Position 22311: 0.24088416383285108
Position 13859: 0.23432045604704713
Position 873: 0.19573697210202173
Position 19588: 0.18178035519879887
Position 20293: 0.15580354533335355
Position 547: 0.15329533395698808
Position 5328: 0.14733465631346662
Position 2974: 0.1408726139188494
Position 1868: 0.11941431603542774
Position 1902: 0.11637734432662068
Position 23900: 0.10964751366497291
Position 2061: 0.10518294744841633
Position 25271: 0.09337214721242382
Position 16818: 0.08055363961881644
Position 2753: 0.07710970441303582
Position 24652: 0.0692318919059787
Position 1878: 0.060250291350867076
Position 16436: 0.05801335327633013
Position 9671: 0.05401462994257432
Position 20410: 0.051922078836079834
Position 26011: 0.05097219038180685
Position 24202: 0.04501016153495042
Position 21725: 0.04480001677938031
Position 999: 0.040773404151056444
Position 2056: 0.03153084848551336
Position 20632: 0.030725322598659933
Position 2736: 0.028132320779844646
Position 13294: 0.02807879113667644
Position 1825: 0.027067537912060208
Position 20304: 0.02525593488355381
Position 16691: 0.02488091190111217
Position 24670: 0.023655336065537318
Position 3276: 0.021637585263311523
Position 24321: 0.021609105639060794
Position 24270: 0.021283845013171467
Position 21067: 0.01951955653643154
Position 11930: 0.019000295277015772
Position 21759: 0.0188828762907702
Position 23301: 0.017474076474476758
Position 16299: 0.016904048887370474
Position 2151: 0.015757141773402632
Position 1538: 0.015017918085208432
Position 21473: 0.012624581161900536
Position 22595: 0.012343026717915966
Position 1550: 0.011465828991518146
Position 17721: 0.010805250510226625
Position 15824: 0.010000337001552183
Position 28226: 0.009924143899244474
Position 24054: 0.00879865682676984
Position 4580: 0.008427692202657478
Position 415: 0.008347636402291088
Position 4406: 0.007838115204986488
Position 23264: 0.007804194712477303
Position 344: 0.0068748359977683264
Position 3929: 0.00549848490861936
Position 20778: 0.005316509682792187
Position 4533: 0.004554802760345708
Position 4599: 0.004459153437951841
Position 2065: 0.004338136774655406
Position 23769: 0.004240599954181398
Position 21970: 0.0038458239539739775
Position 2238: 0.003603659511775994
Position 1367: 0.003430897169826761
Position 1742: 0.0031538995314748172
Position 20651: 0.0031367026288687486
Position 17212: 0.0027256872504207567
Position 456: 0.002391766432705038
Position 5031: 0.0019702029364445316
Position 2102: 0.0019156215508454007
Position 901: 0.0017752215461296584
Position 428: 0.0016551877083016645
Position 14061: 0.0015714610043900193
Position 16400: 0.0015277181369923035
Position 2218: 0.0014345790139812826
