Gene = RUBCN
index = 1217
Annotated 5SS: [   65 18743 31628 32178 33172 35012 36107 39766 40854 42345 43005 52563
 53413 54250 54885 55591 59240 59835 61298]
Annotated 3SS: [18588 31543 32017 33064 34854 35572 39669 40737 42133 42902 52501 53279
 54103 54819 55351 59177 59680 61203 61522]
SMsplice 5SS: [  262  4574 18743 31628 32178 33172 35012 36107 40854 43005 53413 54250
 54885 55591 59240]
SMsplice 3SS: [ 4458 18588 31543 32017 33064 34854 36002 40737 42902 53279 54103 54819
 55351 59177 61203]
top_k =  1000
Partition function (log Z): 13.874423542252853

Sorted 5' Splice Sites (High to Low Probability):
Position 18743: 0.9999999999999991
Position 31628: 0.9961307961882409
Position 43005: 0.9948883870319201
Position 54250: 0.9893916725554655
Position 32178: 0.9602894649599067
Position 53413: 0.9386066408605176
Position 54885: 0.9167146685807869
Position 59240: 0.9038381331150898
Position 40854: 0.8976556211687818
Position 55591: 0.8850602882595067
Position 35012: 0.8689064558508827
Position 4574: 0.7879159647997418
Position 36107: 0.7635181992899402
Position 33172: 0.5938326525616818
Position 14398: 0.5866260212277002
Position 262: 0.5281988208421524
Position 39766: 0.46516718219101855
Position 23339: 0.4486988264445694
Position 59835: 0.4318946264665756
Position 6499: 0.41649754589731586
Position 9486: 0.3950766780192864
Position 65: 0.3674188210938404
Position 2213: 0.27756227462114863
Position 6409: 0.26456336660294705
Position 9241: 0.2112353706857291
Position 3089: 0.19484453514335107
Position 2039: 0.16730818861732452
Position 61298: 0.16201841641982206
Position 52777: 0.1577163071843081
Position 12630: 0.13786459198928636
Position 42345: 0.13549587673198127
Position 36156: 0.13488979754908834
Position 2025: 0.13472689433458868
Position 52563: 0.11705135760035036
Position 582: 0.10435860035424131
Position 35062: 0.0891495778241329
Position 35792: 0.08324694724001228
Position 40909: 0.07674349656702278
Position 55989: 0.0673613366019875
Position 38403: 0.0627028176076422
Position 56106: 0.058931924238388535
Position 1973: 0.057833585793615944
Position 2102: 0.05727922465222181
Position 1966: 0.05558439823086282
Position 43965: 0.05333949207547222
Position 45646: 0.05158058652967946
Position 55376: 0.04291758439405655
Position 4594: 0.041848914231031785
Position 44732: 0.041533252995200234
Position 53691: 0.03922900805279404
Position 60753: 0.038556050250283844
Position 38416: 0.036268933944720916
Position 2057: 0.03444059453531515
Position 33635: 0.03414678479662127
Position 11904: 0.03281039004064907
Position 41944: 0.031850154347382996
Position 32643: 0.03172964849198223
Position 37533: 0.030328961711762126
Position 4535: 0.02988567513927195
Position 36710: 0.025450108940387704
Position 61325: 0.024247615611789144
Position 55014: 0.023270920683362926
Position 501: 0.02032318818321602
Position 55116: 0.019480692628950833
Position 55170: 0.018603663704425146
Position 47981: 0.01770402503755264
Position 271: 0.016704934723944527
Position 12596: 0.016505704478736317
Position 55982: 0.016473080619567676
Position 59363: 0.01609614640759681
Position 4746: 0.015731700574746297
Position 35487: 0.01534172420429013
Position 3530: 0.01521183620660468
Position 6471: 0.014372831111582909
Position 32182: 0.01353933957296489
Position 32700: 0.013111443209041925
Position 41706: 0.012236289814866337
Position 34317: 0.010622469664207785
Position 384: 0.01043573857923065
Position 42630: 0.009804183617676834
Position 60028: 0.009744993753445563
Position 49402: 0.008627260437801331
Position 54696: 0.0085260953765882
Position 50813: 0.008345090005920226
Position 3053: 0.008341212237568911
Position 55470: 0.007970627740496181
Position 4158: 0.007716600765398696
Position 61308: 0.007585654149901178
Position 3957: 0.006810768294865642
Position 39227: 0.006709210845519189
Position 61229: 0.006708854252449033
Position 11649: 0.0058499128173674034
Position 53806: 0.005731147423382441
Position 33229: 0.005453184700954153
Position 33847: 0.005420495130649994
Position 54943: 0.005067828905281577
Position 1589: 0.004753753116526467
Position 36980: 0.004603070345486745
Position 606: 0.004527900788029039
Position 55859: 0.0044508228869035655
Position 35479: 0.0043216284205056625
Position 35801: 0.004081113798106399
Position 9261: 0.004042885445079007
Position 32823: 0.004018191592537243
Position 54182: 0.003968744277106246
Position 55236: 0.0037063301884982286
Position 35767: 0.0034070968707706276
Position 33165: 0.003345366541542711
Position 3970: 0.003332837419237525
Position 55567: 0.0033306074488781735
Position 34757: 0.003277877086329434
Position 5277: 0.003273649745752914
Position 2230: 0.003018103889275603
Position 5128: 0.0029167233255527284
Position 56162: 0.002845544287975817
Position 40006: 0.0028335067628105946
Position 55371: 0.002790711054776601
Position 39381: 0.002782462281463423
Position 33268: 0.0027652406116154757
Position 60158: 0.0027027350084332697
Position 53450: 0.0025996211995629147
Position 44460: 0.00234116595275844
Position 2162: 0.0022694882682175407
Position 54700: 0.0022528671180497986
Position 3363: 0.002118946033461603
Position 2151: 0.002105665831902542
Position 6383: 0.0019238623264791746
Position 59575: 0.001911264340943557
Position 5328: 0.0017930243463257613
Position 389: 0.001724486177136029
Position 479: 0.0016425104548004731
Position 55080: 0.001631785549303643
Position 40613: 0.001605072655714783
Position 55455: 0.0015241280811639777
Position 836: 0.0014743585800881037
Position 4174: 0.0012502556110254115
Position 35110: 0.0012283130897453403
Position 4908: 0.0011993841700806698
Position 4957: 0.0011904962737495715
Position 53659: 0.001151326462207137
Position 60176: 0.001093627969273633
Position 54199: 0.0009224636327434715
Position 33208: 0.0008920042817302371
Position 5440: 0.0007974376217002192
Position 379: 0.0007558229801759794
Position 34705: 0.0007553681198185266
Position 36619: 0.0007019447650606612
Position 42322: 0.0006943235055336592
Position 54953: 0.0006546794850455237
Position 35683: 0.0006425770811311959
Position 55392: 0.0006394017311843515
Position 2588: 0.0006366026972987138
Position 37786: 0.0006326170942526094
Position 275: 0.0006195664598301196
Position 5549: 0.0006172596236789806
Position 343: 0.0006053176106664904
Position 9581: 0.0005830689819644946
Position 11632: 0.0005453280612322289
Position 45030: 0.0005394647106339165
Position 55444: 0.0005279281115019045
Position 32155: 0.0004934001776511372
Position 5084: 0.0004913515132098662
Position 49676: 0.0004644910037666939
Position 45231: 0.0004586504648721329
Position 47985: 0.0004542498541953041
Position 2158: 0.0004417272582866299
Position 601: 0.00043475656463302616
Position 4090: 0.00042773643184102373
Position 55585: 0.00042738063479656003
Position 1763: 0.0004133202514388645
Position 47172: 0.0004023507794337015
Position 59355: 0.0003980760741446596
Position 54980: 0.00038744438970925507
Position 6514: 0.00037766114085861357
Position 37403: 0.0003711905689088058
Position 2274: 0.0003525710731958403
Position 32252: 0.00034699705212447594
Position 1446: 0.00034538424400917014
Position 55477: 0.0003338563243314028
Position 1740: 0.000324630712801547
Position 1194: 0.0003076024758258047
Position 40972: 0.0003027214568879958
Position 59383: 0.000299912526341032
Position 55534: 0.00029735434222912015
Position 54994: 0.0002797743177144743
Position 54927: 0.00027374965121097186
Position 54736: 0.0002554029021859497
Position 59389: 0.00025092174141808543
Position 54740: 0.00022617241496458522
Position 48383: 0.00022486180406901886
Position 54477: 0.0001987717327769332
Position 1430: 0.00019717232188482377
Position 921: 0.00018413818825838637
Position 60063: 0.0001727100940520039
Position 1591: 0.00013182587388758813
Position 56120: 0.0001307897384545863
Position 310: 0.00012856266443315808
Position 44953: 0.00011960636276494847
