Gene = DPH7
index = 465
Annotated 5SS: [  311  1466  2856  4184  4728 13851 14043 14502]
Annotated 3SS: [ 1331  2767  4091  4554 13780 13976 14328 23286]
SMsplice 5SS: [  311  2856  4184  4728 13851 14043]
SMsplice 3SS: [ 2767  4021  4554 13780 13976 23286]
top_k =  1000
Partition function (log Z): -5.341565223766383

Sorted 5' Splice Sites (High to Low Probability):
Position 14043: 0.9667051470104727
Position 2856: 0.9114596973737005
Position 13851: 0.8822557555505173
Position 311: 0.7062964867214125
Position 4184: 0.6457101582209863
Position 4728: 0.6455972658718989
Position 14502: 0.31104182164868105
Position 6983: 0.29072443596499886
Position 426: 0.2642912277018475
Position 1466: 0.23603717158727527
Position 20760: 0.165026760247881
Position 3227: 0.14095502171225943
Position 20514: 0.13787084374589803
Position 14281: 0.12114802932034106
Position 4333: 0.11355712552708022
Position 20443: 0.07722349532367566
Position 20925: 0.07349325341059021
Position 20710: 0.06291151859591898
Position 15027: 0.04732889847652413
Position 15291: 0.04520117970552109
Position 19448: 0.042662062451592944
Position 9244: 0.040578811786955916
Position 20724: 0.03644897771988364
Position 9317: 0.031023624426742672
Position 22508: 0.0278781499528535
Position 22224: 0.02554646545883135
Position 6855: 0.025305278143906953
Position 19421: 0.025028966518519
Position 940: 0.02401442120233734
Position 9961: 0.020101612955916996
Position 14405: 0.01813340203485891
Position 2964: 0.018075119614075687
Position 1050: 0.017861335925402535
Position 2586: 0.017288694480666694
Position 8492: 0.016690105622001232
Position 8399: 0.01608408467112021
Position 2627: 0.015501621840970535
Position 6281: 0.014622533333221418
Position 9478: 0.011604215051242203
Position 1359: 0.009251694397640947
Position 6851: 0.009050435432091506
Position 9251: 0.008799812515184963
Position 9015: 0.007080851563370077
Position 14185: 0.00664359229011096
Position 15377: 0.005785672112504264
Position 14181: 0.005365001294007742
Position 3176: 0.004987215735309495
Position 8454: 0.0036390024736159005
Position 9258: 0.0031974541750361025
Position 1425: 0.0024557565337071673
Position 14198: 0.0024019658674529773
Position 9313: 0.002343831465389479
Position 8529: 0.0023087934734830995
Position 1760: 0.0021778765091493564
Position 1822: 0.001854840208885864
Position 569: 0.0015551312352189834
Position 537: 0.0015218840524131296
Position 1006: 0.001268550236785091
Position 6261: 0.0012408080860434208
Position 3101: 0.001186075634228928
Position 1474: 0.0011789087253053687
Position 17359: 0.0010470861489533844
