Gene = GCLM
index = 580
Annotated 5SS: [  373  4888  7826 11572 12793 14797]
Annotated 3SS: [ 4821  7740 11511 12589 14681 20250]
SMsplice 5SS: [  373  4888  7826 14797]
SMsplice 3SS: [ 4821  7740 14681 20250]
top_k =  1000
Partition function (log Z): -6.093690997185768

Sorted 5' Splice Sites (High to Low Probability):
Position 14797: 0.9513256715509729
Position 373: 0.8370439044264844
Position 7826: 0.7671361425089868
Position 4888: 0.7420508437831821
Position 20342: 0.49934394552339056
Position 11572: 0.4135818532139565
Position 12793: 0.26748516229064173
Position 8181: 0.2208521768781196
Position 746: 0.20799305968614834
Position 13936: 0.14979379438800955
Position 8192: 0.14027986796073594
Position 2361: 0.1091757181788823
Position 2213: 0.09223883129273704
Position 11067: 0.08548353590608847
Position 5646: 0.07567028828645393
Position 7618: 0.0750264223176885
Position 1895: 0.07281448636622617
Position 13843: 0.06951554494497104
Position 20362: 0.05845524293523812
Position 3929: 0.05207867154524624
Position 7987: 0.051398256171685426
Position 15522: 0.04840437697502227
Position 1582: 0.04475607904875157
Position 8906: 0.044011483782259164
Position 11656: 0.03884037546314435
Position 12397: 0.03680956529698581
Position 14853: 0.035070367196594385
Position 1336: 0.03459633531686412
Position 3559: 0.03402614777039487
Position 12362: 0.027972349281794245
Position 8580: 0.026548015605680816
Position 12401: 0.02389968273104739
Position 17508: 0.023833732570571756
Position 16623: 0.023258631236122786
Position 9652: 0.021281172536197043
Position 18727: 0.020993474714724066
Position 3527: 0.02058754787230852
Position 22842: 0.015165309641541848
Position 17615: 0.014924624543477153
Position 8877: 0.014480538837794238
Position 23149: 0.013885996491813102
Position 16611: 0.010993686585364634
Position 13588: 0.010969407445894759
Position 8289: 0.010526834137937107
Position 18777: 0.009599184093883937
Position 20349: 0.008296606537532353
Position 1744: 0.00808934324724464
Position 15033: 0.007816640208095377
Position 18125: 0.0074387076233848074
Position 6825: 0.006794452890436525
Position 16639: 0.006622209270447982
Position 12740: 0.006304987875312704
Position 20546: 0.00628017995789672
Position 9656: 0.006021169283067023
Position 20318: 0.005487492039349477
Position 5848: 0.005172437483944247
Position 17638: 0.005121264535141568
Position 2596: 0.004905026689665323
Position 10627: 0.004890500753687846
Position 4063: 0.004579763314627762
Position 2716: 0.004287971189063711
Position 7642: 0.004118943852736742
Position 18501: 0.003780975694623225
Position 6794: 0.0036022831971108575
Position 4937: 0.00306301799635986
Position 1209: 0.0030480795777058263
Position 3751: 0.003015633684416168
Position 861: 0.002912947871044762
Position 5862: 0.002784799209636792
Position 13814: 0.0027607481246760632
Position 4052: 0.0026525751043136305
Position 15084: 0.0026274484349153673
Position 1958: 0.0025709714283360338
Position 23051: 0.0025376813255438262
Position 1676: 0.002300293593596444
Position 147: 0.001963636898673924
Position 4696: 0.0015471609930273601
Position 1781: 0.0015070771808133791
Position 10751: 0.0014011882673197573
Position 10635: 0.0013674868647040963
Position 6468: 0.001225568017769163
Position 6067: 0.0011763366831124234
Position 16565: 0.0010617659039433122
Position 4654: 0.0009079762421643936
Position 4932: 0.0008903042766785787
Position 16187: 0.0008323702699725329
Position 6302: 0.0005272910833809357
Position 14924: 0.0004885711866753058
Position 936: 0.0004483837477142766
Position 1437: 0.00044440549379686303
Position 1508: 0.0004407333579060102
Position 40: 0.0004117928295681337
Position 17634: 0.000411533366657842
Position 2947: 0.0004036682449582778
Position 3698: 0.00025900228811145514
Position 4920: 0.00025614565499152716
Position 586: 0.00022751501890446224
Position 15706: 0.0001401874558786461
Position 1616: 0.0001297362368653622
Position 848: 0.00011687302512845652
Position 618: 0.00011683403525418194
Position 1115: 0.0001067446211508092
Position 2489: 9.783511693645347e-05
