Gene = RP11-723O4.6
index = 1180
Annotated 5SS: [   44  2020 26260 36206 38562 55974 56212]
Annotated 3SS: [ 1925 25354 36010 38332 55766 56054 60996]
SMsplice 5SS: [  693   962 26120 36206 55224 56000 56212]
SMsplice 3SS: [  827 26025 36010 55058 55766 56113 60996]
top_k =  1000
Partition function (log Z): -33.01133881221543

Sorted 5' Splice Sites (High to Low Probability):
Position 962: 0.9594100603083382
Position 5820: 0.7861436101760273
Position 693: 0.7100757665643167
Position 44: 0.2360802599920415
Position 11745: 0.16533877151863496
Position 21898: 0.12133606497165526
Position 2020: 0.06718081521863128
Position 756: 0.024553234595017133
Position 586: 0.02181138078970794
Position 4366: 0.02100634480200806
Position 564: 0.019328519217480758
Position 904: 0.01475146298535984
Position 993: 0.014747396862201006
Position 223: 0.013512404956629667
Position 1658: 0.012828043033282317
Position 8657: 0.012557713112224657
Position 9238: 0.009945992236420117
Position 3225: 0.005766316546459013
Position 2847: 0.005002633847058133
Position 4127: 0.004984353533751135
Position 5097: 0.004796786183439538
Position 1026: 0.004713709285664273
Position 4341: 0.004092141508493734
Position 591: 0.0036131540896463597
Position 1201: 0.0031455363281218474
Position 5461: 0.0024308697613547423
Position 519: 0.002291160154654033
Position 2912: 0.0022385762471338797
Position 194: 0.0022261340289058003
Position 2568: 0.0017504065020825792
Position 5473: 0.0015477685273946604
Position 401: 0.0015276859138894545
Position 2867: 0.0014133034547185604
Position 3530: 0.0013997127521321285
Position 3412: 0.001307830663131816
Position 259: 0.000712882630608463
Position 339: 0.0006691235187354035
Position 536: 0.0006337507650482727
Position 7883: 0.0006255997916859038
Position 9802: 0.0005529929989905923
Position 343: 0.00031028874824817363
Position 8685: 0.00024244638689798544
Position 524: 0.00021745912821395186
Position 527: 0.00020880279371470598
Position 448: 0.00020198301163368716
Position 6079: 9.63999259159277e-05
Position 539: 8.70746113199312e-05
Position 1124: 5.9883492843507164e-05
Position 1250: 3.54186575927505e-05
Position 328: 3.09810681276774e-05
Position 87: 3.037132619965951e-05
