Gene = ASS1
index = 103
Annotated 5SS: [   67  7405  9445 13661 19239 21871 25976 26587 32033 34872 35521 44536
 50095 54642]
Annotated 3SS: [ 7294  9375 13471 19181 21795 25904 26555 31941 34786 35455 44403 49937
 54575 56046]
SMsplice 5SS: [   67  7405  9445 13661 21871 25976 26587 30561 32033 34872 35521 44536
 50095 53174 54642]
SMsplice 3SS: [ 7294  9375 13471 21795 25904 26555 30486 31941 34786 35455 44403 49937
 53021 54575 56046]
top_k =  1000
Partition function (log Z): 21.128572253073234

Sorted 5' Splice Sites (High to Low Probability):
Position 21871: 0.9991396856444988
Position 32033: 0.9987046544731201
Position 34872: 0.9910897076713125
Position 9445: 0.9764296186588032
Position 67: 0.9642957869004617
Position 7405: 0.9636006336169175
Position 25976: 0.9245620700446324
Position 35521: 0.8993755494336084
Position 50095: 0.8471040009515953
Position 26587: 0.8329789715092488
Position 13661: 0.7793138741895218
Position 53174: 0.7577452259166543
Position 54642: 0.6481578029040972
Position 19239: 0.5539632249388879
Position 13358: 0.5423147984722949
Position 18445: 0.5275884577078488
Position 30561: 0.4449049047693743
Position 18732: 0.4082419860239429
Position 30727: 0.3905072752071603
Position 18756: 0.33522980085940657
Position 21610: 0.24143457785293432
Position 42437: 0.22525773915947808
Position 13633: 0.21996158722922146
Position 54692: 0.21943925836786057
Position 32454: 0.21523549173877796
Position 26349: 0.2110427178773718
Position 34295: 0.20788956801050787
Position 8751: 0.19331158077247942
Position 25213: 0.18970387073283018
Position 34306: 0.18303054832578097
Position 30249: 0.17366913882623064
Position 1036: 0.17057477564447
Position 34716: 0.16942127156321715
Position 33807: 0.16406935593100047
Position 9585: 0.15930232113395584
Position 50090: 0.15182161185306584
Position 41632: 0.1517181370330324
Position 31879: 0.13331655103055023
Position 22328: 0.13283842063382814
Position 21465: 0.11509148227230284
Position 26423: 0.09922190325173744
Position 6802: 0.08614111715361447
Position 5405: 0.07998823793412892
Position 25686: 0.07926150241258598
Position 6617: 0.07647122969865178
Position 2615: 0.06538692193383375
Position 53107: 0.06401635689942282
Position 24294: 0.0598266521160476
Position 655: 0.05747191762570051
Position 34009: 0.056017322455184544
Position 17661: 0.05252322217332952
Position 2606: 0.051761753809231266
Position 22602: 0.049953272128254594
Position 7212: 0.04987145343228495
Position 33155: 0.04698932176028583
Position 7638: 0.04593482467449022
Position 29546: 0.04353293297727731
Position 19556: 0.04310038957245199
Position 7866: 0.038428647826874884
Position 19526: 0.03259749834807306
Position 29540: 0.031902493700501904
Position 21223: 0.031728954918443915
Position 55120: 0.03012254218497823
Position 30810: 0.02978945362209941
Position 26632: 0.028067858140317356
Position 29163: 0.027192012353021395
Position 19194: 0.02677971291092086
Position 13973: 0.0262580421058838
Position 17893: 0.02509339556493127
Position 18750: 0.024995555188153044
Position 26661: 0.02364687072781367
Position 34313: 0.022544938489324293
Position 29856: 0.022363675914994618
Position 34299: 0.022244715471050627
Position 54722: 0.02176498768381803
Position 34460: 0.02151530701549926
Position 16771: 0.01990362233795847
Position 28109: 0.019408558072756512
Position 10807: 0.018479002318111816
Position 18475: 0.017887709157428544
Position 32172: 0.017441643685314874
Position 26483: 0.017383535403130406
Position 270: 0.017019140921349537
Position 26399: 0.01683886989694846
Position 2519: 0.015691004319486085
Position 25513: 0.015453033350857993
Position 11745: 0.015162634885592798
Position 12446: 0.01478020240004318
Position 2650: 0.014372018973904856
Position 33143: 0.014235467458499936
Position 3120: 0.013678049342689489
Position 12361: 0.013120566278851446
Position 10907: 0.012746674918090607
Position 20824: 0.012688248819155323
Position 8617: 0.012646361755109416
Position 25156: 0.012489516078556704
Position 5689: 0.011415702065899097
Position 34326: 0.011146994623465606
Position 1920: 0.010985899971938454
Position 6108: 0.010757299544911284
Position 30795: 0.010684853422773902
Position 32282: 0.009633894611096209
Position 54683: 0.00923926578807852
Position 25756: 0.009064034690495467
Position 15114: 0.00851538853938991
Position 6673: 0.008464996849662142
Position 9652: 0.00821267726079489
Position 31835: 0.008139393519857043
Position 21508: 0.0079595834925842
Position 26390: 0.007850836552694114
Position 34971: 0.007838858186542286
Position 16637: 0.007610870295311135
Position 556: 0.007601591039940852
Position 17843: 0.007144161841719885
Position 7021: 0.006973318155869619
Position 8563: 0.006871559000770478
Position 3457: 0.006770917198538654
Position 16825: 0.006436665136407521
Position 19586: 0.006313351173531749
Position 29826: 0.005996879057716029
Position 3990: 0.005937693210005222
Position 10861: 0.005552115619950351
Position 8603: 0.005509417988525456
Position 5143: 0.004924160673387987
Position 22612: 0.004662229463755744
Position 8094: 0.004608487306676938
Position 13383: 0.0045995131781351095
Position 8559: 0.004590020243806692
Position 55131: 0.004362677417973165
Position 5276: 0.004333964258019187
Position 18796: 0.0042887689416535495
Position 24214: 0.0042744082350643425
Position 8404: 0.004104699892050446
Position 28095: 0.003861354912536706
Position 18424: 0.0038554013473946973
Position 26449: 0.0036667342881494458
Position 29346: 0.0036408950577700434
Position 11808: 0.0036103145191546766
Position 329: 0.0035582692299391525
Position 8518: 0.003510526755160955
Position 26629: 0.0032353175191102896
Position 56143: 0.002898688048164767
Position 25779: 0.002843677850811275
Position 12484: 0.0026727534659317805
Position 33823: 0.002662088436121836
Position 1633: 0.0025746101344444887
Position 28117: 0.0025058830113865835
