Gene = DUSP12
index = 476
Annotated 5SS: [ 376 2012 2215 2695 3492]
Annotated 3SS: [1897 2095 2597 3304 7015]
SMsplice 5SS: [ 319 2012 2215 2695 3492]
SMsplice 3SS: [1884 2095 2597 3304 7015]
top_k =  1000
Partition function (log Z): 6.157238302698394

Sorted 5' Splice Sites (High to Low Probability):
Position 2695: 0.986368480028705
Position 2215: 0.9750674440259622
Position 3492: 0.9508498501903306
Position 2012: 0.9449189441205347
Position 319: 0.6493201399196848
Position 376: 0.29380583715442116
Position 1608: 0.2609459682015105
Position 7083: 0.1426619266347841
Position 4318: 0.11239878869630875
Position 4196: 0.099472364344561
Position 2502: 0.05876907457323803
Position 953: 0.04462318767713009
Position 4010: 0.038766665528579915
Position 6365: 0.03841440723737249
Position 2864: 0.029047260273952043
Position 5747: 0.027162785085820002
Position 336: 0.02446403471538091
Position 388: 0.019398496867462606
Position 141: 0.018760973393890313
Position 4192: 0.01849273448472304
Position 2207: 0.016565605390795875
Position 1799: 0.013216868565920113
Position 1604: 0.011669595422768594
Position 2016: 0.010729218836040572
Position 7060: 0.01042353630796688
Position 4185: 0.009150920937499493
Position 5770: 0.007312849358213231
Position 555: 0.006575538466652331
Position 3205: 0.005521513784059393
Position 4364: 0.005389028488902708
Position 2030: 0.004688351877713954
Position 1512: 0.004517630435711686
Position 706: 0.004423532611100624
Position 6213: 0.0043520724425349525
Position 3717: 0.004155638213702855
Position 3935: 0.0040544197125534495
Position 3039: 0.0035591152530682593
Position 4939: 0.002500069887861066
Position 4713: 0.002452336773914671
Position 2196: 0.002431478276915422
Position 5687: 0.002101606317089134
Position 4727: 0.0020801138869129474
Position 3909: 0.001754830686600599
Position 3162: 0.0015209077489242188
Position 1694: 0.0015165607341440695
Position 720: 0.001277195052246153
Position 5296: 0.0012177257814260964
Position 3424: 0.0012080764637962314
Position 7087: 0.0010641465322399077
Position 2219: 0.0010198381461289329
Position 2380: 0.0008326626532220907
Position 2669: 0.0008137377439159916
Position 5701: 0.0008133262789658991
Position 3698: 0.0007757439075607563
Position 735: 0.0005477968615957645
Position 4453: 0.0005251056952652095
Position 761: 0.00046195283777911037
Position 622: 0.00045751547524394134
Position 7065: 0.00045606193717986465
Position 392: 0.00039576576822340336
Position 119: 0.0003674992568909516
Position 5757: 0.00035028010374145294
Position 985: 0.0003036264312581421
Position 357: 0.0002928423948636076
Position 2891: 0.0002844490500010803
Position 2870: 0.0002616801595715078
