Gene = PIK3R4
index = 1030
Annotated 5SS: [  512  2344 10961 13282 16522 18367 23416 28441 30434 38539 39882 41269
 43107 56340 60619 62580 65339 65853 66217]
Annotated 3SS: [ 1564 10826 12698 16386 18144 23241 28294 30229 38336 39693 41057 42940
 56174 60406 62447 65237 65763 66107 67343]
SMsplice 5SS: [  212 10142 13282 16522 23136 23416 28441 43107 56340 60619 62580 64038
 65339 66217]
SMsplice 3SS: [10001 13108 16386 22997 23241 28294 42940 56174 60406 62447 63928 65237
 66107 66771]
top_k =  1000
Partition function (log Z): 1.151028155282297

Sorted 5' Splice Sites (High to Low Probability):
Position 43107: 0.9999999572917273
Position 56340: 0.9999997446839795
Position 62580: 0.9999997446839795
Position 13282: 0.9718781152772629
Position 23416: 0.9424333548121769
Position 212: 0.9399412591258937
Position 64038: 0.9216469264761418
Position 28441: 0.9088246968569677
Position 10142: 0.8087652896925458
Position 65339: 0.7495577535541716
Position 66217: 0.7235531862096146
Position 16522: 0.6501938156260363
Position 2344: 0.6418178415481159
Position 3083: 0.6382978706363902
Position 23136: 0.5889585873205657
Position 512: 0.5424311522763879
Position 38539: 0.5371451935696987
Position 15222: 0.5163141480712907
Position 65853: 0.48858941357346525
Position 18516: 0.42833779854954623
Position 5697: 0.38918746161658013
Position 63763: 0.38450370033398035
Position 10961: 0.36163427582320135
Position 18046: 0.3560964734130278
Position 6353: 0.32679488951091223
Position 17642: 0.31677752872921705
Position 41408: 0.3133257007743944
Position 10386: 0.30328223777325175
Position 10521: 0.2590291817849408
Position 23110: 0.2590271312998273
Position 18367: 0.22521876119085327
Position 13560: 0.2204002024738096
Position 3323: 0.18087149239260994
Position 9097: 0.14607152774876658
Position 4588: 0.1435807444156649
Position 41269: 0.1355160358801697
Position 4617: 0.12251232817499481
Position 11233: 0.10745081023096553
Position 6396: 0.09409365296208555
Position 12966: 0.08715209290488579
Position 63280: 0.0871356743462068
Position 30434: 0.08559790613023352
Position 471: 0.08400130965378681
Position 15210: 0.08242612388159289
Position 14650: 0.08210925135378373
Position 15369: 0.08156106731259134
Position 4045: 0.07868782351172311
Position 24629: 0.07662518966608617
Position 15482: 0.07623278145031949
Position 30272: 0.05178063178797741
Position 596: 0.04621855196092279
Position 21639: 0.045208833590400656
Position 21522: 0.04462855355283679
Position 23019: 0.044061670333143434
Position 18704: 0.03858358608041735
Position 24926: 0.03719986303895302
Position 20476: 0.035106884745385356
Position 64692: 0.03241793125673565
Position 23660: 0.030136819374138125
Position 28226: 0.0297186772663613
Position 1770: 0.029147866716029164
Position 15522: 0.02325219120451116
Position 2579: 0.022554875338744566
Position 23356: 0.022317323375403975
Position 4840: 0.021797605207281634
Position 23474: 0.021722174035469263
Position 16856: 0.019282761300099954
Position 27567: 0.019243936212985212
Position 695: 0.018083447198906977
Position 1163: 0.01807839680987206
Position 535: 0.015283615870105734
Position 27631: 0.012899400648474639
Position 14958: 0.012162113591234688
Position 35707: 0.011971883924547167
Position 2070: 0.011935876617520089
Position 14245: 0.01168060817636043
Position 25459: 0.011450982213602542
Position 14787: 0.011373715632104315
Position 16613: 0.011112998645694962
Position 126: 0.010822037107547595
Position 67503: 0.00981478852565541
Position 1922: 0.008008413597751665
Position 16491: 0.007831234237223709
Position 18071: 0.007787182549137197
Position 15654: 0.007436702246900386
