Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  1000
Partition function (log Z): 19.815450679876307

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 0.9965347082856331
Position 11324: 0.9884978015544151
Position 3408: 0.9683192256806766
Position 2666: 0.9674576465501293
Position 16676: 0.8691118244940845
Position 15077: 0.835841721331252
Position 18608: 0.7905981425936521
Position 17861: 0.7778275781110537
Position 8982: 0.5900091662437041
Position 14914: 0.5318345369352497
Position 8559: 0.470154924705296
Position 15776: 0.41556937593461507
Position 14130: 0.3592426235904816
Position 143: 0.3569975663178683
Position 4234: 0.2768017823480231
Position 18051: 0.2550151299403748
Position 14146: 0.2531714660631861
Position 1591: 0.22235161453653493
Position 6993: 0.20554572770997667
Position 12111: 0.19920976097453783
Position 7185: 0.180111565375034
Position 252: 0.11768708654963833
Position 12562: 0.11533852837109347
Position 1276: 0.1076667176204091
Position 286: 0.10144145610619491
Position 16867: 0.09117944996587987
Position 6976: 0.08784292895168605
Position 269: 0.08490463201719614
Position 666: 0.08397678943310039
Position 13621: 0.08382721216719022
Position 586: 0.07676313686481077
Position 768: 0.07245032803538345
Position 17880: 0.06789742624031321
Position 8571: 0.06251389797010733
Position 329: 0.06224897230382949
Position 495: 0.05906089238494535
Position 18595: 0.05614722026802207
Position 17681: 0.055467554487946734
Position 17519: 0.05266636624530835
Position 14723: 0.05089657151577733
Position 8971: 0.04622378497489486
Position 3091: 0.04546759824376499
Position 14999: 0.04418837894527214
Position 11103: 0.041856497484014044
Position 389: 0.039523227265912696
Position 6503: 0.03447549614734598
Position 525: 0.029615935269524517
Position 406: 0.02707525945896316
Position 4230: 0.02285711521175322
Position 9191: 0.021990293995188124
Position 1521: 0.019410029862158316
Position 16076: 0.016019419526705096
Position 5453: 0.015902713950173543
Position 9000: 0.015558603080198422
Position 1798: 0.015542032636615102
Position 1405: 0.014199940185934254
