Gene = PHPT1
index = 1023
Annotated 5SS: [ 497 1044]
Annotated 3SS: [ 918 1660]
SMsplice 5SS: [497]
SMsplice 3SS: [1660]
top_k =  1000
Partition function (log Z): -8.85495010142592

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.5433543622920606
Position 399: 0.3317268728638323
Position 1467: 0.2706400157299753
Position 970: 0.2679719857710245
Position 1044: 0.26418806975496806
Position 1423: 0.05112997445870654
Position 1526: 0.03465325197126557
Position 480: 0.030975890125631355
Position 203: 0.0182333964143125
Position 307: 0.017276632154213132
Position 302: 0.015227815450656977
Position 1028: 0.013515027219970414
Position 1630: 0.011108612680421678
Position 196: 0.008986045504095368
Position 180: 0.005092597551598793
Position 1166: 0.003349741363672459
Position 466: 0.002983874103169214
Position 1485: 0.002519328025637659
Position 1609: 0.0024640002512831024
Position 1727: 0.0015169379797941392
Position 1711: 0.0008160232153481414
Position 1517: 0.0005192766817027716
Position 1530: 0.0005170797945352501
Position 679: 0.000388135341952977
Position 1242: 0.00038452582529948065
Position 662: 0.00036911211278381977
Position 822: 0.00019591279915722674
Position 1578: 0.00018563923225337205
Position 751: 0.0001419020731900642
Position 254: 0.00014025754419484812
Position 50: 0.00013837986418851195
Position 801: 0.00012686814650631048
Position 489: 9.989060282313328e-05
Position 285: 7.246973053246352e-05
Position 403: 5.154909394618447e-05
Position 415: 3.484176336015214e-05
Position 938: 2.7527810792333265e-05
Position 1006: 1.726087010168034e-05
Position 122: 1.1876550374272333e-05
Position 1155: 9.503909949727485e-06
Position 976: 8.280463050683773e-06
Position 1082: 7.590911520969208e-06
Position 646: 4.307148539712177e-06
Position 343: 4.0928841538388775e-06
Position 188: 2.3183172714015266e-06
Position 1352: 2.221589173839955e-06
Position 1026: 4.580155078131605e-07
Position 370: 4.5286993945107024e-07
Position 725: 4.3739007549825917e-07
Position 936: 4.372123062851546e-07
Position 697: 1.4597283767497702e-07
Position 84: 1.1257519310905165e-07
Position 780: 6.176738490978172e-08
Position 257: 4.7410589728302484e-08
Position 622: 1.540822118919787e-08
Position 733: 1.5385598881307193e-08
Position 41: 1.5785691509437996e-10
Position 7: 8.61766048440065e-11
Position 391: 9.222424997015636e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1346: 0.42668566423341087
Position 1660: 0.3869990891592909
Position 918: 0.2904187692677929
Position 1828: 0.22544687815662917
Position 878: 0.19752037724111587
Position 1544: 0.09594990461485751
Position 1411: 0.045564156437067065
Position 661: 0.04368617748260849
Position 1445: 0.028099735783063056
Position 399: 0.016885040127948787
Position 722: 0.015087258193483043
Position 1190: 0.013359961820048432
Position 1164: 0.011660391712129042
Position 1408: 0.009950982074375152
Position 725: 0.009838935956892244
Position 1312: 0.008994142738071231
Position 786: 0.008002814895672025
Position 1004: 0.005256670240406845
Position 1678: 0.0049685879574251106
Position 269: 0.0049079683853691936
Position 841: 0.004149697567905952
Position 1855: 0.004033322576854669
Position 1323: 0.0037634676377618745
Position 887: 0.003169555594920368
Position 1075: 0.0030837144840322656
Position 1132: 0.0029277547926122903
Position 1784: 0.002427783445771667
Position 672: 0.002327583764112792
Position 1260: 0.002014480547077438
Position 1629: 0.00200643802675049
Position 451: 0.0018009471496634004
Position 858: 0.0017135766057517828
Position 1880: 0.0015939577718534137
Position 1602: 0.0015563410744174572
Position 285: 0.0014863630688524306
Position 1787: 0.0013539040571036317
Position 1348: 0.0010688300097465959
Position 1054: 0.0010566750029116436
Position 1499: 0.001033266382170201
Position 936: 0.0008462302434228316
Position 900: 0.0008432947868672394
Position 953: 0.0008372949279225416
Position 1893: 0.0008280339457774155
Position 1295: 0.0006472616130994436
Position 1352: 0.0006138815084620998
Position 1222: 0.0005681422696128623
Position 625: 0.0005502927278624873
Position 816: 0.0004667417238125716
Position 1622: 0.0004225603079297312
Position 646: 0.0003895674057193372
Position 956: 0.00038667523953440805
Position 1374: 0.00027604731191260444
Position 1176: 0.00022002047106155302
Position 1006: 0.00021345206179594576
Position 1466: 0.00019287190766899544
Position 733: 0.00017910581033946454
Position 693: 0.00014535682365768228
Position 1082: 0.00010845964259707736
Position 1452: 0.00010328929755125687
