Gene = TMEM167B
index = 1418
Annotated 5SS: [1080 3219]
Annotated 3SS: [3086 4613]
SMsplice 5SS: [1080]
SMsplice 3SS: [3086]
top_k =  1000
Partition function (log Z): -11.374286221062034

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.605822125134706
Position 3219: 0.5052648521658585
Position 611: 0.31116974574225936
Position 680: 0.20119403937069597
Position 1946: 0.1590123273364384
Position 2727: 0.15496553314241676
Position 1363: 0.05327251289988948
Position 6807: 0.04783529485821611
Position 3204: 0.03134344326341682
Position 6801: 0.029755208061923843
Position 2450: 0.026188435167387582
Position 1376: 0.021685548178201314
Position 3292: 0.018028220192796547
Position 3548: 0.012976011413285759
Position 6518: 0.008912910721793798
Position 298: 0.008494232914406359
Position 2423: 0.008373154106959853
Position 3392: 0.0070718821989240194
Position 828: 0.007068460656540316
Position 4773: 0.005774457243255027
Position 1971: 0.005763888569406118
Position 1053: 0.005248562581127459
Position 154: 0.005127330105073794
Position 3280: 0.005016366854905642
Position 2182: 0.004858859196511246
Position 3887: 0.004695182818049347
Position 5450: 0.0036778789084591862
Position 1106: 0.0034413005877284557
Position 1516: 0.0027061914420115555
Position 2203: 0.0020424661448768307
Position 431: 0.0019743490475334787
Position 1842: 0.0019445733469999208
Position 571: 0.0018483129055097188
Position 6567: 0.0016700899472655416
Position 516: 0.0016290052365378603
Position 2134: 0.0014872966743406583
Position 368: 0.001076538445807611
Position 2043: 0.0008973521316773183
Position 865: 0.0007312301720962969
Position 2975: 0.0005840144037699356
Position 6117: 0.0005316575437123382
Position 631: 0.0005275166864032277
Position 4121: 0.0004502985174653186
Position 1592: 0.00035345214210885656
Position 1933: 0.0003061283134573621
Position 2956: 0.0002976323844867524
Position 2921: 0.00023479051654024566
Position 10: 0.00020041352059908053
Position 7: 0.00019875881018227614
Position 3666: 0.00018819882687241347
Position 1220: 0.0001428542702844632
Position 2434: 0.00010664376215062873
Position 2908: 0.00010399883659692767
Position 1451: 8.748114905435847e-05
Position 2015: 7.303897067400255e-05
Position 186: 5.5189266127010385e-05
Position 325: 4.01499152224867e-05
Position 3674: 2.7955482099250118e-05
Position 1581: 2.573417609320277e-05
Position 537: 2.3271130163952345e-05
Position 1242: 1.511129223764861e-05
Position 1630: 1.3582796238597501e-05
Position 1602: 1.1106300246654103e-05
Position 458: 1.0439564815249792e-05
Position 269: 9.790401667696231e-06
Position 1459: 9.539521841735288e-06
Position 3865: 9.468927890903896e-06
Position 265: 9.375635371608419e-06
Position 39: 6.516941582053057e-06
Position 1522: 5.61491336357351e-06
Position 649: 5.225618258081547e-06
Position 278: 4.693986099882556e-06
Position 83: 4.540149219024309e-06
Position 876: 4.4440501166351115e-06
Position 916: 4.231104344935943e-06
Position 1112: 3.351374545027403e-06
Position 377: 2.9676929400461843e-06
Position 255: 1.788467091131233e-06
Position 990: 1.7148288743346009e-06
Position 402: 1.699371932912624e-06
Position 244: 1.694989493049075e-06
Position 398: 1.2620052779326533e-06
Position 949: 1.1491015703004586e-06
Position 411: 9.126100095550224e-07
Position 241: 8.921295397960738e-07
Position 639: 7.303041102733382e-07
Position 388: 5.139772932044565e-07
Position 235: 4.674644830458899e-07
Position 595: 2.95425974076421e-07
Position 48: 1.9497941134998258e-07
Position 51: 1.757881065656119e-07
Position 967: 1.7042340080244986e-07
Position 475: 1.6663648103012267e-07
Position 45: 1.521467546297601e-07
Position 54: 1.4331226302001542e-07
Position 1275: 1.3073295905085008e-07
Position 57: 1.1806945666399501e-07
Position 60: 1.1335290031126935e-07
Position 63: 9.186298638477672e-08
Position 66: 7.665186442076008e-08
Position 992: 4.8891834492758094e-08
Position 372: 4.114244917251132e-08
Position 1509: 2.340445743915693e-08
Position 814: 2.0674158433879344e-08
Position 1132: 2.0445468660673813e-08
Position 1156: 1.4984831527625926e-08
Position 110: 3.0710784145952566e-09
Position 95: 2.1795144890118633e-09
Position 69: 1.3830229929752502e-10
Position 548: 7.010084017661343e-11
Position 502: 3.608419921896853e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3086: 0.6671435112619805
Position 6966: 0.21839488933883247
Position 2546: 0.10830993821656722
Position 6623: 0.10449158397449786
Position 4613: 0.09010716888592418
Position 793: 0.07319403730947527
Position 5023: 0.07283527309701612
Position 5813: 0.07081209220244422
Position 1052: 0.06740866443477299
Position 6397: 0.06146698608783523
Position 1341: 0.06008010763957582
Position 1182: 0.060018602989715716
Position 6674: 0.05770649041126882
Position 2391: 0.05518716032366605
Position 5842: 0.04226175762161002
Position 1689: 0.04194106128210007
Position 1773: 0.03701028879534204
Position 1724: 0.032442913748888275
Position 1856: 0.027077201167304152
Position 3324: 0.022352572076386672
Position 1912: 0.02113326172363849
Position 2275: 0.020502478926049644
Position 2415: 0.01856185088513788
Position 967: 0.017999692733284663
Position 3790: 0.017298388465197784
Position 5207: 0.016080703451236116
Position 1759: 0.015025115265721622
Position 1266: 0.011789281005356596
Position 2510: 0.010561354902865958
Position 4806: 0.010034399082783882
Position 4878: 0.009154520199996817
Position 1655: 0.008923504935180574
Position 6687: 0.008476035696763407
Position 5416: 0.00689369029801131
Position 3932: 0.006420696431911978
Position 4732: 0.005563046406091041
Position 3979: 0.005279200535948662
Position 3218: 0.005051542179929662
Position 6597: 0.004909870583243698
Position 3440: 0.004791485355054843
Position 2813: 0.004704348273004172
Position 3014: 0.004277313425806292
Position 876: 0.004252994549393567
Position 5898: 0.003861171854591191
Position 2579: 0.003834732834914658
Position 3731: 0.003701491855804508
Position 1058: 0.00361820547792382
Position 6411: 0.0031012559173785002
Position 4228: 0.003019445536424384
Position 2678: 0.0026707407875947563
Position 6865: 0.0026154484128809077
Position 914: 0.0026110865057282027
Position 5775: 0.00246862926145883
Position 5536: 0.002368067474099286
Position 2001: 0.0022104412839895745
Position 6374: 0.002145691916839846
Position 4705: 0.0020159694764334884
Position 6566: 0.0020115493611094753
Position 3489: 0.0017769085048610393
Position 6455: 0.0016326682100752802
Position 3151: 0.0016172885247280235
Position 5730: 0.001568479348700677
Position 3480: 0.0015124949550249741
Position 6862: 0.0014947130438758061
Position 2561: 0.0013640972445798103
Position 5516: 0.001343910987222213
Position 2328: 0.0012934845989796217
Position 6327: 0.0010798242975013814
Position 3886: 0.001019387244659433
Position 2598: 0.001011493822325868
Position 6167: 0.0009086799852142189
Position 1581: 0.0008990171434514622
Position 5679: 0.0008860042941498064
Position 5885: 0.0008786968789082584
Position 4535: 0.0008106161479350302
Position 803: 0.0007940101931171187
Position 5905: 0.000707260817053576
Position 847: 0.0006666768289408786
Position 990: 0.0006275248314814019
Position 3457: 0.0006219863933117328
Position 2707: 0.0006199904208798863
Position 4632: 0.0005595587879283317
Position 1729: 0.0005476238691854422
Position 701: 0.0005461439738973337
Position 2365: 0.0005399300303404998
Position 1454: 0.000512564026909743
Position 4922: 0.0005109123611625183
Position 1842: 0.00046072031143899544
Position 704: 0.00044651889926742503
Position 2007: 0.0003975600912922787
Position 3379: 0.0003622336802927721
Position 6006: 0.0003254183720520024
Position 3815: 0.00029153310266310183
Position 3762: 0.0002900808112991489
Position 1829: 0.0002872415682022916
Position 5555: 0.00026269991651495754
Position 5601: 0.00023847515496728443
Position 542: 0.00023712090999145454
Position 406: 0.00022171787744097526
Position 2645: 0.0002192361657691924
Position 1525: 0.00021863700021657688
Position 5034: 0.00020365209102849
Position 2302: 0.00018641016347403148
Position 901: 0.00017786020935924994
Position 4975: 0.00017489579267820248
Position 779: 0.00014456657368803195
Position 773: 0.0001346955513327752
Position 828: 0.0001246447362217008
Position 515: 0.00011995849542778624
Position 2334: 9.12584135711113e-05
Position 1778: 8.707676424442047e-05
Position 997: 6.130013886824207e-05
Position 1870: 6.0403218084150494e-05
Position 430: 4.903139479278761e-05
Position 1275: 4.8390057104191875e-05
Position 1628: 3.734708446328126e-05
Position 1362: 3.404931817961613e-05
Position 1423: 3.341728919978456e-05
Position 1816: 3.272531411226241e-05
Position 885: 3.2279532423090446e-05
Position 2107: 1.813855242978397e-05
Position 2371: 1.7917475716993675e-05
Position 679: 1.7737614785868372e-05
Position 1798: 7.684250642903408e-06
Position 472: 6.964487311212622e-06
Position 1726: 6.803117218940355e-06
Position 458: 6.401024566220311e-06
Position 1667: 5.4160919153757e-06
Position 380: 4.846990580787808e-06
Position 2065: 4.817341809981311e-06
Position 1360: 3.2858259777689167e-06
Position 575: 2.201455706676225e-06
Position 835: 1.9621198715240394e-06
Position 1618: 1.856806949437527e-06
Position 3461: 1.455813734444372e-06
Position 2023: 1.3190182260168556e-06
Position 808: 1.2152038593932845e-06
Position 1639: 1.14634900376168e-06
Position 610: 1.1348461406200036e-06
Position 1299: 1.0174899066406176e-06
Position 2038: 8.605701131811307e-07
Position 3238: 8.528099578110325e-07
Position 683: 7.075180194181224e-07
Position 1064: 6.906892938718229e-07
Position 843: 6.862318850762241e-07
Position 377: 6.827815241050946e-07
Position 548: 6.684624284529634e-07
Position 557: 4.62796433793245e-07
Position 3265: 4.010872792660649e-07
Position 584: 3.9338106006692616e-07
Position 571: 3.048430854693396e-07
Position 1484: 3.021998954500558e-07
Position 1790: 2.9937193099716146e-07
Position 1565: 2.84605340696028e-07
Position 1367: 2.4114443524835477e-07
Position 273: 2.0764345079706152e-07
Position 1781: 1.9966231988673311e-07
Position 103: 1.6700080018351812e-07
