Gene = SSU72
index = 1344
Annotated 5SS: [  392 10097 30007 31001]
Annotated 3SS: [ 9952 29866 30881 32701]
SMsplice 5SS: [  263 10097 10536 12136 30007 31001]
SMsplice 3SS: [ 9952 10453 12003 29866 30881 32701]
top_k =  1000
Partition function (log Z): -6.569583559056191

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.8404267916935116
Position 10097: 0.7801420838551442
Position 10536: 0.5827882249360017
Position 12136: 0.5805392402455753
Position 10520: 0.3088645695468656
Position 22813: 0.2181578222641201
Position 16585: 0.15294692174960042
Position 15590: 0.14344563181111428
Position 13538: 0.13691480814783055
Position 13289: 0.12205070972676571
Position 392: 0.1172571373589081
Position 10265: 0.10173990048233328
Position 10299: 0.10165675392997862
Position 15637: 0.07490559175535817
Position 11952: 0.07366860248410287
Position 9307: 0.07110419203458881
Position 32789: 0.06829468680008391
Position 22558: 0.06428760249937995
Position 13231: 0.05317482278027772
Position 13261: 0.05258381616695375
Position 22801: 0.052346745217134505
Position 6860: 0.04965273713948575
Position 10801: 0.04279226855778815
Position 7240: 0.04262746404644238
Position 22395: 0.040210547638034264
Position 5438: 0.03287042572171097
Position 4912: 0.027669007088594016
Position 22726: 0.027273299941752746
Position 10383: 0.027017389503482616
Position 5559: 0.026829678879717583
Position 7552: 0.023152380428501967
Position 974: 0.022107203603387013
Position 10064: 0.021840004343820305
Position 4701: 0.019023541232689074
Position 268: 0.018191845095566712
Position 9426: 0.01690324335788277
Position 10317: 0.015049000987983546
Position 9406: 0.014592789363438885
Position 9472: 0.014531781063926812
Position 16225: 0.0135530625903874
Position 1324: 0.010223785745412304
Position 12012: 0.010221002920741747
Position 14145: 0.009853585198213121
Position 13370: 0.009240257011625211
Position 17717: 0.009218852400961717
Position 13554: 0.009056256866318729
Position 3350: 0.008989998816333084
Position 7704: 0.008140631552662075
Position 5622: 0.008040220613339377
Position 5627: 0.007898305456399
Position 7827: 0.007787490899969303
Position 1073: 0.007020322439452152
Position 12911: 0.006233368955319589
Position 10525: 0.005805169895261778
Position 13498: 0.0053897206699638975
Position 19216: 0.005313914979073849
Position 1867: 0.005018737833312864
Position 18089: 0.004407724562659655
Position 10149: 0.004293428533290269
Position 7223: 0.004247317292855193
Position 566: 0.003678651187298151
Position 7593: 0.0035823579480096265
Position 17197: 0.0035560484828890404
Position 149: 0.0033268826321076095
Position 888: 0.0031103248704585744
Position 6965: 0.0023356255990066572
Position 3265: 0.0022034722076718894
Position 10634: 0.0017472005707939579
Position 11790: 0.0016859847175384357
Position 1372: 0.001386320447226861
Position 11946: 0.0013645207969022674
Position 709: 0.0012900367408564975
Position 4090: 0.0012830028953637882
Position 12767: 0.0011997571242845528
Position 657: 0.0011996057426320928
Position 4423: 0.001128141585247146
Position 3339: 0.0011033701915461795
Position 1709: 0.001085589740726912
Position 14216: 0.0010641801861507568
Position 10290: 0.0010312265933768638
Position 9218: 0.0010076193114421407
Position 700: 0.0009063039636059889
Position 510: 0.0008814566566644382
Position 8404: 0.0008742766371951239
Position 1092: 0.0008664820256643458
