Gene = IL20RB
index = 691
Annotated 5SS: [  337 22728 24486 31701 34224 37692]
Annotated 3SS: [22600 24294 31575 34072 37548 52247]
SMsplice 5SS: [  337 18063 22728 24486 28920 29153 31056 31701 37692]
SMsplice 3SS: [17954 22629 24294 28828 29013 30965 31575 37548 52247]
top_k =  1000
Partition function (log Z): -7.640454983533891

Sorted 5' Splice Sites (High to Low Probability):
Position 24486: 0.999961141073635
Position 337: 0.9901437672550896
Position 37692: 0.9786787383978288
Position 22728: 0.9672122327397826
Position 28920: 0.9266721131717525
Position 10871: 0.9245950074044901
Position 29153: 0.8759308085265257
Position 31056: 0.7241227964606708
Position 18063: 0.7048607559751902
Position 31701: 0.6936864405827353
Position 20203: 0.4322482903330355
Position 34224: 0.4072012950578299
Position 43117: 0.3402882132171901
Position 37252: 0.1863703032626667
Position 6923: 0.1710380499471068
Position 32192: 0.16859464346603745
Position 31762: 0.15847673356201378
Position 1816: 0.11728495233955587
Position 32214: 0.11127195879998963
Position 36728: 0.10712906996820794
Position 32136: 0.10573578200704144
Position 36898: 0.10245536382054311
Position 1502: 0.09841606054085456
Position 9022: 0.09800266726193121
Position 3031: 0.09659273626367744
Position 32796: 0.09374029110985917
Position 32837: 0.09270853893198105
Position 10463: 0.08616750586977212
Position 32111: 0.08037037328415324
Position 32943: 0.07464748846458621
Position 29051: 0.05274025948190538
Position 810: 0.04645720277649581
Position 42108: 0.03855521759574272
Position 36871: 0.03672782972681369
Position 3707: 0.03499312884899657
Position 23118: 0.03374727767139991
Position 32904: 0.03218658803557185
Position 32991: 0.0282665997201584
Position 35354: 0.02673996888283697
Position 30479: 0.024105922390457623
Position 38798: 0.024103330001129634
Position 1923: 0.022349786821082882
Position 7553: 0.021445746763906693
Position 3146: 0.01898546957801149
Position 35206: 0.017949709277236107
Position 34694: 0.01625516823491767
Position 2944: 0.01619337451350928
Position 33585: 0.015505993639110136
Position 41690: 0.015220686808836464
Position 38180: 0.014466280178288065
Position 10231: 0.014225108077546827
Position 33581: 0.013212891482301519
Position 32094: 0.012669468117068374
Position 34088: 0.012319614790026667
Position 23876: 0.011465399402091226
Position 34588: 0.010990109237581131
Position 8566: 0.010034315063813743
Position 7257: 0.00930318954594208
Position 43171: 0.008672899414173865
Position 34183: 0.008385397644890408
Position 22976: 0.007952956958220622
Position 36908: 0.005443999674331599
Position 8478: 0.005426258120068834
Position 32857: 0.005036800685807712
Position 20217: 0.004978882060063253
Position 34570: 0.004336826921723215
Position 31024: 0.003319114253343045
Position 31726: 0.0032849707573057267
Position 32128: 0.0031751741023354632
Position 31936: 0.003132502417568194
Position 33112: 0.002788483292083216
Position 35401: 0.002004798223349042
Position 29890: 0.00182254898905426
Position 1517: 0.0016039241728098893
Position 33502: 0.0015663080269367473
Position 41730: 0.001281828910688345
Position 341: 0.001240448079316819
Position 5252: 0.0012151118844284938
Position 687: 0.0011334759972934524
Position 1620: 0.0010425284754193352
Position 34980: 0.0010056709751833735
Position 32930: 0.0010047584430594929
Position 31693: 0.0009860554915710825
Position 32710: 0.0009602298701033645
Position 43101: 0.000870598171069169
Position 33628: 0.0008009721903067447
Position 32961: 0.0007747685573675716
Position 3127: 0.000610045719545641
Position 32908: 0.0005638776139196594
Position 32113: 0.0005203820224172073
Position 5568: 0.0004884715340621054
Position 32913: 0.00045431931937419464
Position 33670: 0.0004088665618172746
Position 7881: 0.0004063402293856442
Position 24876: 0.00037924458301054174
Position 32168: 0.0003715872408860781
Position 37622: 0.0003443176608382669
Position 31626: 0.0003398317117519287
Position 5311: 0.00033931775063609723
Position 5882: 0.0002631477603485302
Position 37700: 0.00024417079842881383
Position 1147: 0.00021837127084427127
Position 38269: 0.00018103780269514247
Position 861: 0.0001498082070098629
Position 230: 0.00014289679869765833
Position 1777: 0.00012182041758288519
Position 1971: 8.937297312698311e-05
Position 32535: 8.512821223875172e-05
Position 2847: 6.10391034316567e-05
Position 2087: 4.4636106812544396e-05
Position 37856: 4.315678279797076e-05
Position 7116: 3.375091520646944e-05
Position 384: 3.2734310634868883e-05
Position 37671: 2.946437417100485e-05
