Gene = EIF2B3
index = 490
Annotated 5SS: [   118   5590   8296  45105  59983  89256 104999 106793 110993 111933
 128907]
Annotated 3SS: [  5432   8149  44944  59870  89165 104870 106601 110914 111783 128802
 135606]
SMsplice 5SS: [   118   5590   8296  45105  59983  89256 104763 104999 106709 110993
 111933 117860 128907]
SMsplice 3SS: [  5432   8149  44944  59870  89165 104650 104870 106601 110914 111783
 117775 128802 135606]
top_k =  1000
Partition function (log Z): -63.27403292734576

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.9628187866145852
Position 8296: 0.9133265981489551
Position 5590: 0.8460403257053646
Position 16633: 0.560744289436675
Position 21540: 0.21064365152659592
Position 5898: 0.1669560598000917
Position 10197: 0.14350670447968775
Position 10767: 0.10122596811617753
Position 9715: 0.09110789314990612
Position 5605: 0.07656388239082872
Position 11721: 0.04403974558472996
Position 12868: 0.03365510299648072
Position 10193: 0.025919679942696488
Position 191: 0.01953899604409259
Position 5865: 0.01441243995612331
Position 5552: 0.012504065589923936
Position 16133: 0.01064448450292224
Position 9238: 0.0060482839811704815
Position 130: 0.005873466557336076
Position 5954: 0.004053796532596555
Position 1282: 0.0037876111782761614
Position 273: 0.0032045089520765352
Position 547: 0.003197466119653711
Position 6907: 0.002034815228222348
Position 10048: 0.002029624067071649
Position 7638: 0.0019493969401974025
Position 395: 0.001810121204271466
Position 4937: 0.001789300029110926
Position 177: 0.0014666096991672935
Position 1604: 0.0014479662801889965
Position 5869: 0.0014199946971307617
Position 438: 0.0013935701942596299
Position 1047: 0.0013731455709864548
Position 5002: 0.0012546282269085473
Position 882: 0.001251808643992838
Position 2672: 0.0011524487507225758
Position 10201: 0.0010823787264462332
Position 5722: 0.001038788715192241
Position 5469: 0.0008177180133277079
Position 2745: 0.0007910911688334213
Position 6436: 0.0007722191345068706
Position 10020: 0.0006792292186450339
Position 125: 0.0006615691813937903
Position 5679: 0.0006520931986308553
Position 10719: 0.0006422922291259357
Position 383: 0.0006310905292493997
Position 5752: 0.00062791877803748
Position 10165: 0.0006185252600195244
Position 3201: 0.0005695910198581941
Position 528: 0.0005464514794999701
Position 5985: 0.0005166837233824416
Position 10519: 0.0004489009726493699
Position 7498: 0.00040001489215651107
Position 4560: 0.0003563628770650343
Position 255: 0.0003435764696878916
Position 7941: 0.0003079322216973408
Position 1273: 0.00030746690144186446
Position 5093: 0.00025995984475565045
Position 6071: 0.00024833241519665796
Position 4695: 0.00023436848724462105
Position 8108: 0.00022465759929464913
Position 1433: 0.00022229890203863495
Position 1572: 0.00020824342142629451
Position 4388: 0.00020822392929343333
Position 8947: 0.00017516525299280815
Position 10211: 0.00016726628635681793
Position 6224: 0.0001634196030346566
Position 253: 0.00015829356514686452
Position 2557: 0.00013992002370223581
Position 6230: 0.00013848734344288268
Position 5819: 0.0001372730085620818
Position 201: 0.00013678994233733315
Position 781: 0.00012989419499892974
Position 10248: 0.0001256777186811173
Position 7337: 0.00012474579037143372
Position 247: 0.00011767366031125233
Position 3592: 0.00011387173307347972
Position 5104: 0.00011250386028946266
Position 10534: 0.00010565860066074518
Position 2704: 0.00010437582539380635
Position 389: 9.571253633410048e-05
Position 2658: 8.693945607488938e-05
Position 3359: 8.659853842129691e-05
Position 6063: 8.526259343967842e-05
Position 3196: 8.359075516068473e-05
Position 74: 7.675220068954869e-05
Position 3001: 7.463603841926306e-05
Position 8227: 7.368627272349266e-05
Position 4082: 7.321423242374771e-05
Position 3772: 7.109778366064519e-05
Position 4605: 6.959010503937392e-05
Position 3403: 6.828876875175426e-05
Position 2598: 6.667634557898476e-05
Position 245: 6.600477706424685e-05
Position 4838: 5.927493275232311e-05
Position 835: 5.8047151976628156e-05
Position 8: 5.576768871110081e-05
Position 1728: 5.2401493445218146e-05
Position 43: 5.1506541285519354e-05
Position 5529: 5.055768052700685e-05
Position 3547: 4.6897956187128664e-05
Position 661: 4.470777466270211e-05
Position 1425: 4.409021259101136e-05
Position 262: 4.3467139000863326e-05
Position 10121: 3.966827622168325e-05
Position 4783: 3.783136232509316e-05
Position 6909: 3.66278716661215e-05
Position 10456: 3.6008479349061216e-05
Position 219: 3.503323194728743e-05
Position 4114: 3.47704621607929e-05
Position 7542: 3.365972875449846e-05
Position 1090: 2.7022147488357654e-05
Position 2515: 2.6359837935374014e-05
Position 1338: 2.544331128886334e-05
Position 1031: 2.4812724324630984e-05
Position 5257: 2.2370790238671003e-05
Position 4615: 2.2133536753787596e-05
Position 1117: 2.172166560206267e-05
Position 494: 2.162304529281364e-05
Position 2828: 2.0604124423936372e-05
Position 3398: 1.9530475096728314e-05
Position 4350: 1.943343857597043e-05
Position 2209: 1.9110362840409345e-05
Position 4236: 1.819764090043904e-05
Position 4432: 1.571641037133711e-05
Position 8633: 3.227857349522903e-07
Position 2509: 2.0790498983880725e-07
Position 65: 2.058733652232901e-07
Position 216: 1.932718095506297e-07
Position 666: 1.5012332737718663e-07
Position 10053: 1.0965900983836041e-07
Position 845: 1.946830416264342e-08
Position 161: 7.522751762184155e-09
Position 568: 4.205848520865884e-09
Position 606: 2.8224427033642437e-09
Position 12: 1.5838473578355468e-09
Position 51: 5.129715366818613e-10
Position 326: 4.792898080420555e-10
Position 854: 4.4541180281580947e-10
Position 751: 2.80195336047859e-10
Position 873: 2.7279941252984685e-10
Position 506: 9.929534181237718e-11
Position 24: 4.516221198318983e-12
Position 350: 4.457618140967788e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5432: 0.9042799171979752
Position 8149: 0.8706223263937981
Position 27702: 0.6201081663900969
Position 16565: 0.5716516163653738
Position 21423: 0.2404252622972028
Position 10621: 0.10349469202351384
Position 5751: 0.09155859786325023
Position 10117: 0.06683668799798526
Position 24346: 0.06624677239603162
Position 17458: 0.05769461220199041
Position 11403: 0.04472794265194567
Position 5717: 0.044184245342188115
Position 9671: 0.04335418616080372
Position 9602: 0.04006491495590168
Position 10044: 0.03734046115933617
Position 10073: 0.03359904988337144
Position 12805: 0.028614309907202803
Position 5529: 0.027775911104100926
Position 14035: 0.023344791541811426
Position 8171: 0.022420137811423553
Position 18249: 0.020623665321959254
Position 22583: 0.020065022451918463
Position 8197: 0.017652760817511316
Position 5658: 0.017175366474043257
Position 10019: 0.01588057265660981
Position 9848: 0.015342963658278507
Position 13576: 0.013393643316107876
Position 5787: 0.012177597199109517
Position 12913: 0.011921995071580295
Position 10369: 0.011554124426215376
Position 15996: 0.011465250348874143
Position 5725: 0.009460455955776968
Position 19957: 0.008489454469668879
Position 9955: 0.008079980997183983
Position 10641: 0.007939765660575766
Position 11588: 0.007065757170424225
Position 17716: 0.006944170317474482
Position 20178: 0.006500809221511321
Position 5454: 0.006454015721974674
Position 16405: 0.006432325337263889
Position 9650: 0.005987978663560391
Position 17741: 0.005871314513296393
Position 8152: 0.005412305966879138
Position 11421: 0.004045498773422864
Position 10617: 0.0037446369509318116
Position 12649: 0.003486290670835323
Position 5506: 0.0034662298798814792
Position 5457: 0.003268420202895664
Position 13488: 0.0031651022466133273
Position 18275: 0.0031376697638118805
Position 12625: 0.0028304003583818614
Position 16204: 0.0028167671347391287
Position 11844: 0.0028111438177708045
Position 11631: 0.002805344344123111
Position 13572: 0.0026558941012603094
Position 14389: 0.002577857936507983
Position 7370: 0.00232927005566562
Position 312: 0.002262292365055012
Position 18413: 0.0021152048662660423
Position 17547: 0.0021148278646103444
Position 9217: 0.001995492115765156
Position 9619: 0.0019601186743498475
Position 11377: 0.001933496664912809
Position 9167: 0.0019214136997774056
Position 20607: 0.001892467649527737
Position 13596: 0.0018537901820046422
Position 15735: 0.0016525034220238833
Position 5809: 0.0016117921513924005
Position 945: 0.0014450630646341384
Position 11960: 0.0013958945496311522
Position 13245: 0.001392349244229368
Position 10434: 0.001383979618517864
Position 6140: 0.0013674637992348037
Position 9899: 0.00131715290172351
Position 2433: 0.0013034671660719426
Position 4674: 0.0012924949571191968
Position 6813: 0.001218776516373967
Position 250: 0.0011188035178358953
Position 1173: 0.001075033523878965
Position 8184: 0.0010170663843764604
Position 5632: 0.0009298188070148541
Position 1538: 0.0009193584591441383
Position 4464: 0.0008692582098211012
Position 12138: 0.0008541761313325193
Position 9184: 0.000812567139768066
Position 5589: 0.0007624024294896137
Position 5702: 0.000734113113258435
Position 1031: 0.0007214704409871863
Position 5493: 0.0006667560071126204
Position 9014: 0.00066615115920151
Position 926: 0.0006240462494710645
Position 10468: 0.000562231016440194
Position 1139: 0.0005617395935611187
Position 6721: 0.0005477462652305697
Position 4841: 0.0005312129410396353
Position 10076: 0.0005249450379371944
Position 2601: 0.0005193242244000381
Position 4694: 0.000513853821922582
Position 8386: 0.0005135175061935614
Position 9715: 0.00046388273841040236
Position 679: 0.0004382233631722293
Position 7516: 0.00039366795543433516
Position 5865: 0.00037455696452525926
Position 2457: 0.0003700842638888632
Position 13333: 0.0003683756165997093
Position 2956: 0.00033808177759739013
Position 1209: 0.0003377404303586772
Position 12909: 0.0003350329670040086
Position 8406: 0.00033298035829407716
Position 1492: 0.00033041103615769415
Position 5021: 0.0003067904640550901
Position 5958: 0.00029890207116688324
Position 5824: 0.0002955508687033288
Position 15635: 0.0002887719323300198
Position 9631: 0.00028734560796078593
Position 11978: 0.0002614587102050018
Position 11399: 0.0002577937921438654
Position 4670: 0.00025726447492820185
Position 15538: 0.00025569330674935967
Position 799: 0.00023979969845182666
Position 9099: 0.0002360147154759419
Position 14654: 0.0002299665370796376
Position 14415: 0.0002262095452680378
Position 8009: 0.00022018843706583132
Position 716: 0.00021071487114233668
Position 3173: 0.00021027023311254056
Position 9314: 0.00020936432300003318
