Gene = BUD31
index = 149
Annotated 5SS: [ 364 1529 2546 7620 8955]
Annotated 3SS: [ 1392  2422  7496  8787 10749]
SMsplice 5SS: [ 364 1529 2261 2546 7620 8955]
SMsplice 3SS: [ 1392  2207  2422  7496  8787 10749]
top_k =  1000
Partition function (log Z): 6.793763422344403

Sorted 5' Splice Sites (High to Low Probability):
Position 2546: 0.994505312810328
Position 7620: 0.9933234027055665
Position 1529: 0.9654841477177157
Position 364: 0.9467502167780538
Position 8955: 0.793021196015203
Position 2261: 0.6525414254417643
Position 7126: 0.394165387586948
Position 10635: 0.3292473531176987
Position 3682: 0.31076729647777046
Position 3343: 0.2163415048739917
Position 10435: 0.07688641368196703
Position 8223: 0.06203398730121756
Position 1215: 0.039895022880262615
Position 8690: 0.03576908142262636
Position 9274: 0.03513330555489594
Position 559: 0.03156780774581624
Position 9939: 0.024079163000555195
Position 3707: 0.018921904944995398
Position 184: 0.018591624137759964
Position 10078: 0.01795323829189436
Position 6626: 0.012807382849070206
Position 266: 0.01279976455720892
Position 8344: 0.010058130772389741
Position 1025: 0.008241538828404638
Position 605: 0.008026309516288768
Position 10504: 0.006840551856013437
Position 7197: 0.006757987508194509
Position 1417: 0.0061127456624201605
Position 5231: 0.006063881419313557
Position 7406: 0.004275258682312915
Position 6082: 0.004136767573821319
Position 10662: 0.00407181588544342
Position 3672: 0.0038740181888920924
Position 6536: 0.003528203285305314
Position 1138: 0.003360773696118211
Position 6235: 0.0032644787453726862
Position 1305: 0.0032566506867721667
Position 10020: 0.0031113965939674588
Position 538: 0.0022317872217787926
Position 8882: 0.001887067006820156
Position 7627: 0.0017584379373355352
Position 10547: 0.0015924047773598292
Position 9119: 0.0015206110356086517
Position 7396: 0.0015109106984265211
Position 2351: 0.0013747372282683192
Position 8692: 0.0013637313038457031
Position 967: 0.001255437407222358
Position 1852: 0.001187252595780283
Position 2343: 0.0011871954566541375
Position 7392: 0.0011302337837256534
Position 4544: 0.001053492287739444
Position 8648: 0.0009381562688774684
Position 8014: 0.0009204886600917675
Position 5078: 0.0008518419636672471
Position 2232: 0.0007806719668313461
Position 2695: 0.0007724783534422814
Position 5046: 0.0007433542672691562
Position 8487: 0.0006918679666405813
Position 2181: 0.0006161654328456417
Position 2296: 0.0005472421632957421
Position 8517: 0.0004927682291871261
Position 8575: 0.00044030268945878135
Position 2570: 0.0004358684586834137
Position 2550: 0.0003996103985147536
Position 9894: 0.0003696285128481981
Position 10089: 0.0003659162264039772
Position 95: 0.00030523567969847567
Position 1740: 0.0003050764627658908
Position 8960: 0.00030344865543443974
Position 1328: 0.0003011048659400182
Position 10626: 0.00029695191196075875
Position 4690: 0.00026430216176325167
Position 9240: 0.000259954000283471
Position 2319: 0.00025056590917638995
Position 1968: 0.00024050610891688647
Position 5895: 0.00021027836505159675
Position 1091: 0.00020609671375347943
Position 7227: 0.00019015639071968282
Position 7183: 0.00016899910422188023
Position 3770: 0.0001444023451683651
Position 885: 0.00014003307395427895
Position 3432: 0.00013670551143748596
Position 1155: 0.00012404684460062061
Position 8952: 0.00011908693249571139
Position 3582: 0.00011708863041702947
Position 980: 0.0001152947610127504
Position 1770: 0.00011329753900643716
Position 3814: 0.00011218882093481214
Position 4926: 0.00011195118253352153
Position 1705: 8.799684980512939e-05
Position 8346: 8.730771395040006e-05
Position 1263: 7.56755600778633e-05
Position 423: 7.41758007002026e-05
Position 1020: 7.333383648768439e-05
Position 5594: 7.128645859056965e-05
Position 7905: 6.64529192573402e-05
Position 5371: 6.560378699351971e-05
Position 1003: 6.53570209441602e-05
Position 2787: 5.746259184305076e-05
Position 3381: 4.7132617177018634e-05
Position 420: 4.5525732118972626e-05
Position 136: 4.420503376834051e-05
Position 9093: 4.4145735585381755e-05
Position 1679: 3.9109848344710006e-05
Position 3328: 3.80141796725401e-05
Position 1123: 3.778786718465581e-05
Position 10838: 3.343381080042292e-05
Position 808: 3.1283473817065205e-05
Position 3193: 3.0242402890485225e-05
Position 1070: 2.7431657182176058e-05
Position 3403: 2.638421651134583e-05
Position 3447: 2.501870300041647e-05
Position 1159: 2.433654905157346e-05
Position 8511: 2.3067607911803878e-05
Position 7959: 2.2827908553587308e-05
Position 8369: 2.026015240041431e-05
Position 2744: 1.9215103264346996e-05
Position 1046: 1.793567359142719e-05
Position 483: 1.5669591698523838e-05
Position 2942: 1.4595570864789693e-05
Position 2731: 1.2711232657071166e-05
Position 2579: 1.222274937544621e-05
Position 1104: 1.1238479485749307e-05
Position 1343: 1.0266305034660521e-05
Position 1044: 8.756454708164847e-06
Position 144: 8.595627715849843e-06
Position 3421: 8.504318421686952e-06
Position 571: 8.180677769708683e-06
Position 1148: 8.101778060285048e-06
Position 3165: 6.174260113902483e-06
Position 109: 5.515589680693279e-06
Position 3368: 5.502703262703815e-06
Position 1232: 5.20231172906527e-06
Position 2836: 5.106274541420441e-06
Position 2237: 4.96086014653565e-06
Position 1825: 4.4575768820100866e-06
Position 2290: 4.4488173852303205e-06
Position 69: 4.357856411450086e-06
Position 1258: 4.211758358327756e-06
Position 9562: 3.947483680878413e-06
Position 3301: 3.3795096696575155e-06
Position 2265: 3.2085919794960215e-06
Position 646: 3.1050974438258045e-06
Position 3041: 3.050966286683192e-06
Position 368: 2.8424292714007843e-06
Position 1142: 2.667165208345218e-06
Position 2066: 2.0517752305103498e-06
Position 2499: 2.0078779501645723e-06
Position 1260: 1.6032728339161197e-06
Position 481: 1.4553994487787608e-06
Position 1986: 1.2739148392511414e-06
Position 9150: 1.2624880552720604e-06
Position 3280: 1.0648487728561028e-06
Position 8978: 9.724725837537096e-07
Position 3043: 9.637106452272568e-07
Position 4311: 9.500676750634291e-07
Position 9422: 7.001825118042726e-07
Position 3247: 5.843420321854166e-07
Position 2953: 3.509694621928851e-07
Position 3501: 2.2708394876814196e-07
Position 5347: 1.1445162421929593e-07
Position 4448: 9.017276147222521e-08
Position 158: 2.742895512645604e-08
Position 595: 2.535191396288648e-08
Position 7631: 1.80120764851911e-08
Position 27: 1.0149781873877586e-08
Position 18: 7.610157393077386e-09
Position 328: 7.228855875560859e-09
Position 670: 3.756227574512935e-09
Position 381: 3.735469856099508e-09
Position 1171: 3.520402471752423e-09
Position 622: 2.900011087709719e-09
Position 370: 1.5238405063721258e-09
Position 451: 6.533019705219182e-10
