Gene = DALRD3
index = 426
Annotated 5SS: [ 406 3229 3639 3818 4024 4478 4640 4823 5094 5279 5448]
Annotated 3SS: [2932 3381 3737 3894 4403 4577 4739 4910 5164 5378 5543]
SMsplice 5SS: [ 406 3229 3639 3818 4024 4478 4640 4823 5094 5279]
SMsplice 3SS: [3037 3560 3737 3894 4403 4577 4710 4891 5164 5543]
top_k =  1000
Partition function (log Z): 11.84853731428617

Sorted 5' Splice Sites (High to Low Probability):
Position 4823: 0.9848743896513189
Position 4024: 0.9816091417721166
Position 3818: 0.9715720065801483
Position 406: 0.9446943430113159
Position 4478: 0.8384158668922054
Position 5279: 0.8323932020401409
Position 3639: 0.7968724877841731
Position 3229: 0.7944892531345339
Position 5094: 0.787173529892945
Position 4640: 0.5053787746234474
Position 2852: 0.4823228807496063
Position 5448: 0.18174213131398717
Position 5035: 0.1200920885404455
Position 4622: 0.04676338218891227
Position 827: 0.04244031449789808
Position 4594: 0.0407896559237297
Position 199: 0.0353892175781961
Position 64: 0.0349808300068344
Position 5433: 0.030826240129977894
Position 4515: 0.023395589810615288
Position 2537: 0.02147589084961383
Position 3274: 0.016986565500181287
Position 4482: 0.01536118800325516
Position 3018: 0.013567447194680693
Position 3180: 0.013211901166073221
Position 734: 0.012891296304619774
Position 2382: 0.011419509729531185
Position 5058: 0.009122561148304268
Position 5264: 0.009049716420350552
Position 3837: 0.008822620973646455
Position 2858: 0.007040220350429298
Position 658: 0.006961545865836484
Position 1250: 0.006730591305747611
Position 3347: 0.006708983507023052
Position 3385: 0.0057049054572443645
Position 1254: 0.00494342711639291
Position 5486: 0.00490462564153997
Position 3185: 0.004583089363362733
Position 5166: 0.004321273708849595
Position 3320: 0.004107344523034237
Position 841: 0.0039997028665859045
Position 1948: 0.0028559141979446405
Position 3040: 0.0019739381689794456
Position 3383: 0.001922984999614978
Position 582: 0.0018800518730173576
Position 5469: 0.0018277659854762582
Position 4028: 0.0016793072354525209
Position 3449: 0.0016604625545264607
Position 4671: 0.0015752290781292431
Position 2933: 0.001458674251142219
Position 998: 0.0013581769625238287
Position 5110: 0.0012563293553708322
Position 5394: 0.0011435580594500413
Position 5493: 0.0011165582547233463
Position 2257: 0.0010722631155241922
Position 1443: 0.001062279589360334
Position 2427: 0.0010584396030841868
Position 4469: 0.001054153647838419
Position 1696: 0.0009137787440665952
Position 2979: 0.000842089873258978
Position 4976: 0.0006843909468026192
Position 4578: 0.0006641031037594088
Position 188: 0.0006424734572556432
Position 3996: 0.0006021663279377066
Position 2102: 0.0005588097825184656
Position 3841: 0.0005371530278865819
Position 5023: 0.0005133714864646127
Position 4936: 0.0005043651686941602
Position 3407: 0.0004968953426366173
Position 4171: 0.000431481003844366
Position 1816: 0.0004161738077508884
Position 5020: 0.0004105462140403696
Position 2990: 0.0003749150992967208
Position 3261: 0.00036492177987574264
Position 3856: 0.0003633613688936122
Position 211: 0.0003270629016823532
Position 4682: 0.00031410610204440876
Position 5039: 0.0003038783384238274
Position 939: 0.000263041662352899
Position 61: 0.00024869310816767217
Position 359: 0.0002428575765613955
Position 1777: 0.00018434328116860682
Position 3389: 0.00018006982765173896
Position 1940: 0.00016644962154087936
Position 4789: 0.00013947757645043884
Position 2754: 0.00013309254096221168
Position 2507: 0.00013286753368967012
Position 2406: 0.00012147846280571396
Position 1546: 0.0001074888592765437
Position 138: 0.00010438128287404564
Position 2759: 9.510413225376796e-05
Position 5601: 9.171762981586175e-05
Position 698: 8.440157793512412e-05
Position 50: 7.82545104494629e-05
Position 2875: 7.568283367780502e-05
Position 4041: 7.420676914245749e-05
Position 4818: 7.042107489750425e-05
Position 5190: 6.946130177113668e-05
Position 2708: 6.873184056004422e-05
Position 4195: 6.485522248501433e-05
Position 4230: 6.474252993676961e-05
Position 4984: 6.437542452376237e-05
Position 714: 5.9765409542698644e-05
Position 68: 5.8948827853200805e-05
Position 1085: 5.674319009410177e-05
Position 3584: 5.2784583819298876e-05
Position 3633: 5.2246178146125294e-05
Position 3681: 4.6555182394972875e-05
Position 2358: 4.370615241334982e-05
Position 3822: 4.0524892118515895e-05
Position 2662: 4.002142700428325e-05
Position 2090: 3.345509364280056e-05
Position 3863: 3.0306851559969286e-05
Position 4268: 2.8274924197675157e-05
Position 3950: 2.4068397334733865e-05
Position 4642: 2.1507963044903934e-05
Position 4162: 2.0081357436341748e-05
Position 5018: 1.8841118603784086e-05
Position 3914: 1.6537677421390383e-05
Position 4438: 1.4356470937945864e-05
Position 190: 1.4163778147038829e-05
Position 4431: 1.4152312288092593e-05
Position 1605: 9.223950206099955e-06
Position 1210: 8.065669598981634e-06
Position 767: 7.293783711556343e-06
Position 1238: 7.085259310482253e-06
Position 5098: 6.771582061219609e-06
Position 749: 6.517709060693556e-06
Position 82: 6.238473087174122e-06
Position 808: 6.09398466518581e-06
Position 615: 5.483679156436276e-06
Position 5610: 5.00792133705043e-06
Position 3874: 4.856702562292301e-06
Position 1842: 4.462564612301775e-06
Position 92: 3.8888199860783e-06
Position 102: 3.599029262872521e-06
Position 948: 3.457002517920241e-06
Position 1080: 3.3191791497710295e-06
Position 4864: 1.6264279323134557e-06
Position 4664: 1.1543235680012098e-06
Position 4764: 1.1033946031356094e-06
Position 3705: 1.0791004992503632e-06
Position 453: 8.263473708368186e-07
Position 305: 5.409083644596447e-07
Position 158: 3.834126267190101e-07
Position 482: 3.420660434071953e-07
Position 1243: 3.0404398093162644e-07
Position 505: 2.9174808840743534e-07
Position 392: 2.0519430953331708e-07
Position 3: 1.590452710110137e-07
Position 990: 1.4726060222296652e-07
Position 1321: 1.2083031441197002e-07
Position 4775: 8.817530342338454e-08
Position 490: 6.06482885692667e-08
Position 397: 5.7775372245738035e-08
Position 279: 5.5353796071225996e-08
Position 291: 5.476274608385928e-08
Position 118: 4.6676478956212014e-08
Position 579: 4.168263781837637e-08
Position 741: 3.204660913744611e-08
Position 417: 6.1116681021552005e-09
Position 1053: 5.866029242582295e-09
Position 743: 4.0924092840332115e-09
Position 5011: 3.9849714209604074e-09
Position 4000: 2.9017707612167803e-09
Position 5065: 1.648110917311984e-09
Position 4104: 3.69573373868444e-11
Position 3975: 1.722588475628369e-11
Position 433: 5.076863875786535e-12
Position 412: 1.493280344589784e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3737: 0.9806574338266302
Position 3894: 0.9266505135853372
Position 4403: 0.862135220968882
Position 4891: 0.820635641843068
Position 4710: 0.8181304378726204
Position 5543: 0.7217631355246052
Position 4577: 0.652581498845747
Position 5164: 0.5634972263255481
Position 3037: 0.45718918096526756
Position 3560: 0.4353829223750383
Position 5190: 0.3861805809490361
Position 5378: 0.3462876953877485
Position 2750: 0.34429679853543055
Position 2932: 0.3158120232242585
Position 3381: 0.22195374867157253
Position 3439: 0.1354636400373473
Position 4910: 0.10929647613238826
Position 4739: 0.08992738603925256
Position 2971: 0.08109693778405354
Position 2615: 0.06404047017532791
Position 2770: 0.04762403494730251
Position 499: 0.03864721746480398
Position 3947: 0.038313880625344125
Position 291: 0.02582460254283703
Position 2300: 0.02197197148602176
Position 4406: 0.016443700537121537
Position 2830: 0.016392909363325145
Position 5570: 0.015520403853685048
Position 3709: 0.01058408535513074
Position 2432: 0.00884324399052382
Position 2619: 0.007999659478714142
Position 3907: 0.005945575467889159
Position 3564: 0.0057478233501359645
Position 704: 0.005713516171680623
Position 4348: 0.0050932002483272225
Position 4434: 0.005065278946549857
Position 589: 0.00475610965679789
Position 4540: 0.0042081769815329835
Position 5399: 0.004161536372090772
Position 2697: 0.003779570428849532
Position 5588: 0.003741989651936309
Position 5065: 0.0036862672030564085
Position 4933: 0.003618339581183817
Position 1815: 0.0034663354633765174
Position 1118: 0.0034149553150821703
Position 726: 0.003359793148864115
Position 2506: 0.003306238627570044
Position 674: 0.0027225963010606364
Position 3495: 0.002315516267091719
Position 3066: 0.0021394700422258943
Position 5146: 0.0020546604669589635
Position 2636: 0.0019884926512988574
Position 552: 0.001985747173674063
Position 5546: 0.001903244311939249
Position 3476: 0.001734148870885748
Position 997: 0.0015629554532956382
Position 884: 0.0014263364356596974
Position 1115: 0.0011662585417183458
Position 3577: 0.0010808397672240565
Position 3137: 0.0010756566346126928
Position 4366: 0.0010664881886864668
Position 4593: 0.0010304133779409715
Position 1324: 0.0009939132601450222
Position 2260: 0.0009701529493955218
Position 299: 0.0009494733440908542
Position 576: 0.0009459654372507778
Position 4936: 0.0009410995318698059
Position 2801: 0.0009061181412390884
Position 3398: 0.0008910820036058572
Position 4949: 0.0008472561516742884
Position 3115: 0.0008332781203652867
Position 156: 0.0007632226461492264
Position 714: 0.0007463999483564086
Position 2485: 0.0007447241515751137
Position 3919: 0.0007350826701048775
Position 5416: 0.0006812681858068312
Position 317: 0.0006623168858053502
Position 1012: 0.000628122078651974
Position 3472: 0.0006085855938640021
Position 2773: 0.0005746246408349058
Position 1914: 0.0005729840425600576
Position 2540: 0.0005651308101188836
Position 639: 0.0005439113432654158
Position 856: 0.0005430880733210968
Position 4681: 0.0005187432092653184
Position 1409: 0.0005140712746976994
Position 3512: 0.0005089282098410062
Position 1510: 0.0004928142755514441
Position 264: 0.0004834191299807151
Position 1094: 0.00047674127271311845
Position 4293: 0.00045039644264016924
Position 4431: 0.00044560941295270585
Position 5113: 0.0004416494459005408
Position 3175: 0.00042046514772815086
Position 987: 0.00041833631837439776
Position 3715: 0.00040507064956531603
Position 4170: 0.0004014913462907495
Position 5273: 0.0003824403637131807
Position 3537: 0.00037077726058995237
Position 3993: 0.00035822436236747205
Position 519: 0.00033605499328871177
Position 2362: 0.00031530946988657735
Position 3147: 0.00030849484866413233
Position 4745: 0.000304993414620718
Position 4108: 0.00029572739935146923
Position 2376: 0.00024693589776042394
Position 3171: 0.000246081000153759
Position 5664: 0.0002328113489748771
Position 2131: 0.0002270615579551095
Position 3498: 0.00022618744063277135
Position 1892: 0.0002237831295889294
Position 4214: 0.0002074421517280617
Position 5341: 0.00019388214044345955
Position 746: 0.00019083370100772638
Position 4097: 0.000187062256039702
Position 573: 0.0001848726191347578
Position 4675: 0.00017777788851971592
Position 2247: 0.00017069108224749231
Position 2331: 0.00016461871218525326
Position 4224: 0.00014783453963884813
Position 4202: 0.00014243636379155468
Position 4229: 0.0001397214958875157
Position 4376: 0.00013901960701126882
Position 4789: 0.00013882158110986795
Position 3595: 0.0001187327529876742
Position 5009: 0.00011858469717874796
Position 1053: 0.00010758689549830273
Position 5387: 0.00010574151858008297
Position 984: 0.00010447350560271807
Position 3960: 9.96328009022118e-05
Position 3966: 9.959184240387928e-05
Position 2257: 9.943135009950455e-05
Position 888: 9.176201944697168e-05
Position 365: 8.904649475048234e-05
Position 5228: 8.865833263122156e-05
