Gene = NCMAP
index = 919
Annotated 5SS: [   59 39402 44914]
Annotated 3SS: [39312 44828 49494]
SMsplice 5SS: [  123 11745 16222 28252 28850 39402 44914]
SMsplice 3SS: [11639 16126 28037 28741 39312 44828 50591]
top_k =  1000
Partition function (log Z): -7.258209435219065

Sorted 5' Splice Sites (High to Low Probability):
Position 44914: 0.9955039205802468
Position 28850: 0.9355219443779705
Position 16222: 0.9129282957005502
Position 123: 0.7500404501687641
Position 28252: 0.7122603442873271
Position 11745: 0.6921441032198986
Position 31303: 0.601708850884425
Position 39402: 0.5367409978688271
Position 34957: 0.3737236585201182
Position 28133: 0.2876902941177619
Position 10550: 0.24255041031919658
Position 59: 0.23999176967227873
Position 51027: 0.21288150378799203
Position 45420: 0.20190624932187382
Position 9319: 0.19688126801752662
Position 2811: 0.19568335708881227
Position 11729: 0.17314987244471872
Position 12592: 0.1280461134038312
Position 14665: 0.11025932160612555
Position 49367: 0.09873478408269416
Position 7649: 0.08156342024580034
Position 6744: 0.08121703187032088
Position 39843: 0.0737280620560419
Position 49622: 0.07173950643214126
Position 3329: 0.05682082226272189
Position 47469: 0.05596632289255592
Position 28866: 0.054179274091112374
Position 6998: 0.05152573333206949
Position 6356: 0.050761949499916095
Position 6281: 0.04208767376834192
Position 11733: 0.03944015590106828
Position 1172: 0.036618972451904465
Position 14676: 0.030894202850544075
Position 31393: 0.026282611382030245
Position 51798: 0.02603850046181991
Position 10732: 0.022946122683753237
Position 11722: 0.022865272699358466
Position 1902: 0.022744201977210606
Position 47510: 0.020601681377703046
Position 11230: 0.018865746506884568
Position 29779: 0.018744523203798238
Position 33514: 0.01842962139563151
Position 29965: 0.01817045562045666
Position 3012: 0.016860180500618084
Position 9839: 0.016234458910624867
Position 47441: 0.015116191430816809
Position 3077: 0.014779456440613454
Position 9959: 0.012997582735101735
Position 12047: 0.012164615015759326
Position 1176: 0.010530391143932024
Position 1730: 0.010429246494671194
Position 30437: 0.00960120978328539
Position 14115: 0.009324290522783055
Position 29734: 0.008782955864480885
Position 6322: 0.00868105561522735
Position 33018: 0.008466758676879594
Position 48451: 0.007973552216365401
Position 2705: 0.007896284524484739
Position 1074: 0.007308396130780965
Position 9273: 0.007143414264322643
Position 45506: 0.006907723341803391
Position 947: 0.006331944107548467
Position 6018: 0.006115835684188762
Position 11209: 0.005670566045914857
Position 639: 0.005443436231581359
Position 50707: 0.005327541051159857
Position 9340: 0.005247109386232528
Position 28870: 0.004783318835382701
Position 15026: 0.004752935194550837
Position 49883: 0.004610972441624669
Position 50306: 0.004553224213356859
Position 45292: 0.004150034514799331
Position 44980: 0.004001394064426351
Position 178: 0.0037051936096778285
Position 49741: 0.0036268624356328937
Position 10353: 0.0024366896980289395
Position 9630: 0.002032864268130077
Position 11135: 0.0019375539640207001
Position 112: 0.0019226967397633272
Position 45168: 0.0009439639867961984
Position 46277: 0.0005923461532641963
Position 5009: 0.000550602623941564
Position 49736: 0.0005449391035325507
Position 2570: 0.0005391728969067809
Position 28858: 0.0004783657426024288
Position 1274: 0.0004445070319788849
Position 6594: 0.00033038436728777514
Position 32698: 0.00027323609574862376
Position 47716: 0.000261964492619151
Position 28854: 0.00023321602143628491
Position 1040: 0.0001986490490813237
Position 1486: 0.0001860644866917458
Position 234: 0.00016896401556135108
Position 2788: 0.00015998970453775293
Position 11811: 0.0001573861094225648
