Gene = LECT2
index = 777
Annotated 5SS: [ 247 2164 3812]
Annotated 3SS: [2066 3665 7536]
SMsplice 5SS: [ 247 2164 3812]
SMsplice 3SS: [2066 3665 7536]
top_k =  1000
Partition function (log Z): -0.7751465069731114

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9992335628644132
Position 2164: 0.9776688112886579
Position 3812: 0.8952698234732677
Position 4074: 0.1376135822185032
Position 5843: 0.10953491046588479
Position 2336: 0.08304273146435345
Position 3039: 0.051493702148612645
Position 4916: 0.04550967338093183
Position 5085: 0.03749518700623824
Position 4413: 0.022944886366408287
Position 3052: 0.014334665693446137
Position 3208: 0.010594202634212473
Position 4386: 0.009182505703705568
Position 7718: 0.009022362071696008
Position 3021: 0.008123497685625697
Position 4024: 0.00788382593511486
Position 4949: 0.006538719172487937
Position 2504: 0.005174609193584783
Position 3343: 0.0047595192699579235
Position 3999: 0.0038672070703070736
Position 6700: 0.003781410346591857
Position 4446: 0.0034407032130583503
Position 5801: 0.0032404365951882014
Position 3176: 0.0028674368526979393
Position 2601: 0.002861940063004364
Position 5840: 0.002664242885970295
Position 1799: 0.0019151099070650905
Position 3821: 0.0017305282613002233
Position 957: 0.0016698966271230494
Position 612: 0.0016650587858206636
Position 847: 0.0015804060963715122
Position 869: 0.0013726337806139962
Position 1682: 0.0013033219236166993
Position 7700: 0.0012861831746189332
Position 6159: 0.0011527085800994274
Position 5229: 0.0010441028976136797
Position 1288: 0.00100035273872854
Position 1634: 0.0009862768778105297
Position 2546: 0.0009459763138905406
Position 6880: 0.0009320842751077484
Position 4231: 0.0008919864836860281
Position 756: 0.0008220027015272963
Position 6127: 0.0005929942507422083
Position 2943: 0.0005896869285260634
Position 5577: 0.000584522353325462
Position 1674: 0.00046657769639760557
Position 3568: 0.0003501457377062727
Position 666: 0.00032301273540930313
Position 1495: 0.00027593419857343686
Position 1049: 0.0002527046891315595
Position 7582: 0.00025151869151881595
Position 973: 0.00025088581112094147
Position 3879: 0.00022952725891048638
Position 813: 0.00022816533829415946
Position 1602: 0.00020037434429086583
Position 3946: 0.0001940274152255222
Position 3263: 0.00019139133414509013
Position 3403: 0.0001907266226309328
Position 731: 0.00018372042729562148
Position 414: 0.00017158316791078852
Position 1281: 0.00016978048551556074
Position 4741: 0.00015578533319913137
Position 7013: 0.00014857415302779953
Position 2284: 0.00014094029148697116
Position 232: 0.00011874617187511484
Position 2199: 0.00011418196950719624
Position 851: 0.00011381934042429081
Position 3586: 0.00011306337340453576
Position 461: 0.00010020499827778829
Position 5157: 9.700116049687714e-05
Position 2149: 9.395227205536968e-05
Position 3720: 9.034029597594965e-05
Position 4404: 8.922494455004212e-05
Position 3519: 8.565372140038846e-05
Position 2697: 7.819600677284325e-05
Position 4664: 7.138135640746853e-05
Position 2455: 7.090347899308652e-05
Position 5009: 7.057490052966541e-05
Position 504: 6.278316528354751e-05
Position 191: 6.262772780200434e-05
Position 5574: 6.255986241769536e-05
Position 2757: 6.107914208709737e-05
Position 3498: 5.964006025274511e-05
Position 3439: 5.592708236220005e-05
Position 2731: 5.3641171255387696e-05
Position 3991: 5.361583751348649e-05
Position 3839: 5.0182928780976846e-05
Position 3888: 4.91464269359787e-05
Position 1078: 4.721373226562464e-05
Position 3317: 4.59342944101037e-05
Position 1979: 4.329992449260139e-05
Position 1559: 4.1182289117866414e-05
Position 5089: 3.691185020046078e-05
Position 882: 2.7752555694288458e-05
Position 1644: 2.7050439098667223e-05
Position 1992: 2.605046879466927e-05
Position 1948: 2.6002206983802937e-05
Position 1757: 2.3425336397067042e-05
Position 983: 2.3186600036813054e-05
Position 1142: 2.2142670811220484e-05
Position 436: 2.1597616077939864e-05
Position 117: 2.0664185357959102e-05
Position 1089: 2.033000150394963e-05
Position 3791: 1.9824881728789738e-05
Position 1751: 1.851526880982409e-05
Position 1037: 1.5216178570536145e-05
Position 1994: 1.3724787485190881e-05
Position 258: 1.3186810415136068e-05
Position 1263: 1.2976381260692873e-05
Position 962: 1.2214448968976441e-05
Position 1193: 1.0425845295021878e-05
Position 3793: 1.0048010611149073e-05
Position 542: 8.541924645287191e-06
Position 4234: 6.919344480522807e-06
Position 1679: 6.600106919500417e-06
Position 938: 5.253118924557083e-06
Position 1965: 4.840575996931436e-06
Position 63: 4.254562703267695e-06
Position 396: 4.015472972121693e-06
Position 1830: 3.915098403164122e-06
Position 465: 3.7799889870814026e-06
Position 950: 3.6874316844441877e-06
Position 989: 3.5495408045284226e-06
Position 2363: 3.207120274002366e-06
Position 251: 3.0981409759904616e-06
Position 3612: 3.0829443800481464e-06
Position 3745: 2.5356151092061564e-06
Position 2921: 1.9641513444088707e-06
Position 2688: 1.7167956081524735e-06
Position 153: 1.6713002407216983e-06
Position 2514: 1.6306639569012905e-06
Position 3899: 1.609844290835175e-06
Position 2127: 1.5818335003525434e-06
Position 4005: 1.378337038080189e-06
Position 2623: 1.1660660647163657e-06
Position 685: 9.883061075181918e-07
Position 61: 8.545814886452128e-07
Position 325: 7.846299952352389e-07
Position 964: 6.728835512700928e-07
Position 1064: 6.55499950064526e-07
Position 1778: 6.122354621451089e-07
Position 358: 6.083763770312668e-07
Position 151: 5.904101567246594e-07
Position 1676: 5.848554652435386e-07
Position 4051: 5.59012911633934e-07
Position 2171: 5.388360524661871e-07
Position 1235: 4.361164377409132e-07
Position 2125: 3.791531548392491e-07
Position 1692: 3.760118083894702e-07
Position 2234: 1.9031452379244505e-07
Position 2398: 1.3044654097059317e-07
Position 3003: 8.750718309934359e-08
Position 2413: 1.870434255675557e-08
Position 3686: 1.8693636745634496e-08
Position 2219: 9.758137756268077e-09
Position 758: 3.860064881991811e-09
Position 498: 2.6274866943921867e-09
Position 203: 1.898784856807508e-09
Position 2257: 1.432074866031015e-09
Position 430: 6.61364052145565e-10
Position 492: 3.9650576963861056e-10
