Gene = BLZF1
index = 136
Annotated 5SS: [  373  1581  9010 10560 12640 14312]
Annotated 3SS: [ 1502  8569 10359 12510 14091 19026]
SMsplice 5SS: [  373   741  1581  9010  9266 12640]
SMsplice 3SS: [  661  1502  8569  9167 12510 19026]
top_k =  1000
Partition function (log Z): -8.021153377004982

Sorted 5' Splice Sites (High to Low Probability):
Position 741: 0.7104680384994589
Position 9266: 0.7026699187974011
Position 9010: 0.599528940463438
Position 1581: 0.5305769373753048
Position 12640: 0.5298280926623752
Position 14312: 0.44240482499839373
Position 373: 0.4340626707230804
Position 10511: 0.35404684785342955
Position 393: 0.3367335811270767
Position 10560: 0.202199450715968
Position 19240: 0.1993658805704004
Position 65: 0.17729656268725505
Position 5536: 0.1507422947428297
Position 5224: 0.11546330737151969
Position 4119: 0.09895508192139087
Position 8776: 0.08377574553365404
Position 9572: 0.0778371124987988
Position 10192: 0.05868124880518218
Position 15618: 0.04847959358270447
Position 12610: 0.04585572818942938
Position 287: 0.040039357952086754
Position 5437: 0.037683597256915426
Position 60: 0.034165937335398015
Position 15260: 0.03325635190943595
Position 10436: 0.02336050374110545
Position 4177: 0.021320946193184264
Position 17654: 0.018175268236231678
Position 2555: 0.01759532830892243
Position 14369: 0.014633332597409374
Position 5497: 0.011873235076514659
Position 15321: 0.011627920670984856
Position 918: 0.010658820191583963
Position 266: 0.010196897897951656
Position 937: 0.008816846085907574
Position 16046: 0.008757204747647688
Position 1139: 0.007006718202840128
Position 13825: 0.006529515135301587
Position 424: 0.006511679078380061
Position 10541: 0.006145922823739674
Position 8917: 0.005869283684145243
Position 8873: 0.005814333190189383
Position 5284: 0.005586766972395702
Position 10167: 0.005456823057563368
Position 291: 0.005143336071729546
Position 2334: 0.004969023954161227
Position 8836: 0.004943785329342747
Position 7964: 0.0049197787872926465
Position 649: 0.004914572309711108
Position 6694: 0.0037640343853513353
Position 10367: 0.003335881393752928
Position 10475: 0.0028881791465784922
Position 229: 0.0028451389242388934
Position 5290: 0.002489515609309401
Position 17767: 0.002488450292646603
Position 2648: 0.002349077146428855
Position 774: 0.002191895125934141
Position 10203: 0.0019958768607464357
Position 222: 0.001978266607087497
Position 13233: 0.0018173653702497523
Position 11226: 0.0018085507221286307
Position 9232: 0.0017626829221838443
Position 12130: 0.0015856777552579768
Position 334: 0.0015502396339432168
Position 307: 0.0015026752772372136
Position 11807: 0.001501258668762976
Position 2344: 0.0014969686526612159
Position 10531: 0.0013811210572451421
Position 3092: 0.0012991991627571775
Position 2717: 0.001187096706972759
Position 5964: 0.0008019966999046078
Position 1269: 0.0008012991528300576
Position 80: 0.0005403093755480682
Position 209: 0.0005064096720780716
Position 10610: 0.0004665730196976636
Position 121: 0.0004535006119372459
Position 119: 0.0003485334546528307
Position 1355: 0.00026282232171459947
Position 14210: 0.00024601691109789954
Position 28: 0.00024077507904166157
Position 1545: 0.00020671451465504903
Position 755: 0.00020387511538277002
Position 765: 0.00017944432270462248
Position 4147: 0.0001391682821441797
Position 1038: 0.00010742226940117506
Position 1156: 9.596902138560024e-05
Position 1298: 7.99688189256108e-05
Position 534: 7.902478159266196e-05
Position 510: 7.56404115193493e-05
Position 298: 7.52838633127307e-05
Position 734: 6.324533576295061e-05
Position 186: 4.938679770575696e-05
Position 786: 4.2268180626463496e-05
Position 219: 3.829728056762801e-05
Position 807: 3.6986934525143876e-05
Position 1205: 3.0263899001764008e-05
Position 90: 3.0182587620940012e-05
Position 947: 2.787393569456166e-05
Position 54: 2.3099605901653876e-05
Position 447: 2.2480087856201387e-05
Position 440: 1.9081091698769372e-05
Position 1278: 1.2592413311147352e-05
Position 22: 1.1537630591697782e-05
Position 407: 7.356310312857823e-06
Position 1789: 2.4148174863988334e-06
Position 9225: 2.366523431913812e-06
Position 1446: 1.6214494571340663e-06
Position 125: 1.1996168672102878e-06
Position 546: 9.837052211892754e-07
Position 747: 6.916977883565241e-07
