Gene = LCN10
index = 771
Annotated 5SS: [ 173 1079 1708 2124 3010]
Annotated 3SS: [ 938 1597 2015 2910 3405]
SMsplice 5SS: [1079 1708 3010]
SMsplice 3SS: [1597 2910 3405]
top_k =  1000
Partition function (log Z): -4.6478040976023705

Sorted 5' Splice Sites (High to Low Probability):
Position 3010: 0.9227907161148095
Position 1079: 0.8211860440148673
Position 1708: 0.7423138195787155
Position 173: 0.4804669411557603
Position 2124: 0.30757681147694826
Position 2213: 0.1952163935363621
Position 677: 0.17832480556400873
Position 2347: 0.16087796587702052
Position 125: 0.12187865341263855
Position 2410: 0.029001991185374484
Position 2454: 0.025015622125832155
Position 1304: 0.024096297623894633
Position 2742: 0.01975408542141553
Position 2163: 0.014532581798709004
Position 1350: 0.007594607781655234
Position 521: 0.0075888244345322774
Position 2396: 0.007000720935666461
Position 1035: 0.006895795346462338
Position 2154: 0.006790216013627309
Position 1521: 0.005571020442715519
Position 1257: 0.004666603207928223
Position 844: 0.0038398036142805467
Position 3293: 0.00366206637679774
Position 136: 0.0035273010613700744
Position 464: 0.0028579538563851124
Position 1525: 0.00281610759359923
Position 1917: 0.002462086130798916
Position 440: 0.0023910844852234247
Position 3290: 0.0022380375955063127
Position 1029: 0.002202499853380944
Position 2590: 0.0019666295525210013
Position 374: 0.0016577309741891673
Position 953: 0.0015116074085949895
Position 468: 0.0012733001343987404
Position 2833: 0.0012472087626461594
Position 98: 0.0012469942411971028
Position 92: 0.001122385143392675
Position 86: 0.0009768272716005276
Position 392: 0.0008141236719921482
Position 884: 0.000765147014559881
Position 851: 0.0006618798180280206
Position 15: 0.0005565785429123844
Position 572: 0.0005142476158711507
Position 50: 0.0005073365734296044
Position 1489: 0.0004726018275431428
Position 860: 0.00045794400988814613
Position 74: 0.0003930742583416009
Position 1623: 0.00029729143191805344
Position 1044: 0.0002811020332673105
Position 493: 0.0002454208583384346
Position 1947: 0.00024444365370850644
Position 3113: 0.0002305456835196887
Position 652: 0.00020872273161530154
Position 1447: 0.00018526279769030544
Position 1741: 0.00016330749224518544
Position 1653: 0.00014162003595305918
Position 118: 0.00013745823884799374
Position 555: 0.00013586843186315405
Position 1710: 0.00012462880031870866
Position 1846: 0.00011017836993492375
