Gene = NUPL2
index = 979
Annotated 5SS: [  380  3472  5320 14089 14940 17716]
Annotated 3SS: [ 3242  5224 14011 14852 17630 18340]
SMsplice 5SS: [  380  3472  5320 14940 17716]
SMsplice 3SS: [ 3242  5224 14852 17630 18340]
top_k =  1000
Partition function (log Z): -1.2876459772599351

Sorted 5' Splice Sites (High to Low Probability):
Position 17716: 0.9787972805389463
Position 3472: 0.966868083238761
Position 5320: 0.946486045837966
Position 14940: 0.7509532441408062
Position 380: 0.5715009786773273
Position 110: 0.43175291075557987
Position 4766: 0.3750675299251418
Position 18485: 0.3411945668718239
Position 11092: 0.3187785445980445
Position 11225: 0.3093853658907369
Position 11327: 0.2873997069688383
Position 14623: 0.22194599576695964
Position 15820: 0.16785893580888406
Position 14089: 0.11005265477477659
Position 663: 0.10501352178536948
Position 12001: 0.08322671863136957
Position 9262: 0.04714903206339022
Position 14776: 0.04187486065552725
Position 1832: 0.034052376012635985
Position 405: 0.033089259194969814
Position 309: 0.030938892697414785
Position 11893: 0.028654950025357586
Position 18052: 0.025885370635042475
Position 14895: 0.02572449690560992
Position 5347: 0.025481222196686273
Position 1222: 0.017424295529862705
Position 12402: 0.014297404482253868
Position 711: 0.014079665641222037
Position 12096: 0.012353171595821087
Position 17503: 0.011942530634904133
Position 15421: 0.011768759884959918
Position 15430: 0.011276894848505196
Position 659: 0.011124461288725334
Position 15860: 0.010738544329049566
Position 15934: 0.010468139626378296
Position 423: 0.010349274328451674
Position 291: 0.010252220300634262
Position 10223: 0.00878331267033308
Position 329: 0.007555150741219268
Position 11042: 0.006657863965322594
Position 12411: 0.005552580918976319
Position 9842: 0.005019453781352617
Position 11558: 0.004813610056367039
Position 12148: 0.004552894626405721
Position 54: 0.004452843741254237
Position 14382: 0.004164842379982561
Position 18623: 0.004145540009062748
Position 1959: 0.00408464081034924
Position 856: 0.003411430349974473
Position 3083: 0.0033253051311240333
Position 3751: 0.0031717784476523844
Position 1674: 0.00286264467715379
Position 10938: 0.0027730799602198267
Position 4833: 0.0025617740045404485
Position 18216: 0.0022622205409445527
Position 17728: 0.002259677692075228
Position 3164: 0.0021506767476355956
Position 4989: 0.0019299357018255096
Position 10942: 0.0018625401516139772
Position 1630: 0.0018329984312650228
Position 219: 0.0017320691443091668
Position 18659: 0.0017307549064933814
Position 4773: 0.0015919958155323482
Position 4697: 0.0015733298463165633
Position 2396: 0.001500470414708338
Position 6387: 0.001395997261956185
Position 3121: 0.001394413560638426
Position 563: 0.0013916692012118943
Position 8483: 0.0013725214985888857
Position 467: 0.0013096392470636198
Position 18047: 0.0012698510786723683
Position 158: 0.00121796576658813
Position 13387: 0.001208583729927941
Position 7730: 0.0010324026255816015
Position 8684: 0.0009724250395915053
Position 18123: 0.0009033352116591057
Position 11180: 0.0008559876563225141
Position 18035: 0.0008397172967181083
Position 179: 0.000812956802994694
Position 9273: 0.0007500331889406187
Position 18683: 0.0006808416254558276
Position 2400: 0.000659503203647948
Position 6298: 0.000613500250593287
Position 2332: 0.0005869154835439937
Position 338: 0.0005295863748177016
Position 4329: 0.0005018162004577753
Position 4420: 0.0004890612518375962
Position 2541: 0.0004743929147285549
Position 2951: 0.0004691053174870014
Position 2362: 0.0004525428922493587
Position 1354: 0.00043721759614745334
Position 4674: 0.00041498225936867296
Position 2082: 0.00039482921399804587
Position 2223: 0.0003621427860423442
Position 1906: 0.00034742946990328757
Position 4670: 0.0003341478134704705
Position 3021: 0.000266403738117228
Position 202: 0.0002599779634346185
Position 3854: 0.0002578487227673215
Position 1366: 0.00024919936369590317
Position 2464: 0.00024301291688865893
Position 11367: 0.00023350647674946675
Position 11281: 0.00021830675232336103
Position 2122: 0.00020527618325435492
Position 11869: 0.00020354352263571198
Position 1536: 0.00020212574608368867
Position 84: 0.00019356094099127685
Position 4865: 0.00019246268495218415
Position 3043: 0.00017629578395633917
Position 4870: 0.0001534157148328295
Position 3363: 0.0001460746429617911
Position 69: 0.00014497427673121653
Position 3109: 0.00012800941776324606
Position 45: 0.00012230987513849346
Position 15165: 0.00012038324003758093
Position 729: 0.00012008315736208457
Position 639: 0.00011888789357117017
Position 3115: 8.480578817099353e-05
Position 3861: 7.938921773022779e-05
Position 1520: 7.439304719508109e-05
Position 3476: 7.1201177796671e-05
Position 1203: 6.777712814047291e-05
Position 2529: 6.328993234197588e-05
Position 1926: 6.279937518680937e-05
Position 241: 6.0891543463361875e-05
Position 612: 6.0464126776956875e-05
Position 8: 5.866688051339012e-05
Position 594: 5.473268661477412e-05
Position 3046: 5.293223482113296e-05
Position 538: 5.0953470222355965e-05
Position 2216: 4.496544185135911e-05
Position 4391: 4.3908054246203355e-05
Position 11640: 4.3670254411918257e-05
Position 4505: 4.155141255482696e-05
Position 4759: 4.1045912961036113e-05
Position 2672: 4.0675788262576814e-05
Position 4413: 3.4541306742672685e-05
Position 1017: 3.1933035778590005e-05
Position 1177: 2.9413125335568273e-05
Position 3890: 2.8753367746286873e-05
Position 2471: 2.824872228129173e-05
Position 4040: 2.543730278794498e-05
Position 3482: 2.5337067417660855e-05
Position 269: 2.399773156748502e-05
Position 1838: 2.1668256051272578e-05
Position 696: 1.3804048399781802e-05
Position 92: 8.583872880955703e-06
Position 5250: 2.3659080710023575e-06
Position 5491: 1.8814232744282872e-06
Position 152: 1.296320573517639e-06
Position 5448: 7.678395836253946e-07
Position 6059: 7.135562572460378e-07
Position 478: 4.988974509980733e-07
Position 5875: 4.585758726588605e-07
Position 6015: 3.80999240324938e-07
Position 18479: 2.986620405886184e-07
