Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  1000
Partition function (log Z): -4.275892117151184

Sorted 5' Splice Sites (High to Low Probability):
Position 727: 0.9467520568389474
Position 3774: 0.9445740441789426
Position 3057: 0.7069757073157197
Position 7333: 0.6113321727493396
Position 8505: 0.42340136563485237
Position 159: 0.22372360212696998
Position 2368: 0.16055660659425913
Position 371: 0.13513476819746065
Position 1653: 0.13248042294150847
Position 10606: 0.11793344024977177
Position 2179: 0.10821730618152253
Position 5794: 0.1082004318543418
Position 5304: 0.09373220407183237
Position 7463: 0.08863026171472785
Position 9189: 0.08261155743641432
Position 4322: 0.06527939410659934
Position 7426: 0.058582945313464196
Position 2669: 0.057210049956789966
Position 8351: 0.052852540459898616
Position 8160: 0.04746649343085105
Position 7401: 0.047423752422839215
Position 1581: 0.04718027198759026
Position 7437: 0.04526288720345747
Position 5482: 0.042351350941060364
Position 4167: 0.04025900806558777
Position 2233: 0.03465409464136425
Position 153: 0.03164892107422885
Position 1782: 0.0302994836522509
Position 428: 0.024118086890148795
Position 2077: 0.023278590011231802
Position 3073: 0.022611742780648373
Position 1142: 0.022180903496854896
Position 1753: 0.021264701958263393
Position 10079: 0.02014212786972585
Position 5586: 0.01764039127012211
Position 4033: 0.017478253320172242
Position 1981: 0.01443875852254008
Position 2051: 0.012649331699727723
Position 432: 0.01263862543195946
Position 3107: 0.012259222613075013
Position 8321: 0.011196565597342688
Position 242: 0.007891941749418457
Position 9135: 0.007890837982295916
Position 9128: 0.007350128071659614
Position 6940: 0.00604347629913935
Position 5221: 0.005620467786239334
Position 4659: 0.005342608552590827
Position 8829: 0.005202723001223437
Position 4507: 0.005069443462487061
Position 11555: 0.00483851711537593
Position 5404: 0.003400412155144196
Position 3047: 0.00301658288179885
Position 2710: 0.002983744624948308
Position 5045: 0.0028959473332526124
Position 11643: 0.00213534931043611
Position 5055: 0.001947934609311567
Position 2146: 0.0016231588218856426
Position 703: 0.0013383984526254573
Position 177: 0.0013168619238432561
Position 1263: 0.0012866245587821064
Position 5271: 0.0011607941625515698
Position 638: 0.0011602016089921423
Position 438: 0.0011435894905989757
Position 10: 0.0010545731604456774
Position 4727: 0.0010113302305091467
Position 6549: 0.00100601105159869
Position 4416: 0.0009983183803289307
Position 375: 0.0008763500169544907
Position 653: 0.000824251685631039
Position 10962: 0.0007876673516486633
Position 59: 0.0007409403448521723
Position 3180: 0.0007127714134202777
Position 7670: 0.0006713620179500948
Position 3758: 0.0006253260708072521
Position 436: 0.0006017378757333304
Position 1683: 0.000569061374623099
Position 1702: 0.0005205376896300969
Position 7067: 0.0005133752726528792
Position 3061: 0.0005125425988616205
Position 1676: 0.00043823956451500494
Position 1573: 0.00038892198195819545
Position 1706: 0.00029916251980969996
Position 6716: 0.0002967725350481774
Position 4857: 0.0002734691763092925
Position 1532: 0.00017715004674985987
Position 9781: 0.00016540874857408632
Position 1332: 0.00016536158647210451
Position 1419: 0.00014908443266296043
Position 525: 0.00014010829017351728
Position 1710: 0.00013236196668463382
Position 5823: 0.000126277390332454
Position 8625: 0.00012175593863883456
Position 314: 0.00012134962625135949
Position 3114: 0.0001208550929574571
Position 7327: 0.00011858527922750835
Position 1937: 0.000110465204548865
Position 7396: 0.00010740227531155062
Position 327: 9.3897921051315e-05
Position 7421: 9.179705590074078e-05
Position 238: 8.782584382911642e-05
Position 1901: 8.69859353082971e-05
Position 205: 8.572719869838056e-05
Position 644: 8.379527077116728e-05
Position 316: 7.924679195900202e-05
Position 7598: 6.998619138273547e-05
Position 1231: 6.026330882116649e-05
Position 1611: 5.62190033246534e-05
Position 923: 5.576473801350024e-05
Position 1739: 5.5203189056568564e-05
Position 1807: 5.4990570859943816e-05
Position 1568: 5.421897791325703e-05
Position 7479: 3.929822822787263e-05
Position 27: 3.447367942851845e-05
Position 1289: 3.27079110217708e-05
Position 3696: 2.8573401949406358e-05
Position 1445: 2.7859159134481822e-05
Position 466: 2.573157749589165e-05
Position 721: 2.2391875627640216e-05
Position 253: 1.9961042196954112e-05
Position 694: 1.8161443447974915e-05
Position 1831: 1.7986446101863176e-05
Position 712: 1.4258929790187969e-05
Position 9940: 8.423557081360295e-06
Position 318: 7.428918591492345e-06
Position 440: 5.104630137173558e-06
Position 1560: 3.926552156698921e-06
Position 442: 2.951437860983501e-06
Position 1527: 2.887113301150131e-06
Position 53: 1.833778605830567e-06
Position 572: 1.4994496188564384e-06
Position 454: 1.2394967205508328e-06
Position 166: 1.1185058576781455e-06
Position 385: 1.0175353771498404e-06
Position 809: 4.218485578062811e-07
Position 407: 2.677676741144102e-07
Position 1875: 2.489034425420539e-07
Position 1838: 2.3445565517370053e-07
Position 790: 1.5921282843175987e-07
Position 3069: 8.686310449421885e-08
Position 1193: 4.307760904014043e-09
Position 220: 1.4160030907280307e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7256: 0.8357063929634574
Position 11491: 0.5817737634277237
Position 3695: 0.4362542899372835
