Gene = TRH
index = 1482
Annotated 5SS: [ 519 1723]
Annotated 3SS: [1503 2393]
SMsplice 5SS: [ 519 1723]
SMsplice 3SS: [1503 2393]
top_k =  1000
Partition function (log Z): -3.061536897449769

Sorted 5' Splice Sites (High to Low Probability):
Position 519: 0.990293912522012
Position 1723: 0.8990984290683833
Position 2557: 0.6047137469273187
Position 1324: 0.10596023650346117
Position 1711: 0.07160977959910168
Position 2099: 0.0445764326103534
Position 1317: 0.04218572432049198
Position 1412: 0.03627455423353275
Position 2263: 0.014251256691627915
Position 2567: 0.011697182632120856
Position 2235: 0.008737678157852867
Position 747: 0.008639005487784276
Position 1656: 0.007845954619682677
Position 2888: 0.005380716192542556
Position 2245: 0.004353268250422042
Position 1419: 0.003925459937624173
Position 3283: 0.0034633005719744603
Position 3252: 0.0029076084592763634
Position 770: 0.0023508620469626187
Position 2871: 0.0022114071275599447
Position 2165: 0.0021379100211481304
Position 2239: 0.0017312953641367616
Position 111: 0.0016465544267715501
Position 184: 0.0015970102554460585
Position 22: 0.0014393879511116158
Position 896: 0.00128510248185018
Position 819: 0.00127724705236163
Position 250: 0.0010582210243230978
Position 1893: 0.0009422467625672355
Position 1949: 0.0008529677112115922
Position 93: 0.0007119530883924444
Position 1471: 0.0006979039256873032
Position 3289: 0.0006609713855394797
Position 3091: 0.0005800075339874112
Position 3222: 0.0004721803083674592
Position 66: 0.0004385218183809258
Position 3417: 0.0004004464494220632
Position 2301: 0.0003135513150687063
Position 2229: 0.00028621014846903065
Position 3515: 0.00021302101209047023
Position 756: 0.00020600867429097368
Position 2430: 0.0001951604502195839
Position 3294: 0.00019106586594377264
Position 552: 0.00018428593300477274
Position 799: 0.00016929389148899227
Position 2934: 0.0001666848547464524
Position 20: 0.00014931562349443058
Position 48: 0.00012634717898260095
Position 72: 0.0001123554821271143
Position 634: 0.00010773129347858544
Position 3466: 0.00010170325941869438
Position 554: 8.810654761544904e-05
Position 2772: 8.4753793080427e-05
Position 1404: 8.445679473427476e-05
Position 2832: 8.154627019019217e-05
Position 1384: 7.936323818500787e-05
Position 297: 7.507542382008684e-05
Position 1114: 7.289363944022215e-05
Position 2929: 7.054993695600148e-05
Position 187: 6.959720926622789e-05
Position 1062: 6.194132730264361e-05
Position 2504: 5.86891881096728e-05
Position 890: 4.4253071802920385e-05
Position 602: 4.408431357242374e-05
Position 910: 4.238650213726287e-05
Position 850: 2.8864863996812714e-05
Position 2094: 2.6510862548838064e-05
Position 317: 2.583277624481292e-05
Position 2227: 2.5592480360851456e-05
Position 228: 2.3039569565120275e-05
Position 3413: 1.6391926753559445e-05
Position 2998: 1.584257147877774e-05
Position 667: 1.3420702402013303e-05
Position 1295: 1.3365950586400922e-05
Position 830: 1.1384420199604726e-05
Position 9: 9.49940022243685e-06
Position 1564: 8.798766897593189e-06
Position 56: 8.770162010308524e-06
Position 430: 8.374150762078179e-06
Position 26: 8.067929123036315e-06
Position 3552: 7.94370335481103e-06
Position 24: 7.760994498852435e-06
Position 2327: 7.450117582806972e-06
Position 2283: 6.189956512051126e-06
Position 1611: 5.530985303462378e-06
Position 2358: 4.76438373455607e-06
Position 54: 3.818223795237588e-06
Position 475: 3.421642469403605e-06
Position 1416: 3.154365214088997e-06
Position 1963: 2.997287589118393e-06
Position 1987: 2.969485334942188e-06
Position 1043: 2.25536330951317e-06
Position 1194: 2.1229003469105153e-06
Position 101: 2.115016369843741e-06
Position 1381: 2.062341036964255e-06
Position 1094: 1.802017506419015e-06
Position 1214: 1.7927499263581207e-06
Position 1220: 1.2889318022037923e-06
Position 2069: 1.1689620763287663e-06
Position 1739: 1.1426136065269552e-06
Position 1809: 1.0194288197644974e-06
Position 1965: 9.500987489480378e-07
Position 259: 8.747177767342935e-07
Position 103: 6.298032566285091e-07
Position 35: 4.7539260754843367e-07
Position 2793: 3.5014147456108064e-07
Position 2471: 3.3407921254092883e-07
Position 37: 2.0179784785813932e-07
Position 2963: 1.9617004364831543e-07
Position 11: 1.8828797090142585e-07
Position 2941: 1.0627649724836614e-07
Position 1153: 7.780905264017147e-08
Position 133: 7.726282122939707e-08
Position 2908: 5.557936817201917e-08
Position 160: 5.412467412854573e-08
