Gene = GFM2
index = 587
Annotated 5SS: [  434  3692  6470  8003  8523 16004 16793 19680 21267 21694 25843 27383
 28870 29054 30576 34350 37112 41431 41732 44993]
Annotated 3SS: [ 3604  6384  7944  8424 15877 16703 19590 21205 21513 25761 27233 28728
 28953 30385 34272 36972 41244 41615 44809 45587]
SMsplice 5SS: [  434  3692  6470  8523 16004 16793 19680 20009 25843 28870 29054 34350
 36770 37112 37362 41431 41732 44993]
SMsplice 3SS: [ 3604  6384  8424 15877 16703 19590 19789 25761 28728 28953 34272 36595
 36972 37258 41244 41615 44809 45642]
top_k =  1000
Partition function (log Z): 20.32236591128598

Sorted 5' Splice Sites (High to Low Probability):
Position 28870: 0.9940676604313047
Position 19680: 0.9800347592331242
Position 8523: 0.956269659850755
Position 37112: 0.939003189526985
Position 37362: 0.9364551357781393
Position 29054: 0.9281985056266667
Position 25843: 0.9233674319352355
Position 41431: 0.9126497687218769
Position 16793: 0.8799094186530376
Position 3692: 0.8714189129839851
Position 6470: 0.8580601040338176
Position 41732: 0.84687906389472
Position 36770: 0.8208187934227603
Position 44993: 0.7481154758207473
Position 34350: 0.7135253932737736
Position 21267: 0.7048215074500426
Position 434: 0.6840026002805604
Position 16004: 0.5758730819082452
Position 34143: 0.5687313639032732
Position 30576: 0.4766461932433697
Position 20009: 0.4235131872963147
Position 11378: 0.35042640722548946
Position 21087: 0.2591795891944667
Position 28548: 0.23280352047775807
Position 34354: 0.2172195788743903
Position 33312: 0.21063512566792675
Position 13196: 0.20767128300298202
Position 6164: 0.20552266436168085
Position 42043: 0.19524119615794647
Position 233: 0.18840634987834956
Position 25650: 0.17632638011549148
Position 27383: 0.16660701760317712
Position 42495: 0.1655899636644496
Position 8003: 0.13402835335079824
Position 41765: 0.13135259285958825
Position 19986: 0.12427013759721842
Position 4574: 0.12039699673127154
Position 39033: 0.11794608845084673
Position 26297: 0.11616509351929173
Position 26436: 0.11584505050504278
Position 20107: 0.11482549045464391
Position 16321: 0.11286292385604572
Position 760: 0.10756396792755764
Position 2086: 0.10636612172991582
Position 16009: 0.10198126342448238
Position 33951: 0.10030245229504332
Position 38105: 0.0935431519598876
Position 2013: 0.09259911574618841
Position 17879: 0.08954265385554583
Position 12474: 0.08499358307889476
Position 6975: 0.08399807197316458
Position 255: 0.08177247179252836
Position 30671: 0.07788924298674187
Position 872: 0.07520197213435051
Position 6699: 0.07412964198904819
Position 25655: 0.07354258804974087
Position 25959: 0.07346895220627667
Position 273: 0.0659458758316688
Position 21694: 0.061566025521255965
Position 39110: 0.061276104515611704
Position 24976: 0.05740137851997279
Position 16887: 0.055616885287259776
Position 37658: 0.05449301765957708
Position 398: 0.050169355764668466
Position 6736: 0.049400016229736186
Position 26914: 0.048142009203380666
Position 25459: 0.048015080589116604
Position 23254: 0.046564211168845564
Position 9511: 0.046018434807751384
Position 44997: 0.04337608654957315
Position 33272: 0.0408577509911903
Position 8057: 0.036331916305129275
Position 2337: 0.034820192109456465
Position 29108: 0.03357229597840172
Position 41450: 0.03290638870640899
Position 9047: 0.031837381573294035
Position 45769: 0.031727193041095524
Position 36886: 0.031648815686139045
Position 5931: 0.03126468070182752
Position 23576: 0.03103649778999666
Position 43074: 0.030840083755443556
Position 28448: 0.02801455416497087
Position 26859: 0.02747461952194231
Position 6970: 0.02644511149543927
Position 18805: 0.02453727343489497
Position 3175: 0.023544981244482403
Position 579: 0.023357037827702678
Position 17315: 0.022589739134811243
Position 17323: 0.0223543385818299
Position 4793: 0.021962856478220067
Position 27011: 0.021558696192127382
Position 29804: 0.02052886154735713
Position 39003: 0.019719868870749627
Position 36197: 0.01966807968096208
Position 1997: 0.019070967795854165
Position 8086: 0.017826636871017494
Position 7032: 0.017613454749118917
Position 17499: 0.016610988748899564
Position 37711: 0.016522226758158724
Position 43349: 0.016365046291076706
Position 29022: 0.015846824863688005
Position 40776: 0.014659861737505102
Position 7672: 0.014185874340290644
Position 21471: 0.01403857737291915
Position 10062: 0.0136979290145319
Position 34802: 0.013555750602119098
Position 27593: 0.013552934199002312
Position 3180: 0.01299465894761379
Position 35040: 0.012497120498985662
Position 19891: 0.012481126909499264
Position 19265: 0.011692426438517195
Position 23345: 0.011648494843184502
Position 20153: 0.011627677601781983
Position 7455: 0.01126094419257033
Position 32482: 0.011202471567325874
Position 20208: 0.01099002594282546
Position 40329: 0.010883955615610605
