Gene = TAF1A
index = 1374
Annotated 5SS: [  207  1491  5806 10175 12489 19399 20424 25875 26761 28570 31311]
Annotated 3SS: [ 1367  5635 10060 12289 19267 20264 25807 26636 28414 31160 31664]
SMsplice 5SS: [  207  1491  5806 10175 12489 19399 20424 23460 26761 28570 31311]
SMsplice 3SS: [ 1367  5635 10060 12289 19267 20264 23407 26636 28414 31160 31664]
top_k =  1000
Partition function (log Z): 10.786469275377552

Sorted 5' Splice Sites (High to Low Probability):
Position 19399: 0.9568079421706328
Position 10175: 0.9562580153466714
Position 1491: 0.9466727738417395
Position 31311: 0.9398076706905379
Position 20424: 0.9286302667349342
Position 207: 0.9269089553376405
Position 23460: 0.875724991862204
Position 5806: 0.8694068923495706
Position 28570: 0.8664613855711525
Position 26761: 0.816541161099119
Position 12489: 0.794680229248291
Position 22697: 0.39854915825034004
Position 22037: 0.36143604010323177
Position 24647: 0.25939286834859643
Position 14551: 0.22734361138466616
Position 27015: 0.21579271713419007
Position 12503: 0.19805422578201431
Position 9968: 0.19006473459578832
Position 4410: 0.14714543098937027
Position 29201: 0.13492672358415983
Position 25875: 0.12391366437669131
Position 10699: 0.1143411767339334
Position 27150: 0.11121659040925015
Position 12832: 0.08670516873802524
Position 9785: 0.08505749485921592
Position 9870: 0.08480696865695693
Position 9940: 0.08454437816608752
Position 20584: 0.08414867346060056
Position 1245: 0.06418849681947174
Position 4908: 0.061616670819613646
Position 28531: 0.06048120572425462
Position 18163: 0.05726727842995119
Position 15906: 0.055033567573373215
Position 10793: 0.05288270664387484
Position 5569: 0.052287474346872316
Position 10439: 0.05149436615902141
Position 2839: 0.0505579278745549
Position 12196: 0.04419167506600137
Position 26353: 0.03634456042180703
Position 2620: 0.03058694795220105
Position 20660: 0.028993147961934376
Position 3073: 0.027700429677387117
Position 2007: 0.027159919559973673
Position 10786: 0.02563851989004057
Position 4666: 0.02467424837964525
Position 23244: 0.024638337447575938
Position 91: 0.02386638160627528
Position 30570: 0.02385248192868287
Position 29158: 0.023545891833369262
Position 19052: 0.022911270435586877
Position 20304: 0.022129527575831955
Position 26669: 0.021299639941210802
Position 2889: 0.021256471231016177
Position 4912: 0.02028916735151532
Position 24667: 0.019550469386917006
Position 261: 0.018669244514137047
Position 29085: 0.017870784489939045
Position 4620: 0.017261421180908752
Position 13537: 0.016441260998421327
Position 25511: 0.015505262889712757
Position 22022: 0.015266025438160405
Position 21332: 0.014636682794249206
Position 6354: 0.014303307676867924
Position 5745: 0.012781168239626524
Position 21083: 0.012015207960401272
Position 22300: 0.012013546206141219
Position 12183: 0.011575227990273872
Position 728: 0.011310804969028565
Position 20742: 0.011306143680585766
Position 3673: 0.011151594083118098
Position 24712: 0.011142354169355282
Position 3423: 0.01110883274831689
Position 1006: 0.01096699872366725
Position 25773: 0.010798807476625422
Position 3478: 0.010609838535012801
Position 20928: 0.010508420211574715
Position 12075: 0.01034138343575734
Position 11212: 0.009610586971726301
Position 20017: 0.009485520571741976
Position 24675: 0.009219087763101905
Position 27098: 0.008465355962874765
Position 134: 0.008044319138617577
Position 5405: 0.007980886950702157
Position 22943: 0.006911294773439338
Position 25677: 0.006688506778412849
Position 28559: 0.0064517853230549515
Position 9921: 0.0064274479632110155
Position 22381: 0.006001602672442695
Position 9041: 0.0059905960438850865
Position 25742: 0.005727607754442669
Position 1487: 0.005549109239557505
Position 12772: 0.0055222824653000675
Position 29230: 0.005354997879919607
Position 21341: 0.005339712785431522
Position 10492: 0.005310439835372951
Position 27083: 0.004847561876386369
Position 4224: 0.004660628084970631
Position 1536: 0.004327786701309658
Position 2819: 0.0033366037437133843
Position 30584: 0.0030589222542977343
Position 3831: 0.003047185486505228
Position 4328: 0.0029937614052127867
Position 23260: 0.0028632227970167047
