Gene = UGCG
index = 1528
Annotated 5SS: [  548 17981 26186 28113 29731 32913 34592 35594]
Annotated 3SS: [17838 26082 28010 29617 32733 34504 35403 36060]
SMsplice 5SS: [  548 17981 26186 28113 29731 32913 34592 35594]
SMsplice 3SS: [17838 26082 28010 29617 32733 34504 35403 36060]
top_k =  1000
Partition function (log Z): -2.851688567086061

Sorted 5' Splice Sites (High to Low Probability):
Position 17981: 1.0000000000000007
Position 32913: 0.9652356184031491
Position 34592: 0.9304271466855669
Position 28113: 0.9010383388709836
Position 26186: 0.8453637449432465
Position 35594: 0.7016352874915399
Position 29731: 0.6282713553592842
Position 548: 0.5542292572236746
Position 33330: 0.4053840889624904
Position 3376: 0.38286226702452286
Position 494: 0.35765937360073924
Position 32734: 0.356501742799106
Position 36203: 0.2516132123975299
Position 3239: 0.2316212925972733
Position 35205: 0.16454295972750452
Position 14514: 0.09881306772430315
Position 1366: 0.09525123559725142
Position 117: 0.08700000420699408
Position 9807: 0.07209373239073759
Position 33476: 0.06087096132615171
Position 23409: 0.05786925324140718
Position 35837: 0.05726680597449422
Position 137: 0.045696364451942216
Position 35120: 0.04400612018260591
Position 33419: 0.04123073078021642
Position 28897: 0.031913637423298974
Position 35528: 0.026742127662986497
Position 28871: 0.02529043600811258
Position 4005: 0.024582707275737352
Position 34278: 0.02342642426805382
Position 31391: 0.02178307199941911
Position 35707: 0.020736445192078796
Position 2536: 0.02025376048236105
Position 37195: 0.01834922204550247
Position 23441: 0.017883345629186462
Position 21041: 0.015347914820591774
Position 35616: 0.014854988418651953
Position 2320: 0.013422460570391282
Position 31680: 0.011950914820412342
Position 32612: 0.010611070690567964
Position 26645: 0.009392127241158734
Position 34273: 0.00925284205748806
Position 28243: 0.007792433727651417
Position 36226: 0.007643660468661565
Position 132: 0.007580425057892829
Position 35448: 0.006344546838500912
Position 433: 0.005886884060019089
Position 1270: 0.005506648917411391
Position 34648: 0.005427467691943478
Position 37540: 0.00461686559227522
Position 18421: 0.004517612459499797
Position 35080: 0.003935357510959406
Position 36270: 0.0038186052360562016
Position 1817: 0.003761106384106682
Position 37895: 0.0037317850774135435
Position 36248: 0.003085778585365896
Position 552: 0.0030262670410584297
Position 19071: 0.002860738072255501
Position 35314: 0.0028210974866310925
Position 1859: 0.002817280068229098
Position 36179: 0.0026843218990369897
Position 510: 0.0026224683080801527
Position 35256: 0.0023597688945468645
Position 36332: 0.0023324558078961478
Position 35167: 0.0018535097374326305
Position 33566: 0.0018127381767343291
Position 821: 0.0017943688218629208
Position 35703: 0.0016912473384519992
Position 1027: 0.0015102308113950384
Position 1343: 0.0011052280902825045
Position 35914: 0.0011018886706967235
Position 36717: 0.000922558228028535
Position 37118: 0.0009067335795529917
Position 879: 0.0009062259715971213
Position 1444: 0.0008723296362314256
Position 3574: 0.0007401641280270313
Position 754: 0.0007052952863201102
Position 36479: 0.0006866012849984469
Position 19075: 0.0006783993022688536
Position 855: 0.0006000347377489512
Position 18428: 0.0005672212586614031
Position 2544: 0.00043273168494040946
Position 2852: 0.0004166740710631605
Position 584: 0.0004062921661903706
Position 21554: 0.0003962412219807398
Position 31488: 0.0003912809881891587
Position 1426: 0.00032546991327189886
Position 4763: 0.00030238088248893484
Position 34633: 0.00029720900434260537
Position 28118: 0.0002739358671880194
Position 1579: 0.00026451075134076524
Position 2519: 0.00021448998620444512
Position 2269: 0.00019393139270951378
Position 2745: 0.00018427436234497415
Position 37405: 0.0001744545248579264
