Gene = EFHB
index = 488
Annotated 5SS: [  951 13676 14348 15949 18878 28561 34749 35403 37494 45737 49778 51631]
Annotated 3SS: [13612 14203 15767 18766 28430 34664 35334 37338 45528 49564 51448 54375]
SMsplice 5SS: [  951 14348 15949 18878 28561 34749 35963 37494 45265 45737 48289]
SMsplice 3SS: [14203 15812 18766 28430 34664 35867 37338 45131 45528 48175 54375]
top_k =  1000
Partition function (log Z): -1.7341117689355912

Sorted 5' Splice Sites (High to Low Probability):
Position 14348: 1.0000000000000053
Position 28561: 0.9977172915735022
Position 34749: 0.9881305378391495
Position 15949: 0.9305393599660522
Position 18878: 0.92890351146902
Position 45737: 0.771437998774122
Position 951: 0.7586288201832355
Position 35963: 0.7302831830452758
Position 37440: 0.6580348588306902
Position 48289: 0.6012308075532068
Position 45265: 0.5296594222688296
Position 101: 0.444523296046634
Position 2320: 0.3669197989169476
Position 30325: 0.27350459861385773
Position 1328: 0.2457169111315115
Position 41917: 0.23107037591758026
Position 5505: 0.2235680267107427
Position 2479: 0.21289772755981284
Position 37519: 0.19610543229279848
Position 29578: 0.16822520288657927
Position 35403: 0.1477311980878509
Position 30097: 0.13766033960734367
Position 16769: 0.1302163276527875
Position 51631: 0.1260449305342734
Position 45354: 0.12310079112572504
Position 39993: 0.10764274411932717
Position 24455: 0.08885313414160283
Position 21646: 0.07926440877794559
Position 26583: 0.07457841514808325
Position 45250: 0.06913123078374188
Position 39452: 0.06666367785145423
Position 30499: 0.06502219846620098
Position 36205: 0.06232794225203701
Position 35626: 0.06168373809300453
Position 37498: 0.05636674010764731
Position 48471: 0.05605838925823557
Position 18985: 0.05018650970578298
Position 34233: 0.038212739938402934
Position 306: 0.03499055498667068
Position 1377: 0.03469227834150588
Position 2534: 0.033771109909133616
Position 38351: 0.03349188372771661
Position 33512: 0.033096255108027724
Position 21665: 0.031055672968974428
Position 19214: 0.027654689069911285
Position 17070: 0.02698506089083283
Position 43949: 0.025506474961705387
Position 36278: 0.025424486318861777
Position 43795: 0.02441744093994789
Position 558: 0.022728137400703022
Position 24752: 0.02206271008558298
Position 32763: 0.019069160300821092
Position 2187: 0.019054516875632865
Position 34924: 0.01868014173954904
Position 17072: 0.01765841784289056
Position 43378: 0.01688570160107476
Position 21081: 0.01672936365310614
Position 17595: 0.016685344105001314
Position 28751: 0.01662324148496594
Position 41071: 0.01590828562619522
Position 38347: 0.015094807207483222
Position 35472: 0.01465269122151901
Position 37132: 0.014456739981357469
Position 37: 0.014451645140743466
Position 23735: 0.014089092446216842
Position 36434: 0.013895795958016908
Position 32492: 0.0136963551864151
Position 43776: 0.012696631893793827
Position 16150: 0.010477589221992056
Position 30271: 0.01040975186896936
Position 16356: 0.009920202155744098
Position 18953: 0.00954367027230428
Position 29934: 0.008728422149722961
Position 2074: 0.008550875741761728
Position 21958: 0.00837266477355829
Position 35596: 0.007965038983954965
Position 35076: 0.0076617568017060145
Position 1676: 0.007359744317980669
Position 36859: 0.0073402275858322485
Position 24969: 0.00716389761946047
Position 735: 0.0067841686976151385
Position 34629: 0.006140654746412124
Position 4597: 0.006009354842634343
Position 18846: 0.0055938313498136915
Position 4180: 0.005475521270150975
Position 30791: 0.005377084934519179
Position 37454: 0.0053667793105653125
Position 22042: 0.004556225722576044
Position 41924: 0.004218081662447662
Position 24436: 0.004182625196374532
Position 36743: 0.004181095991633061
Position 35868: 0.003944859302409081
Position 261: 0.003787465821015373
Position 4204: 0.0036661903490024595
Position 41850: 0.0036556362897551147
Position 40460: 0.003581883678174769
Position 34585: 0.003516193565256286
Position 16393: 0.0034717119463503077
Position 35298: 0.003457214526998906
Position 36759: 0.0033688408663753895
Position 1651: 0.002955728994416025
