Gene = COX17
index = 399
Annotated 5SS: [ 200 2259]
Annotated 3SS: [2169 7737]
SMsplice 5SS: [ 673 2259]
SMsplice 3SS: [2169 7737]
top_k =  1000
Partition function (log Z): -10.52547005274909

Sorted 5' Splice Sites (High to Low Probability):
Position 2259: 0.7868426400020709
Position 673: 0.6508093845907225
Position 200: 0.26543512597447216
Position 2039: 0.2559735166283031
Position 1155: 0.19355933270030568
Position 261: 0.15984289714347166
Position 7841: 0.1391318448996448
Position 2731: 0.1100330881188226
Position 3911: 0.055901973786472395
Position 1219: 0.03898592357703405
Position 721: 0.03504472743728668
Position 2332: 0.0314320655430688
Position 1179: 0.028703264909666536
Position 2691: 0.027585311097043805
Position 1110: 0.02503268856421295
Position 3922: 0.022113074080108118
Position 542: 0.019664636035861775
Position 581: 0.0182495897139878
Position 204: 0.016407241146312875
Position 100: 0.014548013530944036
Position 861: 0.010718179954210079
Position 3614: 0.009076247422020622
Position 713: 0.00827915758275667
Position 433: 0.006241716453125022
Position 1529: 0.004614095719224391
Position 3260: 0.004383032209155046
Position 7825: 0.0038182866203631
Position 7852: 0.00328486322800136
Position 967: 0.003148788598820065
Position 551: 0.002703137817677354
Position 1039: 0.0026029340572768394
Position 3476: 0.0021544256546681766
Position 1149: 0.002147446568539334
Position 5353: 0.001914817176059704
Position 2869: 0.001315553736496011
Position 670: 0.0010864132050140492
Position 634: 0.0009015534106274798
Position 1314: 0.0008403406693042099
Position 1060: 0.0006529816687529424
Position 564: 0.0006505833564004508
Position 3541: 0.0006325963491328816
Position 251: 0.000604679896616703
Position 1742: 0.0003004030836813209
Position 437: 0.00026729924676380007
Position 2344: 0.0002192057959963821
Position 1012: 0.00018907044290730892
Position 61: 0.00018350694250241712
Position 450: 0.00016763008696109029
Position 13: 0.00014339540266409637
Position 2278: 0.0001385788447263461
Position 757: 9.42083312832159e-05
Position 2497: 6.834603711210736e-05
Position 105: 6.0441432529324077e-05
Position 661: 5.262914121311762e-05
Position 546: 5.009335063796508e-05
Position 825: 4.6638837115472166e-05
Position 873: 4.375333358219938e-05
Position 654: 3.983592967084547e-05
