Gene = SIMC1
index = 1258
Annotated 5SS: [  271 56896 57954 75479 84059 86391 98510 98780]
Annotated 3SS: [ 56662  57883  75323  83905  86261  98352  98694 106815]
SMsplice 5SS: [  271 19597 25136 32154 57954 70320 75479 84059 86391 98510 98780]
SMsplice 3SS: [ 19517  25049  32023  57883  70227  75323  83905  86261  98352  98694
 106815]
top_k =  1000
Partition function (log Z): -56.44456372466423

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.7006931369202094
Position 7387: 0.4503604143098316
Position 689: 0.297219385574992
Position 4235: 0.2532577726736688
Position 2765: 0.22408093001415397
Position 5043: 0.19335176809135995
Position 3536: 0.18310835796831895
Position 1037: 0.14688858518825634
Position 3995: 0.12642121290258462
Position 3380: 0.12073931709708433
Position 1313: 0.087588631765552
Position 1052: 0.051066969936507105
Position 5039: 0.04753715897591464
Position 3850: 0.03961954232735104
Position 3870: 0.036488713907516936
Position 1078: 0.021627010769505167
Position 275: 0.018615918715746135
Position 9334: 0.011519105614314146
Position 3991: 0.010050583097572056
Position 3353: 0.008119229490760509
Position 7352: 0.0077194301190961585
Position 1085: 0.007491609289786526
Position 126: 0.006773850281204636
Position 2369: 0.005250220477029853
Position 4167: 0.005006221721369651
Position 1448: 0.004101597196194637
Position 4331: 0.004009223765879538
Position 7075: 0.002861076273008599
Position 5503: 0.002800424582017817
Position 1859: 0.0026689637572436557
Position 5954: 0.0021836119888182146
Position 2959: 0.0020921723666108487
Position 918: 0.0012906289785777384
Position 4378: 0.0012790136353196097
Position 4543: 0.0009871792660410606
Position 915: 0.0008101750190006308
Position 5047: 0.0007000888854969621
Position 985: 0.0006139218479472168
Position 5508: 0.0006043755533070596
Position 677: 0.0005997506639074898
Position 1527: 0.0005683891324642913
Position 2269: 0.0005276169833184368
Position 1024: 0.00042123012252937275
Position 647: 0.00039946506974258735
Position 1366: 0.00038554611966965213
Position 1686: 0.00038451025069859526
Position 1177: 0.0003268988190202735
Position 3178: 0.00029810856436283375
Position 3326: 0.00023272905613677623
Position 157: 0.00023120658861263565
Position 4063: 0.000196080881322937
Position 3645: 0.00019173119950734616
Position 3828: 0.00018081889822711618
