Gene = PRCC
index = 1067
Annotated 5SS: [  740 14830 19675 24293 27309 29842]
Annotated 3SS: [14781 19107 24196 27164 29775 32873]
SMsplice 5SS: [  740  9377 14830 19675 23663 23869 24293 27309 29842]
SMsplice 3SS: [ 9229 14781 19492 23566 23752 24196 27164 29775 32873]
top_k =  1000
Partition function (log Z): 9.48893793181461

Sorted 5' Splice Sites (High to Low Probability):
Position 24293: 0.9976154758635625
Position 27309: 0.9778937102042893
Position 14830: 0.9024031709598882
Position 23663: 0.8991797030061875
Position 23869: 0.8267416422788334
Position 29842: 0.7794148037896939
Position 740: 0.6011255037991763
Position 9377: 0.5990953385743918
Position 1466: 0.5360373296989771
Position 19675: 0.5281406566398668
Position 30296: 0.3670519057644018
Position 84: 0.3162179969781238
Position 28429: 0.3110659368151015
Position 9428: 0.2623202790667781
Position 27068: 0.24393216337816126
Position 25805: 0.21631425093199988
Position 29783: 0.20236821742786004
Position 6484: 0.17313404255162526
Position 30587: 0.17307221102655596
Position 1776: 0.15984182833390173
Position 32380: 0.1505163886919867
Position 23876: 0.13188263564015798
Position 28089: 0.12446015474745994
Position 13056: 0.11750842866550179
Position 30054: 0.09820741962581633
Position 30060: 0.09158953663504939
Position 30110: 0.07849738304393265
Position 14645: 0.0718627271545418
Position 13506: 0.07007184374431345
Position 3971: 0.05929463838376687
Position 23634: 0.05780727434215748
Position 226: 0.055802136217944324
Position 10763: 0.05248292023632207
Position 9470: 0.05163273360513648
Position 27553: 0.04971218104160994
Position 2860: 0.0450774605143163
Position 24679: 0.04483458545917747
Position 30973: 0.03908008038117623
Position 30987: 0.037225827219300504
Position 25715: 0.03642084543689265
Position 1312: 0.03596927273632122
Position 23913: 0.029037220508982803
Position 185: 0.028629688611691625
Position 145: 0.027374904096305035
Position 23675: 0.026338734378955404
Position 26644: 0.021782704240794207
Position 4: 0.01865455557974227
Position 9388: 0.015002651487924757
Position 3211: 0.014769644925876027
Position 27229: 0.01442522383189739
Position 1371: 0.013946159607944625
Position 26407: 0.011628304113305687
