Gene = RHOBTB3
index = 1139
Annotated 5SS: [  510   910  5901 17313 21176 24587 32446 36992 49251 52789 57684]
Annotated 3SS: [  683  5713 17157 21063 24220 32332 36870 49076 52621 57586 61883]
SMsplice 5SS: [  510   910  5901 17313 28988 32446 36992 37149 49146 52789 57684]
SMsplice 3SS: [  683  5713 17157 28847 32332 36870 37063 49076 52621 57586 61883]
top_k =  1000
Partition function (log Z): -4.0143752079856885

Sorted 5' Splice Sites (High to Low Probability):
Position 17313: 0.9992951032705637
Position 5901: 0.9947929596019477
Position 52789: 0.9927390766132771
Position 36992: 0.9919899921665979
Position 32446: 0.9703648319660064
Position 57684: 0.798141874094757
Position 28988: 0.7377484402179111
Position 37149: 0.7110682266079453
Position 910: 0.6462786851982806
Position 49146: 0.6428384045127129
Position 57467: 0.43866786713616385
Position 53735: 0.40709302626836985
Position 21176: 0.39173689318934546
Position 39502: 0.38697616094691517
Position 34294: 0.36414755892523637
Position 49251: 0.33492098378532326
Position 510: 0.3235448561132076
Position 213: 0.29592758785036155
Position 1972: 0.23311784316873652
Position 993: 0.20372671676979004
Position 38254: 0.1907738011389977
Position 84: 0.18685283267576017
Position 53370: 0.159846646915501
Position 9081: 0.15444308340293775
Position 37572: 0.14344397848336704
Position 37106: 0.14244289138566618
Position 40290: 0.1329778409849832
Position 7293: 0.12668707429569304
Position 13380: 0.1225962656084177
Position 863: 0.10280715433143395
Position 40310: 0.09287263072956968
Position 36716: 0.08364787864155523
Position 2603: 0.074402590272379
Position 38436: 0.07390240120902032
Position 5402: 0.0658051266226818
Position 41098: 0.061515464597512184
Position 19571: 0.06141009048434915
Position 5543: 0.05835795941063913
Position 35053: 0.0537397651688949
Position 56442: 0.05226019982558729
Position 45477: 0.048801337948055065
Position 45492: 0.04805959498252509
Position 45539: 0.04447038934527659
Position 40961: 0.041976716534447275
Position 43906: 0.04100199424958812
Position 55519: 0.03913667925442789
Position 56609: 0.036908153990984106
Position 32461: 0.02963516803399129
Position 514: 0.029576316593292445
Position 457: 0.027208723058526948
Position 33458: 0.025928056552904796
Position 236: 0.023482022249063816
Position 45480: 0.020275256343974386
Position 55745: 0.019403429799328322
Position 1175: 0.01621564810014564
Position 55529: 0.014588906134457555
Position 57244: 0.013179981330430648
Position 45543: 0.013150614031601733
Position 425: 0.010675783944455175
Position 56464: 0.010088414516749581
Position 38770: 0.009106327081016623
Position 2010: 0.008898414774502546
Position 33727: 0.00877375227510732
Position 6724: 0.008603652901468159
Position 53340: 0.008418237424122746
Position 2661: 0.008198731843707044
Position 1822: 0.007980793817143722
Position 47077: 0.007743937087110173
Position 6183: 0.007647814367258139
Position 58238: 0.0075657438627429185
Position 33690: 0.007119157718809437
Position 37919: 0.006484897023499989
Position 852: 0.0061611493155384585
Position 34218: 0.005806929427578734
Position 45506: 0.005286098866053494
Position 55398: 0.005202128463176037
Position 39046: 0.004799086050854599
Position 2760: 0.004671960310743616
Position 222: 0.004536020650895609
Position 35706: 0.004286962103558483
Position 33088: 0.004121606324776494
Position 3321: 0.0037140390027237164
Position 35639: 0.0033892539610451194
Position 1748: 0.0033027973139848044
Position 43449: 0.0030786083790112907
Position 32974: 0.003052034004380598
Position 3799: 0.003026868758906398
Position 37862: 0.002808268151465949
Position 37750: 0.0024336841831781655
Position 38844: 0.0023730905538807473
Position 53429: 0.002267547412289995
Position 244: 0.002187931343824306
Position 39497: 0.002171353663656632
Position 3562: 0.002165972403613944
Position 5317: 0.002082280835081258
Position 37709: 0.0020446425992957807
Position 829: 0.0019344547211215856
Position 6800: 0.0019125295637226292
Position 280: 0.0017938941135364674
Position 1160: 0.0017176003272625939
Position 580: 0.0016030627023266857
Position 33490: 0.0014863783179355657
Position 35813: 0.0014762921004317377
Position 2516: 0.0014736549035307635
Position 3706: 0.0014320556616843167
Position 557: 0.0012174673412118342
Position 3489: 0.0011404826068421834
Position 1145: 0.0009813516611407987
Position 38892: 0.0009266866315114186
Position 2583: 0.0009162047371155598
Position 3734: 0.0009011862252047861
Position 5418: 0.0008802498614252305
Position 37699: 0.0002947224752164116
Position 72: 0.0002796290740885272
Position 39400: 0.00021014175312563532
Position 836: 0.00019674254069119773
Position 7004: 0.00019002563613971
Position 379: 0.0001326926416809712
Position 7031: 0.0001326901725661467
Position 37160: 0.00013148403708666587
Position 684: 0.00012452779281649242
Position 318: 0.00011269651613982849
Position 39929: 9.662933177487741e-05
Position 6297: 8.001358343039596e-05
Position 886: 4.8379570336212874e-05
Position 261: 4.739116679264402e-05
Position 364: 4.2302644235362535e-05
Position 841: 3.253409692261679e-05
Position 784: 2.421144926403814e-05
Position 479: 2.1423667250815017e-05
Position 537: 2.117633979612585e-05
Position 37064: 1.5989714210627192e-05
Position 618: 1.357055535171187e-05
Position 674: 1.2119295984603284e-05
Position 5886: 6.449028743393476e-06
Position 5816: 5.412880258582464e-06
Position 1277: 3.565905968790286e-06
Position 889: 2.983912934598908e-06
Position 1269: 2.4321883299021004e-06
Position 552: 2.4007761663428397e-06
Position 1397: 2.2006139327498176e-06
Position 602: 1.7879557506695891e-06
Position 1006: 8.803946941301385e-07
Position 843: 6.012752267760322e-07
Position 37: 3.492876251191706e-07
Position 997: 3.084759784156281e-07
Position 1021: 2.1240472341693993e-07
Position 1189: 1.8824975171889878e-07
Position 877: 1.4429471552319778e-07
Position 678: 1.4337655953468477e-07
Position 1004: 1.2099890160699892e-07
Position 744: 5.671363819464987e-08
Position 899: 5.288186426514899e-08
Position 1348: 4.190586180646682e-08
Position 904: 2.151209668659685e-08
Position 807: 1.8308522674741597e-08
Position 999: 1.4318069143028658e-08
Position 646: 6.648747168455179e-13
Position 526: 1.0322421403053475e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 52621: 0.9932528570121334
Position 36870: 0.9907920704386235
Position 49076: 0.964465894813514
Position 17157: 0.944493378348688
Position 32332: 0.8785360817230765
Position 57586: 0.866676302912071
Position 683: 0.8615048588928085
Position 5713: 0.855048366078283
Position 37063: 0.8415691707317905
Position 28847: 0.7377484402179111
Position 57195: 0.4717215733754341
Position 21063: 0.34430158316812853
Position 53556: 0.34411058148044166
Position 34004: 0.3393730130441992
Position 61883: 0.22931733366394044
Position 40188: 0.2258548798943805
Position 45368: 0.18005362760527857
Position 53295: 0.1715596432362613
Position 39451: 0.14184949731656993
Position 5661: 0.12787999425811708
Position 62843: 0.1269502483850161
Position 32301: 0.12146391827692105
Position 5281: 0.10246373323270178
Position 39454: 0.10026941840279889
Position 1781: 0.09931426730127278
Position 7158: 0.09755759784160295
Position 39258: 0.09140226786098239
Position 37918: 0.08599086675631572
Position 36582: 0.08364787864155523
Position 8970: 0.08022959962268608
Position 1704: 0.076812496222855
Position 13269: 0.06995109611024297
Position 56390: 0.06828245962704402
Position 8930: 0.06224761672558268
Position 64828: 0.05905343296246171
Position 55306: 0.054458794689948485
Position 57950: 0.0541230853318216
Position 37358: 0.05183185583280169
Position 17090: 0.051394481573955736
Position 34985: 0.04842878306836115
Position 13217: 0.04681153747527687
Position 38359: 0.04483139791267949
Position 60851: 0.04461714156135058
Position 37821: 0.04251268267572909
Position 40779: 0.04223486290975125
Position 43630: 0.04100973941287085
Position 57910: 0.03911171733704257
Position 37422: 0.03581632264711953
Position 2478: 0.035419266680587855
Position 39418: 0.03460139025435415
Position 19376: 0.033173883721080454
Position 59530: 0.02930622308566176
Position 20996: 0.029298857412675933
Position 53616: 0.029290065366807123
Position 56350: 0.028962092102307498
Position 33188: 0.027414434870840373
Position 37942: 0.02661314485762289
Position 57975: 0.026294668437951925
Position 55636: 0.024754878334081656
Position 63237: 0.02473977258299299
Position 53619: 0.023339110915752727
Position 2496: 0.02313025914647578
Position 38325: 0.02295571085338754
Position 34292: 0.022882755726303116
Position 1906: 0.022549641170027054
Position 40838: 0.022192311772305434
Position 41000: 0.021881204426485844
Position 7213: 0.021152557307249995
Position 37303: 0.021065210126956332
Position 58363: 0.01963308133222281
Position 60360: 0.01929537171258626
Position 19318: 0.019216888569516193
Position 1843: 0.01848835601730004
Position 1075: 0.01829878692860164
Position 37957: 0.018205602793692037
Position 21023: 0.0181364526085411
Position 62840: 0.017236271342802593
Position 55282: 0.01637955866103507
Position 2529: 0.01636656065175939
Position 1758: 0.0162187090823972
Position 40879: 0.016102687735228893
Position 60022: 0.014996435619884294
Position 59513: 0.014485966173837312
Position 58594: 0.014409663884135997
Position 56441: 0.01409253765821839
Position 49220: 0.013381368215799357
Position 39300: 0.013303962717186923
Position 57446: 0.012862622071327072
