Gene = SRM
index = 1332
Annotated 5SS: [ 248  800 1225 3421 4014 4244 5063]
Annotated 3SS: [ 678 1131 3266 3929 4097 4939 5138]
SMsplice 5SS: [ 248  800 1225 3421 4014 4244 5063]
SMsplice 3SS: [ 678 1131 3266 3929 4097 4939 5138]
top_k =  1000
Partition function (log Z): 19.213433503598033

Sorted 5' Splice Sites (High to Low Probability):
Position 4014: 0.9985690090331505
Position 248: 0.9980636432472737
Position 4244: 0.9935996390810683
Position 5063: 0.9758146740561299
Position 800: 0.9154714280873345
Position 3421: 0.7371154417510495
Position 1225: 0.6985431276718751
Position 1315: 0.19729190514182476
Position 1042: 0.11887241543618934
Position 1247: 0.09621733806681537
Position 847: 0.07407820215547814
Position 1046: 0.07324932565786434
Position 1055: 0.036747315656241154
Position 1023: 0.03632720043176235
Position 2015: 0.022634358572322075
Position 3470: 0.017763606299282548
Position 3462: 0.014520317769223981
Position 3342: 0.01235261891334761
Position 4622: 0.0062976526143365685
Position 1063: 0.005895025928272759
Position 3807: 0.004756291285054822
Position 1726: 0.004714231835104996
Position 4871: 0.004311656331292857
Position 4569: 0.003896096421483152
Position 1804: 0.0029688161992173436
Position 624: 0.0024929995031840084
Position 1869: 0.0023471887481328127
Position 4685: 0.0023208976205585682
Position 2817: 0.001929135434739737
Position 1211: 0.0019194934554398171
Position 1682: 0.0015999755697966669
Position 4283: 0.0014527511356611472
Position 4377: 0.00144131321479899
Position 4667: 0.0014197249719619634
Position 3727: 0.001372060681985033
Position 3856: 0.0013410227038242995
Position 4534: 0.0013011655145932324
Position 2047: 0.001282660853522282
Position 4831: 0.0010812265242642718
Position 189: 0.001068040073475195
Position 3346: 0.0009942053897395863
Position 4409: 0.0008829700331922997
Position 3705: 0.0008779086099956932
Position 2990: 0.0008023056328413403
Position 1398: 0.0007940687806014264
Position 3390: 0.000684405191670571
Position 3114: 0.0006220924324679319
Position 3752: 0.0005762566759251448
Position 1709: 0.0005709381644638051
Position 2092: 0.0005695834925821937
Position 550: 0.00038745742361516146
Position 4985: 0.00038477732228146095
Position 2531: 0.0003070033201365834
Position 3352: 0.0002916919225825239
Position 428: 0.00025648652888390233
Position 3494: 0.00025198929519153695
Position 5151: 0.0002026410847400454
Position 3996: 0.00018981182879455
Position 1505: 0.00016992735218185746
Position 3864: 0.00014528967130499686
Position 1197: 0.00014070686713882696
Position 1395: 0.00011248935416705797
Position 4265: 0.00010637405080615554
Position 2755: 9.967616745327346e-05
Position 3625: 9.775280483776074e-05
Position 5005: 8.937924973867802e-05
Position 5067: 8.558624610258813e-05
Position 1348: 7.822708506676792e-05
Position 4255: 7.527749877317432e-05
Position 5050: 6.800134684114766e-05
Position 1547: 6.585987628924311e-05
Position 1174: 5.792929461066161e-05
Position 1363: 5.346968537798362e-05
Position 1858: 4.943376736724889e-05
Position 2874: 4.9300986667141746e-05
Position 1253: 4.693455427773464e-05
Position 2391: 4.52795326105574e-05
Position 3279: 4.2664478457500226e-05
Position 4050: 3.964454228610265e-05
Position 140: 3.9172604101291394e-05
Position 929: 3.823899814576712e-05
Position 2205: 3.331341924494018e-05
Position 1358: 3.330939159538287e-05
Position 5087: 3.273508861065703e-05
Position 502: 3.125363180630461e-05
Position 4825: 2.855428014858937e-05
Position 896: 2.8096186433176527e-05
Position 883: 2.628065326450562e-05
Position 2267: 2.5876476810417136e-05
Position 3586: 2.4953551965438284e-05
Position 5325: 2.477692853553295e-05
Position 3759: 2.3488820303570556e-05
Position 678: 2.135599613917924e-05
Position 5039: 1.9363483132722296e-05
Position 552: 1.930156148761074e-05
Position 479: 1.9144189603188972e-05
Position 886: 1.7567259203395604e-05
Position 1013: 1.6952746076403202e-05
Position 5214: 1.4699073684301949e-05
Position 3359: 1.4555980810269296e-05
Position 3671: 1.4316516948064006e-05
Position 808: 1.1347621884311906e-05
Position 4271: 1.0796159204065166e-05
Position 3444: 1.0433983796272325e-05
Position 3534: 9.188428857870293e-06
Position 711: 9.17129043776772e-06
Position 4257: 8.782249418436549e-06
Position 1177: 7.491958005140979e-06
Position 823: 7.012692213582382e-06
Position 1160: 6.527103441070976e-06
Position 4640: 4.346242692821417e-06
Position 4771: 4.3104424933109044e-06
Position 4228: 4.2073276319395166e-06
Position 462: 4.036988819500173e-06
Position 5329: 3.495706080460901e-06
Position 1278: 3.134309785368816e-06
Position 653: 3.0615344197154153e-06
Position 739: 3.040885164076264e-06
Position 10: 2.8033989167820558e-06
Position 849: 2.5061734466147446e-06
Position 5273: 2.4905241253036735e-06
Position 810: 2.1867078313880426e-06
Position 5321: 2.012839680317035e-06
Position 5084: 1.8875810371139518e-06
Position 4778: 1.6967310126076888e-06
Position 4768: 1.6343607298322812e-06
Position 3998: 1.384652510536571e-06
Position 161: 1.3178411627260071e-06
Position 5021: 9.684470986308562e-07
Position 4961: 9.558679869094825e-07
Position 43: 9.352857147955125e-07
Position 4692: 8.962510894657454e-07
Position 701: 6.347029981896243e-07
Position 5327: 5.782343105160075e-07
Position 1132: 5.394746095539243e-07
Position 721: 1.9352317866069662e-07
Position 695: 1.9232731874460153e-07
Position 460: 1.727628728547105e-07
Position 442: 1.6761606855146728e-07
Position 1259: 1.5955057814085952e-07
Position 538: 1.338512000658956e-07
Position 18: 1.3248835386671857e-07
Position 4144: 8.25191799752588e-08
Position 1229: 7.147921721927017e-08
Position 436: 6.062834358045394e-08
Position 703: 5.4532149964927214e-08
Position 1209: 4.410829870897051e-08
Position 1237: 4.056599360353279e-08
Position 916: 3.585968532236761e-08
Position 1204: 1.4060758624966205e-08
Position 179: 8.53980033915623e-09
Position 4419: 3.0893035695517546e-09
Position 713: 2.2387320981916827e-09
Position 4169: 1.347674312845445e-09
Position 352: 1.0701705386839083e-09
Position 15: 9.2448357694816e-10
Position 237: 8.154686127752618e-10
Position 4627: 3.246775007531139e-10
Position 1192: 5.60770848146487e-11
Position 1324: 5.144190906777731e-11
Position 1201: 3.0682662917595663e-11
Position 663: 8.968491592778808e-12
Position 628: 1.732426800817557e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9989722517389324
Position 1131: 0.9927391316338676
Position 4939: 0.9605070932473176
Position 678: 0.9201092834886139
Position 5138: 0.8838542276870396
Position 3266: 0.6595905439730099
Position 4097: 0.6427856445095513
Position 964: 0.24119739318145156
Position 4087: 0.1879359545973527
Position 4132: 0.1438189715602241
Position 5188: 0.07829324002902348
Position 3322: 0.07122933242226062
Position 643: 0.06511999811090487
Position 3220: 0.04568467788843442
Position 1912: 0.01783261863281127
Position 868: 0.017215621910405973
Position 4343: 0.014212111202229365
Position 5231: 0.013841985154283526
Position 4954: 0.01241051289588328
Position 4108: 0.009852748378930272
Position 4649: 0.009048432368504626
Position 4981: 0.006752169261324217
Position 1469: 0.0062943598416862825
Position 890: 0.006288051317670714
Position 3581: 0.004886259881938059
Position 4144: 0.0047409616070985885
Position 4978: 0.004456683809328217
Position 4984: 0.004143171320417473
Position 4941: 0.00357079838672289
Position 1490: 0.0028903492746922754
Position 1857: 0.0026234660067297583
Position 682: 0.002560006379608939
Position 5431: 0.0025308254836568077
Position 3242: 0.0025086515994035235
Position 466: 0.002458683493012975
Position 652: 0.0023826892822629486
Position 1880: 0.0019348959039652064
Position 3683: 0.00168752302364843
Position 3371: 0.0015232823224630592
Position 3300: 0.0015223719587616265
Position 721: 0.0015217728715914043
Position 4153: 0.0015017922042835582
Position 4206: 0.0014293418743092535
Position 4135: 0.001279892347393251
Position 4966: 0.0011603201740706505
Position 473: 0.0011017210170391105
Position 645: 0.0009851217115949937
Position 4102: 0.0009292044674177369
Position 5155: 0.0009232848722821007
Position 2456: 0.0008324733284471302
Position 3702: 0.0008295061295369342
Position 1629: 0.0008135548092318317
Position 969: 0.0007996581823481345
Position 3411: 0.0007937527139021853
Position 1681: 0.0007900402541076616
Position 2703: 0.0007890314077491263
Position 3529: 0.0007317793798051678
Position 988: 0.0006966387374529673
Position 896: 0.0006870813323186992
Position 1655: 0.0006797946612107206
Position 1159: 0.0006664456858425373
Position 926: 0.0005810200684998458
Position 1825: 0.0005361424305326221
Position 1465: 0.0004964154996930666
Position 4616: 0.0004848952015328633
Position 5273: 0.0004831305994015573
Position 4957: 0.00047168472964168577
Position 2889: 0.00046950393939016344
Position 1828: 0.00045513133190426726
Position 5357: 0.00043162034944478226
Position 3290: 0.0004309176155147662
Position 1933: 0.0004026880018895859
Position 2659: 0.00039888402725180835
Position 2901: 0.000373968079836683
Position 1979: 0.0003459594445382262
Position 3823: 0.000335222986101877
Position 4563: 0.00033000331024830387
Position 1626: 0.00032302532761676624
Position 3229: 0.00030222731146971495
Position 780: 0.0003010492432428207
Position 3014: 0.00029951121848493384
Position 5165: 0.0002977993229645557
Position 3952: 0.0002901192697109334
Position 3726: 0.0002879037334812771
Position 3751: 0.00028755344091280644
Position 4472: 0.00026127518050751995
Position 3279: 0.00022443681910502846
Position 3359: 0.00021124146185614513
Position 3612: 0.00020354299023702654
Position 1927: 0.0001829630336564119
Position 1153: 0.00018075972871017977
Position 751: 0.00017996033154301616
Position 3942: 0.00017335243403663833
Position 4860: 0.00013985133107510329
Position 3859: 0.0001328805271434348
Position 1709: 0.00013135282473683118
Position 2671: 0.00013120177759621803
Position 2873: 0.00011622839120195482
Position 2748: 0.00011458074178641944
Position 4478: 0.0001134411928673358
Position 1775: 0.0001104132197343648
Position 1091: 0.00010056585768126543
Position 4993: 9.784790572017711e-05
Position 4666: 9.239604020958948e-05
Position 4360: 8.565087703151769e-05
Position 4621: 8.285895304846217e-05
Position 978: 8.01912038892608e-05
Position 1100: 7.079872247229637e-05
Position 1197: 7.055403820584443e-05
Position 5377: 7.005590576631879e-05
Position 2985: 6.028943819207948e-05
Position 1209: 5.9997096396791376e-05
Position 2114: 5.9535873905485776e-05
Position 2790: 5.810649012403689e-05
Position 4999: 5.6481887060097885e-05
Position 584: 5.3497277100879006e-05
Position 2463: 5.0116472219417594e-05
Position 3329: 4.989343380113545e-05
Position 5205: 4.9277372420027566e-05
Position 892: 4.7801518725267376e-05
Position 1073: 4.205720338508789e-05
Position 4521: 3.964832110572831e-05
Position 1723: 3.920826741808967e-05
Position 3287: 3.908656901171621e-05
Position 1915: 3.812777450584373e-05
Position 4822: 3.7602504572342563e-05
Position 338: 3.337954074007393e-05
Position 2918: 3.2199782574996966e-05
Position 2866: 2.933148319994962e-05
Position 4446: 2.812828573138369e-05
Position 4233: 2.7608738014112317e-05
Position 5282: 2.7376127453243448e-05
Position 2199: 2.7285961621553525e-05
Position 5160: 2.6892012506943966e-05
Position 1564: 2.66698430557863e-05
Position 4499: 2.6621323039400088e-05
Position 4354: 2.6388456879077758e-05
Position 3874: 2.576235237793857e-05
Position 5288: 2.5237079765918438e-05
Position 1310: 2.4628451750991607e-05
Position 1268: 2.326319791039378e-05
Position 3835: 2.2168379043358345e-05
Position 3745: 2.1431253373018406e-05
Position 5367: 2.1322246591874826e-05
Position 3022: 2.0363121105071685e-05
Position 799: 2.013157965976702e-05
Position 4012: 1.971205684974856e-05
Position 612: 1.9619526522510148e-05
Position 483: 1.7734258350445952e-05
Position 4575: 1.5924618639050793e-05
Position 1026: 1.5872973698985098e-05
Position 1886: 1.5160071601180248e-05
Position 1996: 1.4646432336317629e-05
Position 5062: 1.431311808520781e-05
Position 4459: 1.4125614605070734e-05
Position 4368: 1.3785608659873187e-05
Position 4527: 1.3463316470764773e-05
Position 3183: 1.2827603167048154e-05
Position 3461: 1.2068229697552833e-05
Position 3442: 1.1884269590613198e-05
Position 3377: 1.1614385955882569e-05
Position 3892: 1.0762821520937006e-05
Position 2982: 1.0539990083240491e-05
Position 993: 1.0231203881038765e-05
Position 4904: 9.818526791032111e-06
Position 4534: 9.31565303990717e-06
Position 2610: 9.091870596974457e-06
Position 4495: 8.798832636382818e-06
Position 911: 8.136206364922144e-06
Position 2497: 8.05021405335824e-06
Position 1182: 8.009960472502466e-06
Position 4871: 7.507478118345834e-06
Position 2404: 7.340537476887705e-06
Position 2668: 7.089852788999225e-06
Position 5050: 6.599207557915978e-06
Position 4761: 6.393745967687657e-06
Position 227: 6.289901091786013e-06
Position 1893: 6.28403524584377e-06
Position 3967: 6.145016064556413e-06
Position 2572: 5.9331895359483695e-06
Position 4660: 5.624802699176644e-06
Position 823: 5.423147917261482e-06
Position 754: 5.073014920229548e-06
Position 3955: 5.068840798259701e-06
Position 4213: 4.525966557178504e-06
Position 5097: 4.267779386627441e-06
Position 4796: 4.1156080081441644e-06
Position 846: 4.0974155848419835e-06
Position 1011: 3.9685910896137005e-06
Position 1173: 3.951742188696352e-06
Position 4684: 3.1179578414719955e-06
Position 1943: 3.1143031237582804e-06
Position 1936: 3.0026110860506628e-06
Position 188: 2.9843001969878554e-06
Position 4450: 2.859148067236976e-06
Position 3806: 2.8378384606686283e-06
Position 4824: 2.7346464756325652e-06
Position 3896: 2.6226717501355284e-06
Position 734: 2.040470358601269e-06
Position 902: 2.0164180661783627e-06
Position 3783: 1.8497326590233898e-06
Position 4786: 1.7705629038648162e-06
Position 3885: 1.5767552548298032e-06
Position 494: 1.500434823029362e-06
Position 3905: 1.3640023341437728e-06
Position 266: 1.328311361366335e-06
Position 4689: 1.2817187656468203e-06
Position 3794: 1.2238006306322425e-06
Position 4818: 9.69358231091866e-07
Position 442: 9.555644864498252e-07
Position 491: 7.765855870393879e-07
Position 281: 5.847594969119561e-07
Position 906: 5.816185592188614e-07
Position 1032: 5.658543671078133e-07
Position 1021: 5.058112705093598e-07
Position 1631: 4.5754305706457004e-07
Position 730: 4.5685831313570585e-07
Position 808: 3.744147361497241e-07
Position 436: 3.5398492868604447e-07
Position 4489: 3.323425329138649e-07
Position 4237: 2.3228156069972953e-07
Position 1052: 2.2905749621066327e-07
Position 4376: 2.2844376791107267e-07
Position 1635: 2.2070215959619762e-07
Position 4390: 2.1146017922868815e-07
Position 4502: 2.1075241831730615e-07
Position 3455: 1.9328442269210683e-07
Position 3709: 1.3672113609580338e-07
Position 485: 1.3365388152647495e-07
Position 247: 1.2515349327791815e-07
Position 1306: 1.2305044678139566e-07
Position 732: 1.1207353041677752e-07
Position 4799: 1.0003927762515928e-07
Position 4792: 9.905726833310001e-08
Position 1550: 8.278537553960646e-08
Position 3621: 7.584316753830436e-08
Position 173: 7.482859884280896e-08
Position 3531: 7.263213749844037e-08
Position 1693: 6.582234340999576e-08
Position 1059: 5.6914022993807474e-08
Position 1547: 5.37647271228175e-08
Position 3633: 4.4492279289268374e-08
Position 1314: 3.792318144579179e-08
Position 1471: 3.7627416250260063e-08
Position 1240: 3.170576225788524e-08
Position 739: 3.079296588219238e-08
Position 3586: 3.0442061560297735e-08
Position 3100: 2.426587138038486e-08
Position 3492: 2.4085303801978644e-08
Position 4719: 2.379489915524974e-08
Position 86: 2.126677999513659e-08
Position 157: 1.6523633895664558e-08
Position 1363: 1.5829925111675308e-08
Position 3589: 1.580089009039607e-08
Position 1246: 1.3993635873731587e-08
Position 1366: 8.410962157017738e-09
Position 1394: 6.24657685530745e-09
Position 134: 4.962598239062028e-09
Position 1275: 4.624072709806943e-09
Position 1588: 4.606659609518271e-09
Position 3150: 3.6636640346910613e-09
Position 197: 3.5928297668076556e-09
Position 1229: 3.489379409593606e-09
Position 287: 2.3483554492817816e-09
Position 1356: 2.3080918547360096e-09
Position 1576: 2.0933220316439695e-09
Position 1743: 1.8607886219906877e-09
Position 1792: 1.419411754957781e-09
Position 4381: 1.1083384597979726e-09
Position 194: 1.0771200746476084e-09
Position 597: 9.25896708462601e-10
Position 4058: 6.617755426969957e-10
Position 1242: 3.7644305980624233e-10
Position 834: 1.8689957206110898e-10
Position 149: 9.9013936857954e-11
Position 1318: 9.36929332444056e-11
Position 1375: 8.965290663592164e-11
Position 4282: 4.994436141449401e-11
Position 1382: 3.279691896442546e-12
Position 4296: 2.013690985525813e-12
Position 1215: 4.716092040851586e-14
