Gene = OMA1
index = 984
Annotated 5SS: [   98  8006 10288 12643 12848 16200 19540 40741]
Annotated 3SS: [ 7489 10058 12468 12739 16070 19464 40590 65625]
SMsplice 5SS: [  246 10288 12643 12848 15982 16200 19540 34124 34593 40741]
SMsplice 3SS: [10058 12468 12739 15883 16110 19464 34005 34507 40590 65625]
top_k =  1000
Partition function (log Z): -22.521621860746325

Sorted 5' Splice Sites (High to Low Probability):
Position 19540: 0.980703059244406
Position 12643: 0.9592709550347446
Position 12848: 0.9383284807628717
Position 10288: 0.9173951325011686
Position 16200: 0.8547836521919362
Position 15982: 0.6054550878727025
Position 246: 0.6047555581324087
Position 16671: 0.2940208112094446
Position 8006: 0.28829590884510836
Position 13397: 0.19577785270047943
Position 25849: 0.17007036935601577
Position 9504: 0.12998965747250024
Position 1128: 0.10817758704838508
Position 20: 0.10118722665010156
Position 1636: 0.09905292844843147
Position 1098: 0.09420020771799908
Position 42: 0.09367471127648257
Position 23577: 0.09305872283811405
Position 9963: 0.08897186156414273
Position 15977: 0.08613031384548325
Position 16311: 0.07695580005120813
Position 264: 0.0739523745479295
Position 10592: 0.07263945113894639
Position 16407: 0.06837261546345381
Position 25835: 0.0662587624984972
Position 111: 0.06351017947074915
Position 27296: 0.06306220178303414
Position 7765: 0.061837200639836686
Position 10204: 0.06036940778734701
Position 4318: 0.05793267024150256
Position 16615: 0.057408845047000376
Position 8249: 0.05327824710213891
Position 6193: 0.05268477493628459
Position 1088: 0.04190415663005556
Position 26167: 0.0384847375901823
Position 12873: 0.03712792324731284
Position 2965: 0.03397529750966357
Position 1155: 0.03157813958334855
Position 18877: 0.025003853939757407
Position 11694: 0.0193248876853224
Position 8179: 0.018825662845226774
Position 7644: 0.01743803690240384
Position 16583: 0.015533106518314207
Position 27232: 0.014335525625734532
Position 816: 0.011606078826461728
Position 16012: 0.010204001559342521
Position 20983: 0.010110612544384832
Position 24348: 0.009699148990372618
Position 10295: 0.009466053851685736
Position 19207: 0.008846050408292111
Position 24989: 0.008392436440471942
Position 28364: 0.008354338840195836
Position 17380: 0.008304891907200853
Position 137: 0.007213274422715457
Position 4481: 0.006889161417857842
Position 260: 0.006585939406830659
Position 2587: 0.006061770059902433
Position 12647: 0.005674622767311446
Position 98: 0.005665101019453997
Position 23700: 0.005421940686838948
Position 19176: 0.005251093316577462
Position 13751: 0.0049052569189823115
Position 16549: 0.004223038131831724
Position 14265: 0.0034510075386247558
Position 15845: 0.003292744625746566
Position 16887: 0.0032832196562379537
Position 23974: 0.0030946687282465825
Position 1431: 0.002850554271525758
Position 8839: 0.0028232342008279
Position 7685: 0.0027097934739145086
Position 4991: 0.0022107820737749338
Position 15015: 0.00215350848253959
Position 60: 0.0020497232568145417
Position 6672: 0.0020474650721143935
Position 65: 0.0018472200964005786
Position 3152: 0.001776567152091892
Position 6179: 0.001639263594849161
Position 2808: 0.0016197516367798441
Position 4546: 0.0013350973231866306
Position 166: 0.0012983135073962146
Position 952: 0.0011492266120923782
Position 16240: 0.0011041503593458414
Position 3973: 0.0010533844945910594
Position 6689: 0.000893475739131906
Position 13594: 0.0006615302230667352
Position 1383: 0.0005914981863559787
Position 376: 0.0005452532586459273
Position 7626: 0.0004988897649738629
Position 36: 0.0004401594059283991
Position 384: 0.0003580952884058438
Position 20886: 0.0003343359030304562
Position 14961: 0.0002964143455297283
Position 871: 0.00028890526938814666
Position 19812: 0.0002706064458338994
Position 983: 0.00025309991266258067
Position 12966: 0.0002300699751947313
Position 16262: 0.00022988255858533472
Position 16416: 0.0002017907938659795
Position 715: 0.0001640716096162257
Position 24575: 0.0001514652535824648
Position 224: 0.0001242018348499015
Position 19796: 0.00010609811953731889
Position 5753: 9.228232692616867e-05
Position 20715: 6.842109918580089e-05
Position 693: 4.9374307891319054e-05
Position 2176: 4.898056091617918e-05
Position 642: 4.358272014982784e-05
Position 845: 3.8521233435074547e-05
Position 16111: 3.575202778142534e-05
Position 403: 2.6121714752248367e-05
Position 1958: 2.5717078440560214e-05
Position 72: 2.0554577284185414e-05
Position 345: 2.030828439827374e-05
Position 550: 1.9874342227556108e-05
Position 912: 1.9716621548545632e-05
Position 1269: 1.826696820181762e-05
Position 174: 1.7858803103083307e-05
Position 19596: 1.7525918870632132e-05
Position 471: 1.6614157359876632e-05
Position 1640: 1.5704035682887537e-05
Position 956: 1.4994061156691115e-05
Position 1435: 1.2645242837761073e-05
Position 281: 1.2598046736918355e-05
Position 539: 1.1869050458498822e-05
Position 1470: 1.063814339226878e-05
Position 1311: 9.60511597135914e-06
Position 1913: 7.141815899089784e-06
Position 1691: 6.4159577462008255e-06
Position 1814: 6.1746440017202245e-06
Position 2554: 5.092357362434556e-06
Position 386: 4.998585430014692e-06
Position 3029: 4.960182937316835e-06
Position 1823: 4.819398747320644e-06
Position 3177: 4.700528163693204e-06
Position 879: 4.5207201533985946e-06
Position 2242: 4.480862440789744e-06
Position 16716: 4.309561850554069e-06
Position 102: 3.0211453317450773e-06
Position 2818: 2.98876994664004e-06
Position 2546: 2.6952755308834437e-06
Position 1220: 2.4798426969941874e-06
Position 411: 2.4537918650797407e-06
Position 2581: 1.8427179490659554e-06
Position 717: 1.5990493928822099e-06
Position 881: 1.4078450250356244e-06
Position 765: 1.3925920041567217e-06
Position 1233: 1.3697279411363355e-06
Position 16593: 1.2914850443277245e-06
Position 16719: 1.2359476554984087e-06
Position 1296: 1.1850468651993142e-06
Position 1159: 8.985480166128274e-07
Position 1102: 6.754447905214576e-07
Position 388: 3.097691288546729e-07
Position 708: 1.3328112098403812e-07
Position 669: 1.1957142771536394e-07
Position 145: 4.335476711694398e-09
Position 329: 2.184934340602546e-10
Position 74: 1.9258490651739876e-10
Position 397: 1.3356705296321733e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10058: 0.9820082048743295
Position 12468: 0.962397868405977
Position 19464: 0.9603872804515645
Position 12739: 0.9514162368132526
Position 16110: 0.5686817457753912
Position 15883: 0.42562687414311406
Position 16070: 0.3508621249749898
Position 7489: 0.3176049204293913
Position 25974: 0.2468064085587434
Position 16514: 0.22825072896449586
Position 25682: 0.19412042088418113
Position 15699: 0.1771275286546682
Position 13249: 0.16679916126524297
Position 28620: 0.15678244437945807
Position 1078: 0.1345816005461615
Position 9172: 0.1299896574725003
Position 25761: 0.12413986864239292
Position 27094: 0.1157965691480899
Position 16348: 0.0971498286455558
Position 9902: 0.0941942508300132
Position 28016: 0.0937363544424742
Position 15746: 0.07346815947159221
Position 8156: 0.07210390994736555
Position 27723: 0.06879383966673167
Position 1509: 0.06751424430059022
Position 10385: 0.06244509499190573
Position 16556: 0.06147017587222925
Position 4206: 0.05762195558593365
Position 26944: 0.05385627572478153
Position 7720: 0.05317490919684647
Position 6117: 0.05187174524080503
Position 23448: 0.04839724856973208
Position 1024: 0.047244598024632795
Position 16479: 0.040594784933660547
Position 1012: 0.03875667119789886
Position 33605: 0.03249963436102736
Position 23497: 0.031860507797355435
Position 26558: 0.030976454854278475
Position 30520: 0.026896791399274922
Position 1372: 0.026533618787009734
Position 2733: 0.02636826241933645
Position 15767: 0.025127818710401793
Position 18726: 0.024141501067072673
Position 12777: 0.023795731057138333
Position 30967: 0.01936617535326781
Position 29856: 0.018781991998769246
Position 11560: 0.017761027629519945
Position 24932: 0.016971455081120388
Position 16538: 0.016147437894614192
Position 19478: 0.015190569758360441
Position 28641: 0.015055082087925685
Position 19107: 0.01454560204209644
Position 20952: 0.014343762539216594
Position 940: 0.012313567901137022
Position 23530: 0.01207985885103858
Position 25271: 0.011558225842554374
Position 26127: 0.01126246403621466
Position 25871: 0.010875523616446952
Position 24861: 0.010779588017273679
Position 23911: 0.01031944366908432
Position 10421: 0.009331133148078843
Position 13282: 0.008775288808555713
Position 2871: 0.00823998459270109
Position 4393: 0.008224258741044486
Position 983: 0.00804468902620706
Position 24249: 0.007990115325958193
Position 13339: 0.007229845569303156
Position 24485: 0.0067849128882633575
Position 19367: 0.00674441737385556
Position 23799: 0.006679824977548675
Position 19679: 0.006636596770779709
Position 16074: 0.006225163111601971
Position 24305: 0.006068663058892322
Position 2466: 0.006040868649744017
Position 17074: 0.00577568965371879
Position 23430: 0.005445873017884119
Position 22904: 0.005268678708290383
Position 27426: 0.005061116097974592
Position 20914: 0.004562128991405352
Position 25096: 0.0043922773374793925
Position 127: 0.004090619740728668
Position 13541: 0.004022612560706706
Position 1534: 0.003947537038259747
Position 20810: 0.003901122985977702
Position 17307: 0.0035452731154732076
Position 13214: 0.0034934999773014726
Position 15495: 0.003475456095522157
Position 22112: 0.003400351077634621
Position 865: 0.0033363651491332877
Position 13310: 0.0031814294676017403
Position 13251: 0.0030817593131478318
Position 6582: 0.0029409408112462997
Position 12411: 0.002939398893592567
Position 16156: 0.0028793124518801468
Position 23604: 0.002713402142445812
Position 27229: 0.0026144910297250428
Position 25560: 0.002591891144624394
Position 16175: 0.0025292026217250043
Position 8648: 0.00246355798092738
Position 5897: 0.0024522932903286478
Position 24028: 0.0024102964508012133
Position 21841: 0.0023485438062107278
Position 4864: 0.0022107820737749407
Position 26387: 0.0021668278964139735
Position 13192: 0.002144863468692478
Position 1572: 0.0020174835874008927
Position 24817: 0.0019180216207283062
Position 16270: 0.0018574515003418775
Position 25475: 0.0018393383563910745
Position 22720: 0.0017354150148468337
Position 2693: 0.0017120837061676858
Position 11595: 0.0015638600558024885
Position 14827: 0.0015288924001555487
Position 26922: 0.0014809946863991647
Position 18777: 0.001477596811771334
Position 20885: 0.001465935151887037
Position 1217: 0.0014653828388677234
Position 575: 0.0014103654023484085
Position 16381: 0.0014054321620011986
Position 20070: 0.0013330924662763454
Position 24557: 0.0013053103716036169
Position 20268: 0.0012426567481633964
Position 13986: 0.0012396144727010816
Position 21980: 0.001222662878486622
Position 25913: 0.0011401139619691702
Position 22299: 0.0011302833717679425
Position 13573: 0.0009671202477268445
Position 20496: 0.0009392536947245236
Position 13174: 0.0008518238947681315
Position 10530: 0.0008441465949896243
Position 1031: 0.0008322081106157522
Position 3857: 0.0008054569346929132
Position 14109: 0.0008027702208027548
Position 20203: 0.0007952623070930202
Position 14679: 0.0007568593066080059
Position 24210: 0.0007247518448986785
Position 684: 0.0007056871864426443
Position 24542: 0.0006111880064396849
Position 21433: 0.0005760464089930016
Position 19981: 0.0005710930676968107
Position 803: 0.0005522511289891838
Position 21699: 0.0005280703148373935
Position 19748: 0.0005008016886063503
Position 17464: 0.0004930447066318141
Position 21722: 0.0004894475186597404
Position 3100: 0.00048246115030562824
Position 16267: 0.00046543421982507414
Position 21274: 0.00043656697965704114
Position 1052: 0.00042466161681902793
Position 20427: 0.00042013069647438696
Position 21811: 0.0004166610652222138
Position 20695: 0.00040153189461342495
Position 22163: 0.00038593976820360323
Position 19344: 0.0003843036093993757
Position 20983: 0.0003793752802081814
Position 8614: 0.0003596762199005197
Position 15566: 0.0003573520789635917
Position 3072: 0.00034589991113910957
Position 18222: 0.0003326259358635818
Position 13950: 0.0003171103474673545
Position 21398: 0.0003139035631403474
Position 4146: 0.0003107146555688007
Position 464: 0.0003061131176677802
Position 21016: 0.00030478425796580865
Position 14135: 0.0003001114379222921
Position 21295: 0.00027903267066452665
Position 13868: 0.0002774254296459069
Position 1306: 0.0002734186239286512
Position 12933: 0.0002665174602329235
Position 1251: 0.00026300316080110517
Position 13719: 0.0002594271651464361
Position 3830: 0.00024792755989814656
Position 19864: 0.00023576853807425634
Position 14141: 0.00022675304221438786
Position 13515: 0.00021614597325379063
Position 2960: 0.00018633474433520146
Position 1473: 0.00018052649913703178
Position 14008: 0.0001774168787787674
Position 14960: 0.00016417112130576522
Position 20018: 0.00016015415934687882
Position 16152: 0.00015234080621080926
Position 140: 0.0001492660797971696
Position 21953: 0.00013735959967298551
Position 730: 0.0001354081654790831
Position 20176: 0.00011510281695522676
Position 21550: 0.0001127752255186623
Position 21029: 0.00011233160436401962
Position 21222: 0.00011048041076501357
Position 13944: 0.00010980570909221359
Position 13559: 0.00010710073225456994
Position 17953: 9.410752633881387e-05
Position 102: 9.399412753628874e-05
Position 5513: 9.228232692616867e-05
Position 20715: 8.666695643432722e-05
Position 20468: 8.609901017937762e-05
Position 18549: 7.53641701683897e-05
Position 17790: 7.013878505164725e-05
Position 16233: 6.803496321874667e-05
Position 20074: 6.61906591424026e-05
Position 19764: 5.1274476591884946e-05
Position 18580: 5.0782329858653666e-05
Position 17696: 4.918281784336196e-05
Position 1220: 4.460856997183162e-05
Position 12824: 4.086461962111955e-05
Position 518: 3.6231496923990853e-05
Position 17745: 3.052999182101335e-05
Position 1085: 3.0435145664680587e-05
Position 16324: 3.0289945666373785e-05
Position 1056: 2.9852712662493527e-05
Position 20241: 2.700841291582653e-05
Position 2075: 2.3731399876083353e-05
Position 844: 2.3377394311359504e-05
