Gene = RPN1
index = 1206
Annotated 5SS: [  310  5931 13051 18902 20899 24117 24976 25316 28686]
Annotated 3SS: [ 5865 12743 18691 20705 24016 24836 25195 28439 30255]
SMsplice 5SS: [  310  5931 13051 18902 24117 24976 25316 28686]
SMsplice 3SS: [ 5865 12743 18691 24016 24836 25195 28439 30255]
top_k =  1000
Partition function (log Z): 11.58906598241968

Sorted 5' Splice Sites (High to Low Probability):
Position 25316: 0.9984737168613153
Position 24976: 0.9793364173014332
Position 24117: 0.9706823567863057
Position 5931: 0.9558243080505411
Position 18902: 0.9324096525611613
Position 310: 0.8647045352326557
Position 13051: 0.846236298468259
Position 28686: 0.6397829213024644
Position 5678: 0.5530132144939965
Position 20899: 0.4438528593890514
Position 12840: 0.34888731153547026
Position 6315: 0.2660935533658269
Position 24436: 0.2653652057623734
Position 20913: 0.151621190454803
Position 30593: 0.13688465871443664
Position 193: 0.12136913733172573
Position 26495: 0.116814730374224
Position 28467: 0.1023220807540045
Position 9844: 0.08283438890405788
Position 6798: 0.08249185259506142
Position 26136: 0.08008950257411858
Position 516: 0.06609734235082051
Position 28550: 0.06535367572679852
Position 6151: 0.05416981362278444
Position 16254: 0.05079041552399363
Position 17387: 0.04828381930385912
Position 24580: 0.0433955544666489
Position 3805: 0.041694945669617324
Position 24521: 0.03953319562754357
Position 10866: 0.036059987696851654
Position 18777: 0.034268948226008296
Position 3799: 0.030175034762252046
Position 5902: 0.02642279060302592
Position 1778: 0.025159134568876588
Position 6461: 0.02481016198423568
Position 1125: 0.023930623798927252
Position 6500: 0.023430330688025337
Position 8788: 0.02341419231509928
Position 26215: 0.019518910209636618
Position 15874: 0.01793050901098817
Position 29815: 0.017359429908992245
Position 20323: 0.016456435690342455
Position 4865: 0.0159315556545441
Position 5924: 0.014667659614031827
Position 24949: 0.014440184251605141
Position 11521: 0.013145713569358397
Position 28627: 0.011982227066699835
Position 1985: 0.011918248592108476
Position 2414: 0.011609712146058862
Position 29600: 0.011286611572976833
Position 3841: 0.011225480879524522
Position 16324: 0.01080703547221038
Position 25926: 0.009960871801623654
Position 1633: 0.009626641141803085
Position 23894: 0.009131747458460258
Position 1960: 0.009085144518611353
Position 30171: 0.008759701747764966
Position 24484: 0.008359948475786626
Position 25892: 0.007935449946222075
Position 25559: 0.006919024762147166
Position 12622: 0.0066279797867382535
Position 27083: 0.006025646054217305
Position 29472: 0.005846125164493957
Position 30469: 0.00528464177084317
Position 5291: 0.005241994769972766
Position 1715: 0.0049673484863103036
