Gene = KLHDC9
index = 749
Annotated 5SS: [ 669 1112 1403]
Annotated 3SS: [ 951 1203 1666]
SMsplice 5SS: [669]
SMsplice 3SS: [1666]
top_k =  1000
Partition function (log Z): -10.353220230261982

Sorted 5' Splice Sites (High to Low Probability):
Position 1112: 0.35421154217284884
Position 669: 0.2903008566256402
Position 1437: 0.16083604737922513
Position 485: 0.15845831512149736
Position 34: 0.14693518059430827
Position 268: 0.09306285308544521
Position 72: 0.0540500895117788
Position 164: 0.04955101749892076
Position 1032: 0.04835813675318957
Position 1403: 0.03864540331704735
Position 1252: 0.02918612833095091
Position 424: 0.026562731209724525
Position 599: 0.025002959073764215
Position 1488: 0.021116086521167525
Position 11: 0.016610667355356833
Position 580: 0.01580137262451409
Position 1568: 0.01487138357171089
Position 515: 0.013720756563974465
Position 88: 0.013656800073183708
Position 346: 0.010480002537219056
Position 990: 0.009752203537161708
Position 316: 0.0038853075417377265
Position 1079: 0.003868774967631822
Position 441: 0.0032515304051994724
Position 1778: 0.0031244610487363212
Position 1807: 0.0027214884783799236
Position 1056: 0.002074566701030342
Position 996: 0.0015983438532033247
Position 258: 0.0015405098929872443
Position 272: 0.0013359495333632651
Position 44: 0.001017036864815249
Position 1171: 0.00043530190084042165
Position 460: 0.0004220340351436881
Position 1315: 0.00025843262107495927
Position 148: 0.00024936566226863976
Position 489: 0.0001585920403716393
Position 1340: 0.00011964144581996615
Position 1765: 0.0001107790528341638
Position 421: 0.00010218356802991661
Position 539: 9.290220095813221e-05
Position 275: 8.54025037001293e-05
Position 1259: 8.486384120853041e-05
Position 1307: 3.8674476173082494e-05
Position 1335: 3.249145880145356e-05
Position 29: 2.2082742328180218e-05
Position 823: 2.1573884634197193e-05
Position 487: 1.981925869914937e-05
Position 1480: 1.5618310468708917e-05
Position 319: 6.3630788440274354e-06
Position 199: 5.129967474033902e-06
Position 410: 2.242560255959016e-06
Position 154: 2.708507380148513e-07
Position 400: 1.740628143503034e-07
Position 1095: 1.3776340629031467e-07
Position 380: 5.9338798531059384e-08
Position 498: 2.6489170046253496e-08
Position 98: 3.188823097748431e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1666: 0.5593540077481611
Position 1203: 0.3612071069114966
Position 951: 0.3259434056748718
Position 1705: 0.1175267718390818
Position 1206: 0.040861507638036094
Position 1139: 0.040097212279390324
Position 271: 0.0348761984597854
Position 914: 0.020516800410601232
Position 579: 0.01834311663968047
Position 1239: 0.01394135434097235
Position 784: 0.01210315765487767
Position 539: 0.010921752224535305
Position 1031: 0.009927182975248689
Position 1170: 0.007781745581624217
Position 1184: 0.007374410377297153
Position 460: 0.005022268428791632
Position 1890: 0.0037637116910116558
Position 989: 0.0035898969829790575
Position 770: 0.0032320142332997225
Position 331: 0.0029458845362555913
Position 571: 0.0026015977902171424
Position 1345: 0.0021955436583007758
Position 1902: 0.0021407260479168236
Position 175: 0.001563284943524684
Position 1834: 0.0015217285118140453
Position 542: 0.0014532788327343768
Position 890: 0.0010485068825435775
Position 573: 0.0008101024348680513
Position 1515: 0.000657266725105635
Position 286: 0.0005572813318479836
Position 1259: 0.0003250850378489937
Position 283: 0.0002987302276477462
Position 380: 0.0002647519572154121
Position 612: 0.00024806278519537005
Position 977: 0.000238473381213981
Position 224: 0.0002325043704540075
Position 1946: 0.00022007720761605033
Position 804: 0.00021626940280003508
Position 927: 0.00018684640831583718
Position 1358: 0.00018646275069602545
Position 808: 0.00018228933050067119
Position 1625: 0.0001671637429364032
Position 478: 0.0001512175026904441
Position 1275: 0.00014817370451965668
Position 505: 0.00014199493924593905
Position 335: 0.0001413995913024421
Position 1755: 0.00012952009974715413
Position 1055: 8.652094368308185e-05
Position 91: 7.819549039407626e-05
Position 1278: 6.910392943273822e-05
Position 958: 4.492545816864041e-05
Position 368: 3.8731827735427095e-05
Position 823: 3.522969556390137e-05
Position 111: 2.3632643146019033e-05
Position 641: 2.3301341027715483e-05
Position 962: 1.6463530441365234e-05
Position 594: 1.589122434583968e-05
Position 965: 1.445837645922332e-05
Position 226: 1.2957386223711697e-05
Position 1841: 1.1026207393088728e-05
Position 105: 8.966176226720767e-06
Position 626: 8.405333664643863e-06
Position 1067: 8.095191421797265e-06
Position 1039: 7.635625182722432e-06
Position 342: 4.6410882278836435e-06
Position 181: 1.719979526362629e-06
Position 653: 1.4796638191577539e-06
Position 480: 9.334715295177392e-07
Position 358: 9.178243984392696e-07
Position 495: 7.060548429970934e-07
Position 199: 4.90438409395494e-07
Position 194: 3.0720450946339086e-07
Position 289: 5.779525959274264e-08
Position 292: 1.1216907345724631e-08
Position 296: 7.020449636813866e-09
Position 305: 4.453794653097501e-09
Position 308: 2.8627642820421635e-09
Position 300: 3.438528845744512e-10
Position 298: 1.5383338402228524e-10
