Gene = GIMAP1-GIMAP5
index = 591
Annotated 5SS: [   23  2423  3739 21041 24260]
Annotated 3SS: [ 2373  3379 20836 24210 25514]
SMsplice 5SS: [   23  2423  3739 10259 21041 24260]
SMsplice 3SS: [ 2373  3599 10014 20931 24210 25514]
top_k =  1000
Partition function (log Z): -8.206919569530598

Sorted 5' Splice Sites (High to Low Probability):
Position 10259: 0.9773665347155671
Position 24260: 0.8685104526029892
Position 2423: 0.8676274035291522
Position 23: 0.8382400048662879
Position 3739: 0.5727419629552137
Position 13364: 0.38497516406644566
Position 6894: 0.3615801381902997
Position 1820: 0.32604166777387994
Position 6241: 0.30372536072328665
Position 3730: 0.28172210802947145
Position 21041: 0.21238190176643132
Position 2291: 0.18281269999172414
Position 2728: 0.15797570738636998
Position 25673: 0.11307136826565625
Position 9041: 0.10504998128689154
Position 9858: 0.09259898522100021
Position 14965: 0.08019198974708719
Position 6950: 0.07637452916337797
Position 24472: 0.06465487173361648
Position 288: 0.051627490607878745
Position 2475: 0.04407379382320101
Position 174: 0.03753492493108628
Position 3552: 0.03717798718621594
Position 3492: 0.03564111587287258
Position 6635: 0.02827947281321524
Position 3889: 0.024386863003823124
Position 182: 0.022979506992862386
Position 1367: 0.021871527019482577
Position 420: 0.01796461804822007
Position 1805: 0.01660817094587015
Position 25373: 0.01374898918469436
Position 741: 0.013400870877733038
Position 6640: 0.011034169907736193
Position 2374: 0.010910439699698446
Position 26657: 0.009636476697239419
Position 6925: 0.009140952191150718
Position 1320: 0.008653584328517
Position 445: 0.008093752176320438
Position 3516: 0.0072742331116745634
Position 770: 0.007231032048461977
Position 1941: 0.0064062241989616305
Position 9837: 0.005733654063863194
Position 2295: 0.005640215635571768
Position 3832: 0.005448016446645222
Position 3701: 0.005361851163639669
Position 3937: 0.004124141965204044
Position 2996: 0.0040830010099089185
Position 4024: 0.003970439324731918
Position 718: 0.003799318673046121
Position 1912: 0.003145868259979885
Position 3353: 0.002710401591690032
Position 5703: 0.0024104898416769304
Position 6652: 0.0024004792326538945
Position 2723: 0.002363936942762472
Position 6604: 0.0017918980575076535
Position 2591: 0.0014041092447228606
Position 191: 0.0013807079772079917
Position 6222: 0.0013495258387443126
Position 1968: 0.001233644657781259
Position 6619: 0.0010565578768567364
Position 6374: 0.0010559262986969723
Position 6567: 0.0009731163962598979
Position 246: 0.0008114279970434369
Position 3255: 0.0005879530165387711
