Gene = MUC20
index = 898
Annotated 5SS: [ 202 5691 8858]
Annotated 3SS: [ 3797  8765 12267]
SMsplice 5SS: [ 202 5691 8858]
SMsplice 3SS: [ 5445  8765 12267]
top_k =  1000
Partition function (log Z): -3.728944996500855

Sorted 5' Splice Sites (High to Low Probability):
Position 8858: 0.9394617226944055
Position 5691: 0.7457347195716303
Position 202: 0.44256373976327745
Position 532: 0.39022282970541616
Position 3563: 0.34934639524672356
Position 1513: 0.28241508365180024
Position 5681: 0.2498063440693666
Position 8275: 0.23222271848476775
Position 2648: 0.1999116628718756
Position 491: 0.17590592695397408
Position 74: 0.09392670955705891
Position 2194: 0.08787017034103563
Position 3683: 0.07755914767538089
Position 10556: 0.0746802867235465
Position 6501: 0.06694209907966137
Position 2667: 0.058228113726352164
Position 9142: 0.048581840840055346
Position 433: 0.037335756927815544
Position 2171: 0.03286576032739869
Position 2411: 0.02857603334718316
Position 7158: 0.02530537917816788
Position 1937: 0.02493538045754487
Position 2355: 0.02464415496643959
Position 439: 0.019172100738969532
Position 7819: 0.018357470334433548
Position 8351: 0.01639546198424708
Position 8670: 0.015205108543240352
Position 10398: 0.013979271467292328
Position 9163: 0.013836150108873345
Position 12440: 0.01358365425025669
Position 377: 0.010949082256434888
Position 8078: 0.009841738675177894
Position 3486: 0.009596815894530071
Position 12528: 0.009261433632135116
Position 7543: 0.008390636777163845
Position 177: 0.007941986195228404
Position 1360: 0.007893296556865997
Position 2569: 0.007875878119046295
Position 1743: 0.007763610705478215
Position 142: 0.005314295271849266
Position 11621: 0.005276716735072702
Position 225: 0.004151692360245969
Position 8344: 0.003889499132837294
Position 383: 0.0031484847645877356
Position 6715: 0.0029017582506067853
Position 8285: 0.0027228538482172064
Position 6816: 0.001616001652280448
Position 12366: 0.0012039160980026773
Position 7824: 0.0011217700043236948
Position 1016: 0.0011055428724798932
Position 915: 0.0010969368474728675
Position 7466: 0.000934894919332957
Position 12307: 0.0008759693553721516
Position 241: 0.0008263754048195625
Position 8903: 0.000618751501245691
Position 265: 0.0006060877322868618
Position 1983: 0.0005336092210149311
Position 564: 0.00047959374857424355
Position 933: 0.0003378487797218302
Position 7481: 0.0003014882283418735
Position 429: 0.0002995725609511704
Position 7978: 0.0002654013563429074
Position 113: 0.00019213577986469806
Position 1475: 6.01281612366922e-05
Position 183: 4.88707424117654e-05
Position 6169: 4.22483094118412e-05
Position 574: 3.5925575427316174e-05
Position 524: 3.292460048345917e-05
Position 54: 2.954301730439754e-05
Position 2671: 2.6933711379036618e-05
Position 1720: 2.5691028506573995e-05
Position 6305: 2.5196389054576215e-05
Position 508: 2.3960536909225685e-05
Position 97: 1.6611253942184606e-05
Position 305: 1.6380918408863105e-05
Position 1087: 1.5355732354900486e-05
Position 6337: 1.3194263360283491e-05
Position 554: 9.79834459747199e-06
Position 1488: 8.900181352145235e-06
Position 1495: 7.936067610455496e-06
Position 255: 5.7416427266526435e-06
Position 6460: 3.1974314502083926e-06
Position 133: 2.54797741762583e-06
Position 102: 2.48265884387479e-06
Position 6385: 1.7279711675905524e-06
Position 6681: 1.6924215273500403e-06
Position 334: 1.1145207115448274e-06
Position 339: 1.090001073837422e-06
Position 361: 9.76667139759879e-07
Position 1009: 9.527697923626318e-07
Position 17: 8.41645123464148e-07
Position 536: 4.312902029171704e-07
Position 1388: 3.8528073616797017e-07
Position 1075: 3.588973819122592e-07
Position 389: 3.207147671192757e-07
Position 325: 2.299526942766547e-07
Position 350: 1.7127084220071852e-07
Position 6: 1.674969255459226e-07
Position 375: 1.5734904096467825e-07
Position 710: 1.412692938671808e-07
Position 363: 1.127021702560786e-07
Position 460: 1.0296894866308605e-07
Position 404: 2.3238804703068423e-08
Position 431: 1.1685461108021516e-08
Position 1286: 2.7743504475593087e-09
Position 602: 1.2378739452451394e-09
Position 381: 9.458670169919018e-10
Position 583: 8.176230787740315e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8765: 0.9544770462755495
Position 5445: 0.7796972034655832
Position 3364: 0.34118142766020365
Position 12267: 0.2940605978166992
Position 11502: 0.27470545783688954
Position 8173: 0.24505461031899814
Position 1358: 0.16126979806942268
Position 2529: 0.13068633520891673
Position 5571: 0.11823483093795947
Position 359: 0.09538454166404244
Position 2067: 0.09040773579176377
Position 2489: 0.0902328925183419
Position 12306: 0.08746406855813738
Position 1425: 0.06851012986239166
Position 5532: 0.05626184895183202
Position 9484: 0.0524909798726904
Position 12602: 0.04602756799080589
Position 2270: 0.045319105411758154
Position 404: 0.038680772977114294
Position 10240: 0.038053929677196584
Position 5529: 0.0366671906069311
Position 12412: 0.03491606049837025
Position 11522: 0.03249723306725653
Position 325: 0.03208086146090051
Position 1618: 0.03180918699308032
Position 6269: 0.03033404016058548
Position 3518: 0.02924295409422346
Position 10183: 0.027845082895445683
Position 2452: 0.026363420762665055
Position 11800: 0.025000661015943136
Position 10437: 0.024089842697280393
Position 1388: 0.022573459860033788
Position 12188: 0.020156245696020182
Position 9085: 0.019865565111362355
Position 11741: 0.0181961106913311
Position 6236: 0.017809955895410044
Position 3271: 0.01722118697537743
Position 3670: 0.01550178431845348
Position 1408: 0.015197609205822983
Position 8479: 0.015166876781572622
Position 7661: 0.014649965762998771
Position 9114: 0.014496726020055079
Position 10532: 0.01343010662163843
Position 9043: 0.013125016801923026
Position 375: 0.01312176144024901
Position 1200: 0.012915561621723182
Position 2041: 0.011861127676300001
Position 2193: 0.01161525583010793
Position 1837: 0.011444785396372021
Position 3485: 0.010700734767901262
Position 6855: 0.010349347503981783
Position 11142: 0.010279284813715303
Position 3274: 0.009883054430361948
Position 7924: 0.009859647242992686
Position 10396: 0.009745530589446907
Position 2291: 0.009687986335988674
Position 8967: 0.009634490364435378
Position 7421: 0.009075826894641306
Position 9344: 0.008400613470571283
Position 6784: 0.0075224001563907305
Position 460: 0.007336856462196365
Position 8243: 0.007242533426228745
Position 6284: 0.006838125691843583
Position 11498: 0.0059882488230004575
Position 11713: 0.005593980534123332
Position 3626: 0.005556883271473078
Position 3641: 0.0051525540453911285
Position 8460: 0.0049882577035563055
Position 9366: 0.00478451450093513
Position 7015: 0.004770929509427792
Position 10261: 0.004487197628446643
Position 10484: 0.004464223913870741
Position 8132: 0.004443239093332832
Position 1955: 0.004415833428546639
Position 7639: 0.004294631790018233
Position 1499: 0.004258536208192377
Position 6404: 0.004209912064988003
Position 10201: 0.003877513459924302
Position 6690: 0.00385343987638031
Position 8697: 0.0034676776634728263
Position 11998: 0.0033963113399950195
Position 10715: 0.003304275695168916
Position 10284: 0.00313691487430331
Position 6286: 0.003089691532965022
Position 5483: 0.002594171871641438
Position 7055: 0.002479701513901273
Position 11167: 0.002389518580144632
Position 12560: 0.0022874307783739864
Position 339: 0.0022787116892759676
Position 10941: 0.002267222356436375
Position 2647: 0.0022095193662996187
Position 10317: 0.0021256950046261293
Position 8963: 0.002088371891041719
Position 10487: 0.00204454973318754
Position 10340: 0.0020375800830152637
Position 2022: 0.0018324501065179622
Position 6975: 0.0018149026883407472
Position 12393: 0.001790211321143992
Position 11216: 0.0015703707968593005
Position 9275: 0.0015608237290723665
Position 3297: 0.0015067494935611203
Position 10272: 0.0014925850251418264
Position 6209: 0.0014563620804494265
Position 8932: 0.0014036169692998772
Position 443: 0.0014013901028918413
Position 9508: 0.0013259289216986435
Position 2126: 0.0013045450155439297
Position 7258: 0.001245575136218942
Position 5232: 0.0011857447593072654
Position 241: 0.0011606274430347285
Position 10884: 0.0011583382014860905
Position 6091: 0.0011019419884134172
Position 2596: 0.0010705192015521123
Position 12082: 0.0010500255476331363
Position 10929: 0.0010497581405038699
Position 289: 0.0010344122986023934
Position 1316: 0.0010089283465630977
Position 244: 0.0009839684895211818
Position 1216: 0.0009615738340133908
Position 5984: 0.0009522912729613214
Position 7093: 0.0009500464439025339
Position 12326: 0.0009392433309422235
Position 5574: 0.0009234569813533125
Position 361: 0.0008901300814187236
Position 9651: 0.0008725561797328363
Position 6151: 0.0008488134228330993
Position 8984: 0.0008290872550277457
Position 8669: 0.0008206513424642238
Position 294: 0.000783481428681567
Position 7897: 0.0007715361842922044
Position 495: 0.0007252080094207854
Position 9731: 0.0006697285932188401
Position 1246: 0.0006567714197980929
Position 2306: 0.0006358691883186228
Position 832: 0.0005826512955396997
Position 6453: 0.0005775498158736422
Position 10328: 0.0005769684119573259
Position 9141: 0.0005683621083845361
Position 2267: 0.0005676850128858718
